,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Total_Mom_6m
12,12,1700,Africa Energy,Oil & Gas -Exploration,3.489,-77.335,,-15.73,2315.183,0.0841,3219.414,40.593,0.08148,-41.63,2299.419,0.18802,0.34424,0.34897,Sweden,First North,AEC,16.824,2022-05-16,AEC.ST,0.0,17.177,,1.4,0.09888,2022-05-30,Q1-2022,Energy,-0.018104573372665,-0.006794279329107,0.0172845220973476,0.3987697137157621,0.447804897072539,0.4018767020550259,0.3972600131748755,1.0396052926602222,12.66703955895573,3.093825483367747,0.0043668081353001
13,13,258,Africa Oil,Oil & Gas -Exploration,59.306,3.906,0.22,2094.192,9264.42,0.24053,9762.305,71.746,0.2003,2499.336,8869.932,-0.02011,0.56542,1.46655,Sweden,Mid Cap,AOI,4.465,2022-05-13,AOI.ST,0.01095,5.451,4.662,1.101,0.10051,2022-05-30,Q1-2022,Energy,0.2817762300770738,0.2260467465853232,-0.0530168853756947,-0.5987551961977865,0.5581467195750125,0.4973741599051964,0.8115299604503591,0.7947734465137383,21.667286121215703,9.580416552674976,0.5534896135157783
14,14,241,AFRY,Business Consultants,36.372,-140.204,0.806,8040.0,25762.0,0.08954,18086.344,39.074,0.09343,-129.0,11419.0,-0.1196299999999999,-0.36828,-0.42089,Sweden,Large Cap,AFRY,16.732,2022-04-28,AFRY.ST,0.03444,16.957,0.871,1.584,0.05968,2022-05-30,Q1-2022,Industrials,-0.0112969612050091,0.3120875708407732,-0.033204476261302,-0.836217580725924,0.3107505978377614,0.2909051805542643,0.3639292676594735,1.1251605361298866,-21.731672527908337,-20.31730900867147,-0.3908167867094313
15,15,1876,Akelius D,Real Estate,1.589,3.463,0.025,154.0,12185.0,0.01157,6018.431,22.654,-0.00875,1738.0,7087.0,-0.03077,0.03643,0.09838,Sweden,First North,AKEL D,77.806,2022-05-02,AKEL-D,0.05669,-97.459,19.863,0.849,-0.0457399999999999,2022-05-30,Q1-2022,Financials,0.2452377592775504,0.0126384899466557,-0.0085165629734705,-0.1557638246182489,0.22654,0.4155112010711854,0.501115,,-2.8079125581979345,-1.2711323979290845,-0.8303204565098654
16,16,1358,Alcadon Group,Electrical Components,2.828,-152.457,0.944,76.8,817.3,0.12902,1646.538,54.177,0.09791,-10.8,478.7,0.11867,-0.07395,1.0975,Sweden,First North,ALCA,25.77,2022-04-22,ALCA.ST,0.00596,34.725,2.134,3.44,0.3402799999999999,2022-05-30,Q1-2022,Industrials,-0.0225611029872571,0.0939679432277009,0.0886510201650537,1.4991514945778202,0.5033574128656494,0.45806007452041,0.5419732586209649,0.6066444888135786,17.05505675376157,1.6576164071755295,0.2027788639218544
17,17,10,Alfa Laval,Industrial Components,296.45,4500.912,0.576,15219.0,73874.0,0.14484,108021.897,41.194,0.13368,24.0,33930.0,-0.1580599999999999,-0.2545,-0.15645,Sweden,Large Cap,ALFA,18.888,2022-04-26,ALFA.ST,0.02299,23.665,2.538,3.184,0.15895,2022-05-30,Q1-2022,Industrials,0.0007073386383731,0.2060129409535154,-0.0984673866278724,-2.624910092859834,0.3327361432067188,0.2917614098343369,0.3438093014569419,1.1563195277304892,-1.1334202678559482,-4.162925250985221,-0.184018671178372
18,18,2146,Aligro Planet SPAC,Investment Banking,0.881,-1.162,,,1012.584,-0.0062,1172.5,8.885,-0.00733,-1009.126,1001.629,-0.01574,-0.02596,-0.05243,Sweden,Mid Cap,APAC SPAC A,-189.115,2022-04-21,APAC-SPAC-A.ST,0.0,-159.741,,1.171,,2022-05-30,Q3-2022,Financials,-1.0074848072489913,,0.0106657990512937,0.956804273397713,0.0842860163280803,0.0796827783394223,0.102166833612009,,-2.8079125581979345,-1.2711323979290845,-0.028985460316683
19,19,739,Alimak,Installation,7.229,10.299,0.648,1311.5,5889.0,0.09907,4922.962,31.044,0.07937,478.0,3969.0,-0.15833,-0.15833,-0.35896,Sweden,Mid Cap,ALIG,11.479,2022-04-27,ALIG.ST,0.0363,15.628,1.289,1.24,0.038,2022-05-30,Q1-2022,Industrials,0.1204333585285966,0.2227033452199015,0.0087606704640321,0.2493038348791298,0.2689933628333011,0.2532301795985863,0.3220683352861825,0.8850887059466354,-6.688702788469961,-4.690918202071599,-0.2644260094780175
20,20,1477,Alligo,Industrial Components,3.265,16.625,1.215,3888.0,7671.0,0.09498,5752.378,73.771,0.13346,346.0,3055.0,-0.36588,-0.435,-0.2902,Sweden,Mid Cap,ALLIGO B,15.458,2022-04-28,ALLIGO-B.ST,0.0154899999999999,14.099,0.615,1.883,-0.05296,2022-05-30,Q1-2022,Industrials,0.1132569558101473,0.5068439577630035,-0.0858566238219205,-0.8274535356028151,0.5822414122781618,0.4661896286304889,0.950976606295284,0.90584474399879,-4.745603822124127,-10.770102003936405,-0.4418423622946817
21,21,364,ALM Equity,Real Estate,0.689,-22.257,0.211,3449.0,13329.0,0.40535,20877.36,27.403,0.48774,-938.0,7217.0,-0.13402,-0.19231,0.09375,Sweden,First North,ALM,6.942,2022-05-19,ALM.ST,0.0014299999999999,2.537,7.409,2.893,0.37087,2022-05-30,Q1-2022,Financials,-0.1299709020368574,0.2587590967064296,0.0407339205438785,1.3894235436996962,0.33582483261221,0.2959017876044779,0.2686959999937723,0.4009196310955815,-14.378439732831003,-7.903563442832265,0.0714285714285714
22,22,1419,Ambea,Healthcare Facilities,9.456,4.792,0.678,10131.0,17450.0,0.04735,4537.879,38.92,0.05534,947.0,4644.0,-0.05311,-0.1248199999999999,-0.30794,Sweden,Mid Cap,AMBEA,23.728,2022-05-04,AMBEA.ST,0.02398,17.624,0.377,0.977,0.14359,2022-05-30,Q1-2022,Health Care,0.2039190353143841,0.5805730659025788,0.0443649016168977,0.9930981185642278,0.3580678869971597,0.3332385956075565,0.4094369248279955,0.9325564801763968,-5.0027433043333245,-3.295404950096124,-0.2325696606219637
23,23,2048,Annehem Fastigheter,Real Estate,1.059,-4.728,0.043,160.0,4524.7,0.03099,1734.394,32.804,0.13426,-366.8,2437.1,-0.06369,-0.19008,-0.0939899999999999,Sweden,Mid Cap,ANNE B,25.324,2022-04-28,ANNE-B.ST,0.0,5.301,7.441,0.712,0.1683899999999999,2022-05-30,Q1-2022,Financials,-0.1505067498256124,0.0353614604283156,0.0054451487329003,0.143987786593789,0.3065444048764094,0.29223956181564,0.3465961499804753,,-2.8079125581979345,-1.2711323979290845,-0.1340206492535947
24,24,505,AQ Group,Industrial Components,1.957,-15.863,1.181,2832.0,4920.0,0.13523,5012.556,40.892,0.127,-316.0,2743.0,0.02239,-0.04196,-0.1798799999999999,Sweden,Mid Cap,AQ,12.832,2022-04-21,AQ.ST,0.01215,14.322,0.841,1.827,0.1725499999999999,2022-05-30,Q1-2022,Industrials,-0.1152023332118118,0.5756097560975609,-0.0081528865348912,-0.1860751504802654,0.3682111532545689,0.357674183131249,0.4015712961359408,0.9835731644389634,-7.586002100264442,2.1837224135928186,-0.0242898621661113
25,25,296,Arcane Crypto,Internet Transactions,1.592,-4.247,2.492,41.086,174.812,-0.27397,459.308,99.103,-0.26941,-108.152,139.444,-0.4747099999999999,-0.69108,-0.7,Sweden,First North,ARCANE,-13.711,2022-05-10,ARCANE.ST,0.0,-12.273,1.053,3.294,1.05765,2022-05-30,Q1-2022,Technology,-0.775594503886865,0.2350296318330549,-0.1439794354880494,-1.5039363114215931,0.982606755225566,0.8518222773794479,0.8774263333230199,1.3230492222302594,-22.14018680311605,-23.96701697150702,-0.7172774790480702
26,26,381,Arctic Paper,Forest & Wood Products,1.08,13.428,1.428,1909.339,5839.342,0.21394,2023.21,64.029,0.15163,150.67,2384.055,0.50826,0.71563,1.21265,Sweden,Small Cap,ARP,2.803,2022-05-09,ARP.ST,0.03055,4.148,0.243,0.849,0.22651,2022-05-30,Q1-2022,Materials,0.0631990453240382,0.3269784506542004,0.0764591275820902,1.303560165898988,0.4864920853834322,0.4382156681621568,0.537573560286845,0.5712936901810634,13.930582479092886,12.808484882429283,0.8961039926133587
27,27,1710,Arion Banki,Banks,5.994,3.923,0.041,3287.304,108622.203,0.02634,18965.6,31.854,0.1640299999999999,4834.89,14014.05,-0.0832099999999999,-0.00475,0.37719,Sweden,Large Cap,ARION SDB,6.963,2022-05-04,ARION-SDB.ST,0.08678,8.65,4.228,1.353,0.1354,2022-05-30,Q1-2022,Financials,0.3450030505100239,0.0302636469267705,0.0399981457419625,1.2063821548091287,0.3049384461218421,0.3004899442531021,0.3038747378510745,0.5268931427161322,12.897757431165523,-0.6180460894750698,0.074389351222154
28,28,14,Arise Windpower,Wind Energy,5.249,34.698,0.206,273.0,1550.0,0.09752,1977.758,51.247,0.11695,57.0,838.0,0.00452,0.05207,-0.0691099999999999,Sweden,Small Cap,ARISE,18.989,2022-05-04,ARISE.ST,0.0,18.647,6.2,2.36,0.0930899999999999,2022-05-30,Q1-2022,Utilities,0.0680190930787589,0.1761290322580645,-0.0314133745048615,-0.5241569099462862,0.4755032145397456,0.4519799923233789,0.549278903972767,1.0385384161966256,-5.113834178702277,6.892585610762778,0.2211538159232584
29,29,1574,Arjo,Medical Supplies,39.913,27.411,0.609,4250.0,15231.0,0.12537,19324.652,39.87,0.10249,705.0,7152.0,-0.13158,-0.3743399999999999,-0.14415,Sweden,Large Cap,ARJO B,22.641,2022-04-22,ARJO-B.ST,0.01621,26.365,2.084,2.702,0.08491,2022-05-30,Q1-2022,Health Care,0.0985738255033557,0.2790361762195522,0.1126105957906368,2.5891628695511044,0.3762852767074995,0.3410227764595059,0.3986204076486993,0.7890309697721269,-10.665961908242664,-17.25578848179849,-0.3085661351865038
30,30,1793,Ascelia Pharma,Pharmaceuticals,0.566,-5.855,,,307.501,-2.84604,732.291,41.807,-0.4499499999999999,-125.079,280.394,-0.10064,-0.33649,-0.3823499999999999,Sweden,Small Cap,ACE,-3.662,2022-05-11,ACE.ST,0.0,-5.755,,2.612,-0.298,2022-05-30,Q1-2022,Health Care,-0.4460830117620205,,-0.0646624060622674,-1.3593969777355337,0.3828912772906639,0.366387878694295,0.4359585540522811,0.8904516361650054,-15.527474775787727,-10.70520559995504,-0.295301995381144
31,31,1473,Aspire Global,Gambling & Casinos,4.761,6.765,0.991,778.727,2233.099,0.35622,5087.248,61.77,0.63269,752.018,1338.253,0.0,0.30852,0.71115,Sweden,First North,ASPIRE,15.859,2022-05-04,ASPIRE.ST,0.0,5.911,2.298,3.801,0.29238,2022-05-30,Q1-2022,Consumer Durables,0.5619400815839756,0.3487203209530791,0.0261971792650931,3.1163111955975,0.439164826332126,0.2853803250543047,0.0770465781121061,0.556164337439581,13.513878463628522,9.848944013735098,0.4630872483221477
32,32,17,Assa Abloy,Construction Supplies,374.281,34.515,0.738,39531.0,135290.0,0.15297,271357.286,32.592,0.15637,7862.0,73568.0,-0.0306,-0.0390099999999999,-0.04684,Sweden,Large Cap,ASSA B,19.938,2022-04-27,ASSA-B.ST,0.01722,23.548,2.719,3.689,0.0960599999999999,2022-05-30,Q1-2022,Industrials,0.106867116137451,0.2921945450513711,-0.0071315133324176,-0.1880958959486148,0.2597149094335949,0.2384068700168997,0.3474897684563911,0.922309525627298,4.468281737889378,6.498778356667176,-0.0110427026160835
33,33,18,AstraZeneca,Pharmaceuticals,522.086,-52.598,0.414,231281.297,846304.125,0.00054,2006555.88,27.857,-0.02924,-38148.801,306709.594,0.12903,0.29345,0.3711399999999999,Sweden,Large Cap,AZN,6742.579,2022-04-29,AZN.ST,0.0138799999999999,-223.445,5.731,6.542,0.54442,2022-05-30,Q1-2022,Health Care,-0.1243808532445189,0.2732839060662737,0.0152383754531492,0.4711389872858832,0.2428337406408397,0.2193721105873813,0.2964348562384645,0.4234937670435947,12.93888750671342,9.047003324788902,0.2227946618458636
34,34,19,Atlas Copco A,Industrial Machinery,624.212,35.563,0.777,48435.0,147944.0,0.32021,541915.041,40.257,0.25832,15238.0,74435.0,-0.10858,-0.20591,-0.13087,Sweden,Large Cap,ATCO A,21.992,2022-04-26,ATCO-A.ST,0.01724,27.911,4.713,7.28,0.19901,2022-05-30,Q1-2022,Industrials,0.2047155236112044,0.3273873898231763,-0.0240127937805855,-0.5462514696498476,0.3229466824199353,0.2965182019940433,0.4028929943838318,1.1545699281855977,-2.053437189910729,-3.320179347628601,-0.0966746472896573
35,35,20,Atrium Ljungberg,Real Estate,21.673,-102.239,0.041,3063.0,56810.0,0.0297699999999999,21981.465,37.284,0.18971,-215.0,26752.0,-0.17044,-0.17665,-0.14807,Sweden,Large Cap,ATRLJ B,26.775,2022-04-13,ATRLJ-B.ST,0.03152,4.106,7.231,0.822,0.10682,2022-05-30,Q1-2022,Financials,-0.0080367822966507,0.0539165639852138,-0.0460303294459089,-1.1735079916031284,0.2892882439090211,0.276654928556791,0.3594989901372052,0.9507575537988738,-0.156930405661659,1.0867245464299429,-0.1065124683247472
36,36,920,Attendo,Healthcare Facilities,5.848,3.664,0.615,4305.0,21605.0,0.0409999999999999,4041.13,33.392,0.00646,1103.0,4925.0,-0.22477,-0.24714,-0.39429,Sweden,Mid Cap,ATT,24.452,2022-05-06,ATT.ST,0.0,126.019,0.304,0.821,0.0292,2022-05-30,Q1-2022,Health Care,0.2239593908629441,0.1992594306873409,0.008561348715591,0.2254429696827177,0.2813878626463785,0.2629484279783472,0.3480528010726988,0.7420493220609955,-7.612272636752599,-7.79806606208856,-0.338266363251723
37,37,21,Autoliv,Auto & Equipment,205.831,35.794,1.044,11250.99,65181.91,0.15221,78080.047,38.819,0.135,2181.4,22309.01,-0.1,-0.12803,-0.11144,Sweden,Large Cap,ALIV SDB,18.118,2022-04-22,ALIV-SDB.ST,0.02821,22.147,1.147,3.5,-0.05371,2022-05-30,Q1-2022,Consumer Durables,0.0977811207220759,0.1726090873986356,-0.0192187555046192,-0.4530950094387943,0.3162395227766103,0.2854140411727813,0.3887546762956081,1.0843915770889865,1.0913046152283343,5.447037953374499,-0.0419872034859231
38,38,22,Avanza Bank,Retail & Mortgage Banks,153.375,53.3,0.012,2315.0,268792.0,0.00828,36403.848,53.906,0.36439,683.0,5099.0,-0.13108,-0.31977,-0.15736,Sweden,Large Cap,AZA,16.532,2022-04-25,AZA.ST,0.03932,19.593,11.698,7.139,0.14858,2022-05-30,Q1-2022,Financials,0.1339478329084134,0.0086126075180808,0.0337687651477648,0.5402305844774677,0.4272369651743705,0.4060268647893725,0.5728958221219455,1.0579980519516283,-17.268905082805414,-15.644325581851804,-0.2158541671226023
39,39,1557,Awardit,Advertising,8.087,-7.044,0.629,225.381,1009.409,0.09848,1067.008,77.237,0.03043,-151.47,499.924,-0.54122,-0.54448,-0.06638,Sweden,First North,AWRD,18.074,2022-05-13,AWRD.ST,0.0,70.125,1.619,2.134,2.79667,2022-05-30,Q1-2022,Consumer Durables,-0.3029860538801898,0.223280157002761,-0.3790602561632379,-7.080018470934569,0.7015348316410833,0.4934995733372826,0.4906971144068481,0.8538901691653151,-3.551488111786882,-9.439451677484906,-0.3567839195979899
40,40,24,Axfood,Food Retail,128.642,79.465,2.534,9097.0,24185.0,0.28378,61744.048,29.273,0.56043,777.0,4045.0,0.18248,0.20033,0.27194,Sweden,Large Cap,AXFO,23.527,2022-04-21,AXFO.ST,0.02634,25.856,1.008,15.264,0.28664,2022-05-30,Q1-2022,Food and Beverage,0.192088998763906,0.376142236923713,-0.0708319822304254,-2.314707756889857,0.2214576151342345,0.1913139567626408,0.2804612541073684,0.2280605733909382,9.702090728118169,16.774960348740255,0.4176174705377018
41,41,1769,Azelio,Renewable Energy,8.441,-1.936,0.001,114.957,1117.676,-0.6994499999999999,974.757,131.914,-0.4911399999999999,-503.41,877.817,0.2941499999999999,-0.58684,-0.8342499999999999,Sweden,First North,AZELIO,-1.635,2022-05-11,AZELIO.ST,0.0,-2.261,7.03,1.11,-0.2381599999999999,2022-05-30,Q1-2022,Utilities,-0.5734794381972552,0.1028535997909948,-0.1700640725403056,-0.9297304052595252,1.074298882620385,0.834898060998268,1.6764676749296348,1.2227207818175914,-21.43767984235629,-10.454275285181282,-0.6572127388499387
42,42,1313,B3 Consulting,IT Consulting,3.687,10.547,1.633,314.9,602.8,0.47045,1025.19,63.001,0.29947,97.2,203.3,0.14904,0.59333,1.36976,Sweden,Small Cap,B3,10.639,2022-04-27,B3.ST,0.0292899999999999,14.99,1.038,5.043,0.18359,2022-05-30,Q1-2022,Technology,0.4781111657648795,0.5223954877239548,0.1256136412736699,2.062683755426437,0.5072589122477019,0.4605005351666388,0.5581408375775139,0.5910808249307282,25.980792056643008,18.16508586251208,0.8899384522215137
43,43,377,Bactiguard,Medical Equipment,1.546,-249.18,0.229,80.837,840.755,-0.1083399999999999,3353.711,47.648,-0.123,-13.459,526.074,-0.28475,-0.38018,-0.50619,Sweden,Mid Cap,BACTI B,-55.635,2022-04-27,BACTI-B.ST,0.0,-51.741,17.425,6.375,0.25306,2022-05-30,Q1-2022,Health Care,-0.0255838532221702,0.0961481049770741,-0.0045238321385594,-0.0876454769032847,0.4100036062177077,0.3853733856357588,0.4730604233940952,0.6280670297401422,-36.047380355276886,-22.636568042184493,-0.3833762961982706
44,44,1517,Balco Group,Construction Supplies,1.076,-35.13,0.911,306.8,1271.2,0.12936,2037.537,43.638,0.13256,-58.0,711.4,-0.1913,-0.27683,-0.10577,Sweden,Mid Cap,BALCO,18.26,2022-05-06,BALCO.ST,0.0215099999999999,21.607,1.759,2.864,0.04222,2022-05-30,Q1-2022,Industrials,-0.0815293786899072,0.2413467589679043,-0.074222104811939,-1.564531671290162,0.4044830092743254,0.3726540376016656,0.4347990133803761,0.8926710476947359,-3.3101666315532943,-10.472239830156896,-0.2746074868087146
45,45,1450,Bambuser,Online Services,2.945,-6.015,0.21,-19.778,824.89,-0.89992,1392.535,79.966,-0.31171,-231.519,724.799,-0.30928,-0.60143,-0.69738,Sweden,First North,BUSER,-3.987,2022-04-27,BUSER.ST,0.0,-6.156,6.824,1.921,-0.0034899999999999,2022-05-30,Q1-2022,Technology,-0.3194251095821048,-0.0239765302040272,-0.1603142243348401,-1.7895693421891,0.7301785917323235,0.6812252986846418,0.8210378337101701,1.1880701544063126,-40.96982072445937,-33.7060510649001,-0.6669980352982721
46,46,27,BE Group,Industrial Components,17.499,37.929,1.709,1222.0,3589.0,0.33567,1972.316,82.419,0.3699,52.0,1568.0,0.07138,0.1937,5.61875,Sweden,Small Cap,BEGR,3.617,2022-04-21,BEGR.ST,0.07916,3.394,0.322,1.258,0.28362,2022-05-30,Q1-2022,Industrials,0.0331632653061224,0.3404848147116188,-0.0517283616813947,-0.6079078792670289,0.6489193382435573,0.5792012285639566,0.7798850485927606,0.7923884410398071,15.56318058904264,6.556268386271252,0.533416656840296
47,47,29,Beijer Alma,Industrial Components,14.52,-13.563,0.808,1883.6,7187.6,0.21079,11763.142,45.92,0.20423,-867.3,2839.4,-0.1640299999999999,-0.1933899999999999,0.08573,Sweden,Mid Cap,BEIA B,16.682,2022-04-26,BEIA-B.ST,0.0179299999999999,20.184,2.025,4.143,0.45885,2022-05-30,Q1-2022,Industrials,-0.3054518560259209,0.2620624408703879,0.0068877053824006,0.1258427464261853,0.3877874292490498,0.3674228130134453,0.5016329057617929,0.955433012195779,6.901392894167153,2.7901127668591847,0.0049465582699426
48,48,30,Beijer Electronics,Computer Hardware,0.527,-20.032,0.779,,2190.919,0.07044,2012.261,58.461,0.06606,-100.454,754.369,0.19138,-0.1037599999999999,0.30168,Sweden,Mid Cap,BELE,31.121,2022-04-27,BELE.ST,0.00724,39.438,1.171,2.667,0.1173,2022-05-30,Q1-2022,Technology,-0.133162948106298,,-0.0103655765115404,-0.1527688913738029,0.5463642612306916,0.5209758271897236,0.6218679543829698,1.0630637624279833,11.747569590365824,6.63610601283155,0.1079425193366907
49,49,28,Beijer Ref,Installation,77.533,-49.347,1.037,,17427.0,0.14209,61092.179,53.344,0.18614,-1238.0,5743.0,0.11204,-0.10726,0.13051,Sweden,Large Cap,BEIJ B,44.571,2022-04-21,BEIJ-B.ST,0.00688,57.149,3.369,10.638,0.38717,2022-05-30,Q1-2022,Industrials,-0.2155667769458471,,0.0564942549362242,1.0135140744051716,0.4228369902746619,0.3967965498282511,0.5108744044374949,1.247556819548056,3.587378780916801,-4.108255210681554,-0.0940672718644286
