,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m
10,420,Advenica,Security & Surveillance,0.889,-14.097,0.798,71.909,126.864,-0.47487,543.96,73.98,-0.43004,-38.586,39.571,0.17312000000000002,0.22644999999999998,1.18879,Sweden,First North,ADVE,-35.531,2022-02-17,ADVE.ST,,-31.969,5.372,13.746,0.26457,2022-04-28,Q4-2021,Technology,-0.9751080336610144,0.5668195863286669,-0.04841748136403545,-0.7050385024561575,0.7721071624734598,0.7150064704285333,0.6294032809182745,0.9589880868573267,2.8487442485034205,1.0124655128705662
11,1700,Africa Energy,Oil & Gas -Exploration,3.864,-36.993,,-22.437,2324.988,0.08471000000000001,2909.094,37.315,0.0812,-78.639,2310.398,0.18857,0.0297,0.19816,Sweden,First North,AEC,14.995,2022-03-25,AEC.ST,,15.476,,1.259,0.09509000000000001,2022-04-28,Q4-2021,Energy,-0.03403699276055467,-0.009650372389018783,-0.00800381616689494,-0.18896278490748372,0.4394210298620116,0.38454846830334344,0.38820441232663866,1.3527620386527606,2.4338225444808135,1.7198559495642185
12,258,Africa Oil,Oil & Gas -Exploration,80.107,6.123,0.226,2041.911,8924.562,0.22576000000000002,9780.53,70.186,0.20117000000000002,1597.446,8532.522,0.41192999999999996,0.52254,1.54635,Sweden,Mid Cap,AOI,4.921,2022-02-08,AOI.ST,0.01087,5.681,4.79,1.146,0.08909,2022-04-28,Q4-2021,Energy,0.18721850350927893,0.22879677456439879,-0.011082785952162721,-0.18988579442967002,0.5416753551882645,0.4768116863357693,0.5349289628465566,0.433079724048919,4.224982968386444,1.5444919425460508
13,241,AFRY,Business Consultants,44.605,-148.424,0.806,8040.0,25762.0,0.08954000000000001,19146.686,34.268,0.09343,-129.0,11419.0,-0.16584,-0.33254,-0.40383,Sweden,Large Cap,AFRY,17.459,2022-04-28,AFRY.ST,0.03254,17.945,0.922,1.677,0.05968,2022-04-28,Q1-2022,Industrials,-0.011296961205009195,0.3120875708407732,-0.022279351302609718,-0.561080583925824,0.2863130177295854,0.2699829291913674,0.36392923477893663,1.573975666362917,-5.36584500327629,-3.5422732532095482
14,1358,Alcadon Group,Electrical Components,3.266,-129.925,0.944,76.8,817.3,0.12902,1403.188,54.472,0.09791,-10.8,478.7,-0.23611000000000001,-0.08567999999999999,0.8668399999999999,Sweden,First North,ALCA,22.026,2022-04-22,ALCA.ST,0.00699,29.593,1.819,2.931,0.34027999999999997,2022-04-28,Q1-2022,Industrials,-0.022561102987257158,0.09396794322770097,0.08865102016505377,1.4991514945778202,0.49299080456482947,0.44346715409790927,0.5419732586209649,1.6414744763883284,4.3739875381594935,0.8053157604687152
15,10,Alfa Laval,Industrial Components,335.694,4739.597,0.576,15219.0,73874.0,0.14484,113750.325,38.192,0.13368,24.0,33930.0,-0.11398,-0.25978,-0.07597000000000001,Sweden,Large Cap,ALFA,19.833,2022-04-26,ALFA.ST,0.021869999999999997,24.88,2.673,3.352,0.15895,2022-04-28,Q1-2022,Industrials,0.0007073386383731211,0.20601294095351544,-0.09846738662787247,-2.624910092859834,0.31454762358069144,0.2754729629219799,0.34380930145694194,1.3692468246704361,2.395534293787616,-0.6206509722456793
16,739,Alimak,Installation,11.294,11.851,0.648,1311.5,5889.0,0.09907,5664.927,29.229,0.07937,478.0,3969.0,0.00192,-0.11804,-0.28159,Sweden,Mid Cap,ALIG,13.093,2022-04-27,ALIG.ST,0.031549999999999995,17.984,1.484,1.427,0.038,2022-04-28,Q1-2022,Industrials,0.12043335852859663,0.2227033452199015,0.01632901525662811,0.46467746700901325,0.2656690465427178,0.2474855543976612,0.3220683323391519,1.1595054436669545,0.0038892818706335493,2.6124677758405888
17,1477,Alligo,Industrial Components,3.691,17.508,1.215,3888.0,7671.0,0.09498,6057.814,71.227,0.13346,346.0,3055.0,-0.40381,-0.44131,-0.35466000000000003,Sweden,Mid Cap,ALLIGO B,16.028,2022-04-28,ALLIGO-B.ST,0.01471,14.848,0.647,1.983,-0.05296,2022-04-28,Q1-2022,Industrials,0.1132569558101473,0.5068439577630035,-0.01644510580709091,-0.158491687453011,0.5699708255264029,0.45519505386174836,0.9509765891652162,1.326347487146612,-2.7027875298963107,-2.754286131310496
18,1419,Ambea,Healthcare Facilities,13.829,5.065,0.688,9849.0,16674.0,0.048470000000000006,4811.325,38.383,0.052320000000000005,950.0,4530.0,-0.010700000000000001,-0.16571000000000002,-0.36278,Sweden,Mid Cap,AMBEA,24.469,2022-02-09,AMBEA.ST,0.02262,20.262,0.412,1.062,0.1329,2022-04-28,Q4-2021,Health Care,0.2097130242825607,0.5906801007556675,-0.057455943259034026,-1.4244196194597705,0.3696439328738785,0.33606467089332126,0.36968910777776237,1.3033494039739335,-1.1902850089264376,1.5740148509338296
19,505,AQ Group,Industrial Components,2.446,-16.065,1.181,2832.0,4920.0,0.13523,5076.585,40.158,0.127,-316.0,2743.0,-0.0625,-0.02289,-0.25113,Sweden,Mid Cap,AQ,12.979,2022-04-21,AQ.ST,0.012,14.505,0.852,1.851,0.17254999999999998,2022-04-28,Q1-2022,Industrials,-0.11520233321181189,0.5756097560975609,-0.008152886534891213,-0.18607515048026543,0.3621009974182866,0.3499979355019481,0.40157129613594084,1.5353924215919785,-1.570012135374828,3.2058764625797194
20,296,Arcane Crypto,Internet Transactions,2.105,-5.079,1.835,27.788,181.044,-0.25819,637.077,85.696,-1.0973,-125.433,148.948,-0.4008,-0.65,-0.68857,Sweden,First North,ARCANE,-18.351,2022-02-25,ARCANE.ST,,-3.901,1.915,4.277,68.10076,2022-04-28,Q4-2021,Technology,-0.8421261111260305,0.15348754998784825,0.020039413201139,0.203694205483506,0.9511710074673453,0.841775850233219,0.9016665708161526,2.489035491382174,-4.729893420620575,-6.5602771651639555
21,381,Arctic Paper,Forest & Wood Products,0.645,10.149,1.428,1578.682,5328.063,0.16313,1780.702,52.388,0.1023,175.456,2034.066,0.25061,0.52251,0.8227,Sweden,Small Cap,ARP,3.752,2022-03-24,ARP.ST,0.03471,6.28,0.234,0.875,0.11823,2022-04-28,Q4-2021,Materials,0.08625875463234722,0.29629567067806817,-0.03499388345012866,-0.5939969068396351,0.43023288941784404,0.40116253980720856,0.5399426088727797,0.55173273740124,2.414403467340896,3.021059477357919
22,14,Arise Windpower,Wind Energy,4.505,122.241,0.184,232.0,1511.0,0.07322000000000001,2322.587,51.103,0.08432,19.0,676.0,0.09319000000000001,0.22392,-0.024300000000000002,Sweden,Small Cap,ARISE,35.792,2022-02-17,ARISE.ST,,34.526,8.355,3.436,0.06559,2022-04-28,Q4-2021,Utilities,0.028106508875739646,0.15354070152217075,-0.007059864187151876,-0.14153159369968288,0.4654125502413571,0.4370285655974685,0.4571751251862551,1.1143064632096114,-1.290193365377644,3.192639760498468
23,1574,Arjo,Medical Supplies,56.996,29.072,0.609,4250.0,15231.0,0.12537,20495.842,39.22,0.10249000000000001,705.0,7152.0,-0.17579,-0.41485,-0.08510999999999999,Sweden,Large Cap,ARJO B,23.75,2022-04-22,ARJO-B.ST,0.01528,27.963,2.211,2.866,0.08491,2022-04-28,Q1-2022,Health Care,0.09857382550335571,0.27903617621955223,0.11261059579063681,2.5891628695511044,0.36578453420539375,0.33025076070638676,0.3986204076486993,0.34408175077763176,-3.662397464950975,-10.216854587062347
24,1793,Ascelia Pharma,Pharmaceuticals,0.779,-6.168,,,333.493,-2.94836,719.181,42.503,-0.409,-116.597,307.834,-0.17296,-0.25714,-0.44606999999999997,Sweden,Small Cap,ACE,-3.321,2022-02-10,ACE.ST,,-5.583,,2.336,0.3059,2022-04-28,Q4-2021,Health Care,-0.3787658283360512,,0.0147819974675516,0.3350889811071882,0.3743403851073663,0.35567049205572915,0.4043082651890138,0.8097349320988646,-5.1652653163798465,-1.560735941751381
25,1473,Aspire Global,Gambling & Casinos,9.012,8.913,0.983,760.324,2254.295,0.28465,5029.732,62.723,0.63144,564.322,1362.97,0.0018599999999999999,0.38917999999999997,0.59704,Sweden,First North,ASPIRE,15.799,2022-02-17,ASPIRE.ST,,5.759,2.27,3.69,0.48220999999999997,2022-04-28,Q4-2021,Consumer Durables,0.41403846012751566,0.3372779516434184,0.048396842876610724,0.5960709081757305,0.4579943280633795,0.309266292660464,0.7441470229027461,0.7201289518063042,2.327379167881115,2.3259746180665504
26,17,Assa Abloy,Construction Supplies,436.174,34.303,0.738,39531.0,135290.0,0.15297,269688.422,31.153,0.15637,7862.0,73568.0,-0.01583,-0.03079,-0.011810000000000001,Sweden,Large Cap,ASSA B,19.827,2022-04-27,ASSA-B.ST,0.01733,23.403,2.702,3.666,0.09605999999999999,2022-04-28,Q1-2022,Industrials,0.10686711613745106,0.2921945450513711,-0.008995077799701212,-0.2372479919754569,0.2544153335987551,0.2323223014710235,0.3474897684563911,0.9067963824258959,3.3825111064035687,5.177671134916164
27,18,AstraZeneca,Pharmaceuticals,604.624,-46.481,0.355,210831.203,889263.812,0.01381,1998775.02,26.765,0.0028499999999999997,-43001.801,331421.906,0.16152999999999998,0.20651,0.4771,Sweden,Large Cap,AZN,247.295,2022-02-10,AZN.ST,0.01394,2041.785,6.329,6.031,0.57897,2022-04-28,Q4-2021,Health Care,-0.12974942277955517,0.2370851036047782,0.036407872275754816,1.2595573224699417,0.23755264935646747,0.21274779548703115,0.26492137772461266,0.16364151585360637,4.192589868775557,2.376381220776831
28,19,Atlas Copco A,Industrial Machinery,718.457,35.257,0.777,48435.0,147944.0,0.32021,537249.24,38.725,0.25832,15238.0,74435.0,-0.16344,-0.19985,-0.16383,Sweden,Large Cap,ATCO A,21.805,2022-04-26,ATCO-A.ST,0.017230000000000002,27.941,4.673,7.218,0.19901,2022-04-28,Q1-2022,Industrials,0.2047155236112044,0.32738738982317633,-0.024012802915009512,-0.5462517300837008,0.30189245247869617,0.2801250830381288,0.4028929555581495,1.0417399286546725,-3.27185881910125,-2.0696099336531613
29,920,Attendo,Healthcare Facilities,6.707,4.492,0.611,4182.0,21076.0,0.04332,4334.855,32.783,0.0113,965.0,4957.0,-0.16945,-0.28105,-0.45869,Sweden,Mid Cap,ATT,23.445,2022-02-10,ATT.ST,,77.184,0.336,0.874,0.050019999999999995,2022-04-28,Q4-2021,Health Care,0.19467419810369174,0.19842474852913267,-0.04224440769574134,-1.2877963497553562,0.30273017783053624,0.2705482467589951,0.30065032563741284,0.9509167692960944,-2.8912485553101805,-0.1842276461493989
30,21,Autoliv,Auto & Equipment,235.772,33.891,1.044,11250.99,65181.91,0.15221,73930.883,37.178,0.135,2181.4,22309.01,-0.19155,-0.13119,-0.18528,Sweden,Large Cap,ALIV SDB,17.253,2022-04-22,ALIV-SDB.ST,0.02986,20.92,1.086,3.314,-0.05371000000000001,2022-04-28,Q1-2022,Consumer Durables,0.09778112072207598,0.1726090873986356,-0.019218755504619267,-0.4530950094387943,0.30747933691712787,0.27810282350122023,0.38875467629560817,1.3156928113897222,0.9457810355099696,1.364400125014856
31,1557,Awardit,Advertising,4.153,-15.579,0.453,195.454,1168.476,0.11871000000000001,1904.776,48.995,0.060880000000000004,-122.269,505.595,-0.19824999999999998,0.02009,0.99048,Sweden,First North,AWRD,28.528,2022-02-25,AWRD.ST,,53.89,3.452,3.767,2.83117,2022-04-28,Q4-2021,Consumer Durables,-0.24183190102750224,0.16727258411811624,0.1195339619967355,2.1326101425848702,0.49427729887811517,0.45393427689813964,0.5137117357081272,1.3655088039727472,3.2413831547359337,0.7957121120188644
32,24,Axfood,Food Retail,120.848,78.627,2.534,9097.0,24185.0,0.28378,61093.448,27.298,0.56043,777.0,4045.0,0.22983,0.3829,0.36859000000000003,Sweden,Large Cap,AXFO,23.308,2022-04-21,AXFO.ST,0.026619999999999998,25.584,0.997,15.103,0.28664,2022-04-28,Q1-2022,Food and Beverage,0.19208899876390606,0.37614223692371307,-0.07083198223042542,-2.314113436324457,0.2089339751731861,0.17505225000593722,0.28053328337287353,0.05614151170533119,1.7522871237909183,2.1439082007241956
33,1769,Azelio,Renewable Energy,14.638,-2.348,0.001,137.736,1252.402,-0.61422,985.65,134.641,-0.36293,-419.732,1008.102,-0.48973999999999995,-0.62888,-0.8414499999999999,Sweden,First North,AZELIO,-1.543,2022-02-25,AZELIO.ST,,-2.633,6.496,0.978,0.35811,2022-04-28,Q4-2021,Utilities,-0.4163586621195078,0.10997746729883855,-0.2821371801147424,-2.0725517187965625,1.0774931052816423,0.8334865625976422,1.2476552189374888,1.285032773098268,-4.706726243302747,-1.7756973043172093
34,1313,B3 Consulting,IT Consulting,3.253,11.43,1.633,314.9,602.8,0.47045000000000003,1110.98,52.261,0.29947,97.2,203.3,0.6107,0.8988299999999999,1.45113,Sweden,Small Cap,B3,11.516,2022-04-27,B3.ST,0.02703,16.244,1.125,5.465,0.18359000000000003,2022-04-28,Q1-2022,Technology,0.4781111657648795,0.5223954877239548,0.1511116239522804,2.4813818659943903,0.46528366174214597,0.43590989789846735,0.5581409815546645,0.7683674939259161,7.318191574315051,6.446368200542189
35,377,Bactiguard,Medical Equipment,1.168,-298.911,0.229,80.837,840.755,-0.10833999999999999,4023.045,40.075,-0.12300000000000001,-13.459,526.074,-0.19579999999999997,-0.30218,-0.38895,Sweden,Mid Cap,BACTI B,-66.598,2022-04-27,BACTI-B.ST,,-62.176,20.903,7.647,0.25306,2022-04-28,Q1-2022,Health Care,-0.025583853222170265,0.09614810497707418,-0.0007650018373891454,-0.01482127294210601,0.3827399194948004,0.3642888570165262,0.4730604233940952,-0.023344707558787807,-8.365854269958822,-4.180519437990543
36,1517,Balco Group,Construction Supplies,2.348,-56.211,0.9,296.3,1245.6,0.14227,2225.954,40.074,0.13208,-39.6,692.0,-0.20625,-0.17129000000000003,0.07286,Sweden,Mid Cap,BALCO,19.686,2022-02-17,BALCO.ST,0.01969,24.354,1.987,3.217,0.01823,2022-04-28,Q4-2021,Industrials,-0.05722543352601156,0.2378773281952473,0.07748685624487017,1.713280311307043,0.3838612495180702,0.35326019143650383,0.4145140544285895,0.551692122610028,0.1627649736719442,-5.357363217610995
37,1450,Bambuser,Online Services,4.57,-7.948,0.21,-19.778,824.89,-0.89992,1840.117,73.365,-0.31171,-231.519,724.799,-0.31385,-0.55719,-0.64512,Sweden,First North,BUSER,-5.968,2022-04-27,BUSER.ST,,-8.145,9.018,2.539,-0.0034899999999999996,2022-04-28,Q1-2022,Technology,-0.31942510958210485,-0.0239765302040272,-0.1665645489601918,-1.8593410007843885,0.7028381721496012,0.6476790463628703,0.8210378337101701,0.08938094093588432,-12.3086044177803,-10.452401803921482
38,27,BE Group,Industrial Components,15.519,37.601,1.709,1222.0,3589.0,0.33567,1955.27,78.026,0.3699,52.0,1568.0,0.2048,0.44115000000000004,5.81613,Sweden,Small Cap,BEGR,3.593,2022-04-21,BEGR.ST,0.07968,3.371,0.319,1.247,0.28362,2022-04-28,Q1-2022,Industrials,0.03316326530612245,0.34048481471161884,-0.05172836168139472,-0.6079078792670289,0.6270953022262052,0.5544282970601877,0.7798850485927606,0.8718715478851711,6.374130313662669,3.9944784431414426
39,29,Beijer Alma,Industrial Components,22.441,-14.279,0.808,1883.6,7187.6,0.21079,12383.841,45.784,0.20423,-867.3,2839.4,-0.11039,-0.11613,0.15953,Sweden,Mid Cap,BEIA B,17.452,2022-04-26,BEIA-B.ST,0.01703,21.249,2.131,4.361,0.45885,2022-04-28,Q1-2022,Industrials,-0.30545185602592095,0.2620624408703879,0.006887705382400688,0.12584274642618537,0.380736072499888,0.3628433240855977,0.5016329057617929,1.5718111010252511,3.0667275470537567,3.169893966640117
40,30,Beijer Electronics,Computer Hardware,0.785,-17.795,0.779,,2190.919,0.07044,1787.562,57.144,0.06606,-100.454,754.369,-0.007940000000000001,-0.20281,0.26975,Sweden,Mid Cap,BELE,28.674,2022-04-27,BELE.ST,0.008,35.671,1.04,2.37,0.1173,2022-04-28,Q1-2022,Technology,-0.13316294810629808,,-0.0280135146855367,-0.4128659122388205,0.5317871720803743,0.5057329769872164,0.6218680095535306,1.382099520886955,3.8019306265138635,0.7336515342267295
41,28,Beijer Ref,Installation,77.66,-49.039,1.037,,17427.0,0.14209,60709.875,51.92,0.18614,-1238.0,5743.0,0.01926,-0.10636,0.19614,Sweden,Large Cap,BEIJ B,44.314,2022-04-21,BEIJ-B.ST,0.0069299999999999995,56.791,3.347,10.571,0.38717,2022-04-28,Q1-2022,Industrials,-0.2155667769458471,,0.056494254936224286,1.0135140744051716,0.4116279318956956,0.3834092492093022,0.5108744044374949,1.80630971649282,3.545011548802342,1.7890861724651603
42,26,Bergman & Beving,Industrial Components,2.509,68.213,0.88,1904.0,5097.0,0.08402,3478.885,37.143,0.10590999999999999,51.0,1778.0,-0.00157,-0.17876,0.028079999999999997,Sweden,Mid Cap,BERG B,14.891,2022-02-09,BERG-B.ST,0.02366,17.693,0.774,1.957,0.07896,2022-04-28,Q3-2022,Industrials,0.028683914510686165,0.3735530704335884,0.0369970438297913,0.8833781232012413,0.3854946506183529,0.37741284404383135,0.38384865865869866,1.5551806268459616,2.709116531505614,0.8786210758550919
43,31,Bergs Timber,Forest & Wood Products,3.503,-12.677,1.319,1271.0,2316.0,0.27116,1990.219,47.733,0.25804,-157.0,1616.0,0.15493,0.06296,-0.08129,Sweden,Small Cap,BRG B,5.195,2022-02-03,BRG-B.ST,0.05226,4.773,0.634,1.232,0.3696,2022-04-28,Q4-2021,Materials,-0.09715346534653466,0.5487910189982729,0.059434222750916144,1.3248725816699018,0.45266676517885557,0.43984186509404233,0.4111517264303987,1.1492431397824063,-1.6904739911816855,1.7025117584400933
44,32,Betsson,Gambling & Casinos,31.973,13.349,0.722,4392.827,9484.402,0.22539,8795.023,43.92,0.17231000000000002,658.875,6136.966,0.22505,0.02871,-0.21050999999999997,Sweden,Mid Cap,BETS B,7.601,2022-04-28,BETS-B.ST,0.06394,7.966,1.285,1.433,0.09154999999999999,2022-04-28,Q1-2022,Consumer Durables,0.10736168328128264,0.46316330750214935,0.0747760963509867,1.4933347735133744,0.39977689194199656,0.35338407710950376,0.4589287382567454,0.666265394041454,-0.528963774983225,1.4137201002038162
45,1694,Better Collective,Gambling & Casinos,13.55,-4.227,0.296,1155.536,6153.004,0.08863,8170.266,53.101,0.050140000000000004,-1932.867,3551.934,-0.21081,-0.19021999999999997,-0.35076,Sweden,Mid Cap,BETCO,19.841,2022-02-24,BETCO.ST,,42.281,4.48,2.3,0.89605,2022-04-28,Q4-2021,Consumer Durables,-0.544173118081586,0.18780030047111948,-0.10570086897580966,-1.9163740604065957,0.5438925979145813,0.4857037484727803,0.5055195048940353,0.9615883526213094,-5.925324375961135,-1.3018243631237312
46,1677,BHG Group,Retailers,58.183,-4.525,0.918,3530.0,14382.6,0.05887,8196.619,67.047,0.09028,-1811.5,5297.4,-0.27729,-0.33232,-0.62041,Sweden,Large Cap,BHG,16.436,2022-04-27,BHG.ST,,16.991,0.619,1.547,0.31146999999999997,2022-04-28,Q1-2022,Consumer Durables,-0.341960206893948,0.24543545673244058,0.026919099882889985,0.3301059530138565,0.537610511584814,0.4723112012616582,0.7473892047517373,0.4558431477483981,-7.0547510691994795,-2.744866542839466
47,1376,BICO Group,Medical Equipment,77.577,-1.273,0.129,1076.1,9754.6,-0.02773,6190.708,101.75,-0.033690000000000005,-4863.1,6773.9,-0.457,-0.78125,-0.80548,Sweden,Large Cap,BICO,-26.689,2022-02-23,BICO.ST,,-24.134,4.304,0.914,2.88013,2022-04-28,Q4-2021,Health Care,-0.717917300225867,0.11031718368769605,0.1475543654004181,2.022122271782196,0.8431324173261275,0.7128176017842398,0.6687815647988874,2.0277959126774596,-7.2992245693059035,-5.7153189484196725
48,33,Bilia,Auto & Equipment,23.381,8.02,1.998,6086.0,17440.0,0.20017,13024.76,33.908,0.34587,1624.0,4840.0,-0.06218,-0.13279,-0.15571,Sweden,Large Cap,BILI A,7.945,2022-04-28,BILI-A.ST,0.06314,7.203,0.374,2.691,0.02836,2022-04-28,Q1-2022,Consumer Durables,0.33553719008264465,0.3489678899082569,0.012881903753857005,0.34376133742509607,0.31932265870246335,0.302220165014,0.3434493214935689,1.2872317315925825,-1.4545871996897837,-0.22404300261191937
49,34,BillerudKorsnäs,Forest & Wood Products,69.72,13.052,0.69,13245.0,37978.0,0.07599,31233.0,33.854,0.0741,2393.0,20041.0,-0.00299,-0.17309999999999998,-0.13295,Sweden,Large Cap,BILL,17.698,2022-01-28,BILL.ST,0.02867,20.888,1.182,1.558,0.044500000000000005,2022-04-28,Q4-2021,Materials,0.11940521930043412,0.34875454210332296,-0.02254136107406368,-0.6552130609544666,0.26827895973230675,0.23278506563712206,0.31530962840927396,0.8526212858752699,-0.7618721400511916,-0.517536991290691
50,389,BIMobject,IT Services,0.829,-4.742,0.318,57.45,377.942,-1.5678999999999998,560.763,60.225,-0.28815,-118.266,282.065,-0.21387,-0.38923,-0.6188400000000001,Sweden,First North,BIM,-2.952,2022-02-11,BIM.ST,,-6.9,4.501,1.988,-0.20774,2022-04-28,Q4-2021,Technology,-0.4192863347100846,0.15200745087870626,-0.08095149267240209,-1.4305870705875905,0.582319702033181,0.499072489644905,0.5186211317268192,0.7701175914459033,-2.8153257416375386,-0.3014371121402771
51,1538,BioArctic,Biotechnology,11.042,-44.951,0.026,-28.379,897.73,,6512.037,52.242,-0.15189,-144.869,788.676,-0.29167000000000004,-0.37437,-0.1765,Sweden,Mid Cap,BIOA B,-40.648,2022-02-03,BIOA-B.ST,,-54.363,244.006,8.257,-0.14526999999999998,2022-04-28,Q4-2021,Health Care,-0.1836863300011665,-0.03161195459659363,0.03394186673194066,0.7120484050510264,0.6164739222335711,0.5019321726461369,0.4368837074105242,0.925720961757464,-0.13224484631785918,-2.4334374042332314
