,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Total_Mom_6m
0,2,AAK,Food Processing,57.153,-27.977,1.275,8528.0,30661.0,0.14941000000000002,42441.148,25.984,0.11993999999999999,-1517.0,12698.0,-0.04868,-0.16421,-0.13541,Sweden,Large Cap,AAK,21.638,2022-04-27,AAK.ST,0.015229999999999999,27.834,1.086,3.342,0.33354999999999996,2022-06-29,Q1-2022,Food and Beverage,-0.11946763269806268,0.2781383516519357,-0.012160728605315363,-0.4539467975936576,0.21681333260859564,0.21100538106256503,0.2455241875703499,0.7010491509030993,4.38743431133671,7.883710939664077,-0.12742143901804182
1,3,ABB,Industrial Machinery,273.845,14.189,0.563,79632.0,355076.406,0.30094,540501.375,25.904,0.34536,38094.0,111274.797,-0.12444000000000001,-0.21062,-0.03216,Sweden,Large Cap,ABB,11.616,2022-04-21,ABB.ST,0.027290000000000002,13.462,2.705,4.857,0.04162,2022-06-29,Q1-2022,Industrials,0.34234167149278194,0.22426722433368326,0.018309595519226396,0.6547839985989569,0.22988962844055877,0.2197773465980596,0.25628331660642667,0.9202415480768769,4.722977704614115,11.942637132953465,-0.0732292150726449
2,1323,AcadeMedia,Education,10.373,2.118,0.775,11542.0,18274.0,0.09078,4889.752,37.662,0.10997,2309.0,5647.0,-0.10426,-0.15964,-0.39277999999999996,Sweden,Mid Cap,ACAD,5.093,2022-05-05,ACAD.ST,0.03786,7.875,0.345,0.866,0.04951,2022-06-29,Q3-2022,Industrials,0.40888967593412434,0.6316077487140199,-0.10656527012629624,-2.4533182446072708,0.35319625735258114,0.3194297652622074,0.39810849479525495,0.6770478696576102,-15.343947964303004,0.38219913136761385,-0.2095724208314722
3,2198,Acast,Online Services,2.137,-13.808,0.629,408.651,1791.88,-1.3030099999999998,2886.506,62.13,-0.22495,-209.042,1441.964,-0.12891,-0.29783000000000004,-0.52639,Sweden,First North,ACAST,-6.428,2022-05-17,ACAST.ST,,-9.058,2.562,2.002,1.77726,2022-06-29,Q1-2022,Technology,-0.14497033213034446,0.2280571243610063,-0.0050407698426879755,-0.07545656387406503,0.6422224470417424,0.6004313007375739,0.6122650748719776,,-3.2350334895974724,-1.6812691033637166,-0.34081634210080514
4,1572,Acconeer,Measuring & Analysis,2.873,-18.667,0.168,27.989,201.113,-0.98277,1126.58,70.36,-0.28632,-60.352,185.606,-0.33332999999999996,-0.50952,-0.14951,Sweden,First North,ACCON,-18.754,2022-04-22,ACCON.ST,,-21.135,33.397,6.07,0.69293,2022-06-29,Q1-2022,Industrials,-0.3251619020936823,0.1391705160780258,-0.06432545218522823,-0.7531419481119406,0.685687362594044,0.6727112956430044,0.7827906930162333,1.0446886204410317,-4.287286450414881,-14.966172928935192,-0.5138734741528217
5,2107,ACQ Bure SPAC,Investment Banking,1.555,-114.184,,,3439.2,-0.00291,3220.0,9.372,-0.00265,-28.2,3437.3,-0.06237,-0.08549,-0.10331,Sweden,Mid Cap,ACQ SPAC,-320.176,2022-04-12,ACQ-SPAC.ST,,-353.846,,0.937,-0.00839,2022-06-29,Q1-2022,Financials,-0.008204113693887644,,0.009235838915203076,0.7704306706027942,0.10335109346882133,0.09441131035375633,0.10987083601493222,,-3.2350334895974724,-1.6812691033637166,-0.09892261141101877
6,1326,Acuvi,Electrical Components,1.71,585.481,0.172,-20.574,520.652,-0.19097999999999998,825.528,50.05,-0.18989,1.41,374.907,-0.15385,-0.32377,-0.4,Sweden,First North,ACUVI,-11.832,2022-04-20,ACUVI.ST,,-11.34,9.193,2.202,9.38687,2022-06-29,Q1-2022,Industrials,0.0037609327113124055,-0.03951583783410032,0.05725437742849926,0.9791599153619633,0.5472077237742913,0.4999343612047538,0.5359135199824402,1.1367084271576628,-6.0467778045363065,-7.373569702942081,-0.45364239790853544
7,1015,AddLife,Biotechnology,74.026,-8.29,0.714,3235.0,12372.0,0.18658000000000002,19457.301,69.538,0.15777,-2347.0,4551.0,-0.40263,-0.58512,-0.36151000000000005,Sweden,Large Cap,ALIF B,23.433,2022-04-28,ALIF-B.ST,0.012589999999999999,26.956,2.202,4.275,1.7444499999999998,2022-06-29,Q1-2022,Health Care,-0.5157108327840035,0.2614775299062399,-0.07172706030593423,-0.8106973523666554,0.6384380507311215,0.5605170283813257,0.8108936886719886,1.0931321721993712,-13.650623469014668,-18.527672070183858,-0.5722842412840192
8,7,Addnode,IT Consulting,23.905,-103.885,0.811,2462.0,5388.0,0.1398,11219.63,45.887,0.15177,-108.0,1812.0,-0.11746000000000001,-0.21228000000000002,0.09641999999999999,Sweden,Mid Cap,ANOD B,31.969,2022-04-29,ANOD-B.ST,0.00899,40.556,2.569,6.192,0.32545999999999997,2022-06-29,Q1-2022,Technology,-0.059602649006622516,0.4569413511507053,0.03149410341814962,0.6590505640825499,0.4456353271179349,0.4194386052127136,0.43797584198823525,0.9764716356980423,2.335903297833879,4.47301004286938,-0.04195907771710572
9,8,Addtech,Industrial Components,56.223,-275.644,1.13,4321.0,12427.0,0.22135000000000002,36936.309,49.027,0.25217,-134.0,4259.0,-0.26413,-0.38455,-0.02,Sweden,Large Cap,ADDT B,27.313,2022-05-17,ADDT-B.ST,0.01329,33.85,2.631,8.673,0.26728999999999997,2022-06-29,Q4-2022,Industrials,-0.03146278469124208,0.34771063007966524,-0.023156357059393895,-0.4332711138052176,0.4621051110065573,0.4367242835039853,0.489835374032358,1.2910400357112464,4.031970460175397,-9.277545889410117,-0.36132078350714913
