,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
352,352,193,Saab,Military & Defense,82.253,32.59,0.602,8205.0,65039.0,0.07595,32915.48,28.686,0.08284,1010.0,22976.0,-0.02416,-0.06122,0.06094,Sweden,Large Cap,SAAB B,12.133,2022-02-11,SAAB-B.ST,0.03991,0.02022,16.627,0.841,1.433,0.07382,2022-02-25,Q4-2021,Industrials,0.043958913649025,0.1261550761850582,0.0127474086294303,0.4610488145782558,0.2711102521016905,0.2268335322815656,0.2534046856289343,87.0,99.0,140.0,126.0,87.0,43.0,59.0,95.0,66.0,107.0,104.0,193.0,209.0,134.0,286.0,222.0,83.0,226.5,34.5,90.0
134,134,70,Electrolux B,Consumer Electronics,320.621,217.51,1.167,23984.0,107607.0,0.24438,53072.461,26.933,0.25132,244.0,18604.0,-0.17838,-0.21373,-0.12855,Sweden,Large Cap,ELUX B,9.067,2022-01-28,ELUX-B.ST,-0.17285,0.05355,10.539,0.422,2.853,0.08035,2022-02-25,Q4-2021,Consumer Durables,0.0131154590410664,0.2228851282909104,-0.0248988492376464,-0.916886332170683,0.2585367964920523,0.2445784563832216,0.2488876916262455,191.0,198.0,203.0,268.0,31.0,165.0,21.0,153.0,32.0,112.0,26.0,46.0,62.0,148.0,206.0,58.0,230.5,73.0,44.0,91.0
108,108,741,Coor Service Management,Business Support & Services,13.235,285.839,1.426,1176.0,7086.0,0.11204,6860.139,28.293,0.1323,24.0,2003.0,-0.1089,-0.1688899999999999,0.2818799999999999,Sweden,Mid Cap,COOR,21.149,2022-02-10,COOR.ST,0.20134,0.06704,25.729,0.679,3.425,0.16854,2022-02-25,Q4-2021,Industrials,0.0119820269595606,0.165961049957663,0.0202543577710707,0.6196573141402666,0.2483613519090121,0.2369826909858338,0.2995756703604038,136.0,172.0,77.0,111.0,146.0,199.0,46.0,155.0,145.0,174.0,7.0,129.0,154.0,151.0,253.0,30.0,100.0,130.5,118.0,92.0
19,19,739,Alimak,Installation,9.16,10.37,0.632,1271.5,5901.7,0.09939,5621.601,29.104,0.08007,542.1,3840.4,-0.07815,-0.28315,-0.21481,Sweden,Mid Cap,ALIG,13.3,2022-02-10,ALIG.ST,-0.239,0.03179,18.282,1.508,1.464,0.05024,2022-02-25,Q4-2021,Industrials,0.1411571711280075,0.2154463968009217,0.0708356504085394,2.532712621917272,0.2644163729686788,0.2473698447397122,0.2563336456647268,107.0,237.0,227.0,25.0,98.0,45.5,116.0,33.0,84.0,87.0,61.0,195.0,166.0,86.0,217.0,210.0,133.0,181.0,37.0,93.0
432,432,233,VBG Group,Industrial Components,1.695,3157.322,0.774,1164.8,4663.5,0.12935,4047.282,29.239,0.12067,-21.1,2793.5,-0.10951,-0.2056599999999999,-0.03625,Sweden,Mid Cap,VBG B,9.875,2022-02-24,VBG-B.ST,-0.06647,0.03236,11.46,1.121,1.449,0.09541,2022-02-25,Q4-2021,Industrials,-0.0075532486128512,0.2497694864372252,0.005012737007473,0.1517379249743696,0.2623960625909498,0.2551328158868605,0.3027752854737123,138.0,192.0,170.0,157.0,37.0,44.0,86.0,264.0,42.0,126.0,58.0,142.0,138.0,159.0,168.0,153.0,149.0,143.0,61.0,94.0
49,49,29,Beijer Alma,Industrial Components,16.368,3157.322,0.849,1744.9,6344.1,0.19768,14101.31,45.589,0.19909,-486.0,2854.0,-0.05835,0.10638,0.5645600000000001,Sweden,Mid Cap,BEIA B,19.909,2022-02-16,BEIA-B.ST,0.5415,0.01496,24.818,2.617,4.941,0.3543,2022-02-25,Q4-2021,Industrials,-0.1702873160476524,0.2750429532951876,0.02645522920312,0.5284983890054739,0.3720034101278394,0.3476052904460209,0.4587831973483962,97.0,44.0,40.0,120.0,139.0,255.0,174.0,264.0,138.0,257.0,122.0,77.0,82.0,244.0,151.0,134.0,35.0,122.0,197.5,95.0
21,21,1477,Alligo,Industrial Components,1.349,15.68,0.976,3521.0,8679.0,0.0755,9376.885,43.282,0.0843999999999999,598.0,3429.0,-0.10583,-0.04658,0.32632,Sweden,Mid Cap,ALLIGO B,27.281,2022-02-15,ALLIGO-B.ST,0.31384,0.0095,31.954,1.106,2.735,0.45866,2022-02-25,Q4-2021,Industrials,0.1743948673082531,0.4056918999884779,-0.0178452366919289,-0.4239187198947191,0.4275897360302143,0.3953826312677621,0.3858152239914162,134.0,91.0,67.0,230.0,172.0,157.0,83.0,68.0,183.0,283.0,143.0,179.0,210.0,69.0,94.0,96.0,106.0,111.0,140.5,96.0
278,278,321,Misen Energy,Oil & Gas -Exploration,4.247,13.085,0.001,483.289,48.988,-109.0802,1291.105,186.999,2.15635,98.667,37.666,0.26062,1.93729,4.63291,Sweden,First North,MISE,4.141,2021-11-30,MISE.ST,4.63291,0.0,15.899,39124.398,34.278,6.03244,2022-02-25,Q3-2021,Energy,2.619524239367069,9.865456846574672,-0.1492057355951476,-0.8260097886073522,1.4862006491215656,1.2469475850610534,1.6555411011269583,12.0,1.0,2.0,263.0,82.0,366.0,367.0,49.0,8.0,355.0,270.5,1.0,367.0,4.0,1.0,363.5,29.5,137.0,197.5,97.0
170,170,87,Formpipe Software,IT Services,1.133,46.823,0.68,224.972,696.339,0.15252,1886.077,44.413,0.11739,40.281,429.638,-0.08026,0.10427,0.2465,Sweden,Small Cap,FPIP,27.591,2022-02-16,FPIP.ST,0.22203,0.02003,37.082,3.986,4.39,-0.03356,2022-02-25,Q4-2021,Technology,0.0937556733808462,0.3230782707847758,-0.0158141179115439,-0.3166765478003537,0.4558245627863672,0.3968989518965666,0.4576871440716537,112.0,45.0,80.0,217.0,187.0,239.0,236.0,113.0,184.0,39.0,106.0,149.0,116.0,111.0,124.0,201.0,85.5,127.0,156.0,98.0
198,198,101,HMS Networks,Communications,20.694,46.13,0.895,1230.0,2203.0,0.2842599999999999,18821.24,46.551,0.30161,408.0,1177.0,-0.26103,-0.10667,0.36134,Sweden,Large Cap,HMS,42.978,2022-01-26,HMS.ST,0.3512599999999999,0.00746,53.015,9.544,15.991,0.19924,2022-02-25,Q4-2021,Technology,0.3466440101954121,0.5583295506128008,0.0914499890393527,1.756543016753089,0.421690735854139,0.3989802057009641,0.4771605284684286,253.0,123.0,60.0,44.0,210.0,353.0,293.0,110.0,219.0,198.0,157.0,32.0,46.0,23.0,54.0,117.0,96.0,24.0,250.0,99.0
269,269,137,Mekonomen,Auto & Equipment,17.311,6.434,0.93,5843.0,13229.0,0.10028,6600.789,40.39,0.10939,1026.0,5229.0,-0.25902,-0.31579,0.13208,Sweden,Mid Cap,MEKO,9.916,2022-02-11,MEKO.ST,0.10377,0.02564,11.527,0.536,1.262,0.08497,2022-02-25,Q4-2021,Consumer Durables,0.1962134251290878,0.4416811550381737,-0.0958863105691153,-2.5756340691478057,0.3927197644504106,0.330762065125408,0.341202410355133,252.0,256.0,115.0,339.0,39.0,33.0,32.0,15.0,43.0,118.0,85.0,154.0,165.0,62.0,81.0,108.0,273.0,91.0,7.0,100.0
297,297,157,Nobia,Home Furnishings,21.667,10.395,1.291,5278.0,10629.0,0.15184,6985.419,34.132,0.1434099999999999,672.0,4923.0,-0.2223699999999999,-0.40893,-0.2912099999999999,Sweden,Mid Cap,NOBI,8.919,2022-02-01,NOBI.ST,-0.33192,0.06095,9.811,0.509,1.419,0.05394,2022-02-25,Q4-2021,Consumer Durables,0.1365021328458257,0.4965659986828488,-0.0969101744136764,-2.8437859906385548,0.3129116681797307,0.270752840312116,0.312328854086749,228.0,296.0,246.0,346.0,27.0,41.0,29.0,34.0,31.0,91.0,15.0,118.0,118.0,91.0,69.0,39.0,316.0,52.0,4.0,101.0
307,307,162,NOTE,Semiconductors,28.648,3157.322,1.274,354.0,2074.0,0.28298,5219.438,68.889,0.2425,-142.0,800.0,-0.10049,0.47021,1.43792,Sweden,Mid Cap,NOTE,21.858,2022-01-28,NOTE.ST,1.43792,0.0,26.797,1.975,6.524,0.86847,2022-02-25,Q4-2021,Technology,-0.1775,0.1706846673095467,0.0277374724427905,0.3879718079450503,0.5239083494437428,0.4753956787183682,0.6552489869255774,129.0,10.0,10.0,129.0,156.0,295.0,139.0,264.0,154.0,322.0,270.5,52.0,47.0,247.0,250.0,42.0,29.5,108.0,236.0,102.0
303,303,1322,Nordic Waterproofing,Construction Supplies,6.798,3157.322,1.16,1041.1,3157.8,0.16969,4055.746,50.236,0.17712,-57.8,1451.0,-0.24989,-0.158,0.15497,Sweden,Mid Cap,NWG,12.399,2022-02-08,NWG.ST,0.11523,0.03563,15.727,1.107,2.795,0.10274,2022-02-25,Q4-2021,Industrials,-0.0398345968297725,0.329691557413389,-0.0332691861620656,-0.826524125109773,0.4191074470288368,0.3694614769122688,0.3689149760195923,249.0,161.0,106.0,264.0,81.0,161.0,84.0,264.0,68.0,132.0,48.0,89.0,100.0,171.0,120.0,60.0,193.0,80.0,101.0,103.0
339,339,1896,QleanAir,Energy & Recycling,1.707,9.363,0.738,321.811,610.813,0.25545,710.26,45.376,0.3053099999999999,75.856,194.094,-0.31322,-0.25545,-0.05916,Sweden,First North,QAIR,10.354,2022-02-11,QAIR.ST,-0.0877899999999999,0.03138,11.986,1.576,3.659,0.04384,2022-02-25,Q4-2021,Industrials,0.3908209424299566,0.5268568285219862,-0.0943575993215022,-1.8952199404397876,0.4501031158997497,0.4240532120671249,0.4563067663637591,290.0,228.0,177.0,324.0,43.0,214.0,120.0,29.0,50.0,79.0,63.0,30.0,56.0,18.0,60.0,166.0,292.5,36.0,48.0,104.0
259,259,132,Lundin Energy,Oil & Gas -Exploration,310.785,6.863,0.69,33120.25,67213.75,-2.50048,95985.023,45.735,0.08435999999999996,13986.75,-12064.05,0.0084099999999999,0.2862099999999999,0.29735,Sweden,Large Cap,LUNE,2.881,2022-02-01,LUNE.ST,0.22742,0.05697,22.868,2.071,3.19,0.18853,2022-02-25,Q4-2021,Energy,-0.0578124540374596,0.4927600379386658,-0.0900353930363619,-1.6226361332671002,0.3652080474528107,0.3202705576237,0.5085477826547478,64.0,20.0,72.0,315.0,128.0,184.0,147.0,19.0,4.0,194.0,20.0,184.0,351.0,184.0,72.0,196.5,91.0,212.0,75.0,105.0
72,72,244,Boule Diagnostics,Medical Equipment,0.888,3157.322,0.81,198.6,572.0,0.11156,1044.635,51.792,0.0788,-13.2,295.7,0.02672,-0.0740099999999999,0.04119,Sweden,Small Cap,BOUL,29.037,2022-02-03,BOUL.ST,0.03065,0.01022,44.833,2.255,3.533,0.19241,2022-02-25,Q4-2021,Health Care,-0.0446398376733175,0.3472027972027972,0.2101788124445034,4.572284056161579,0.4189773645542768,0.3615611333872342,0.4213037972585782,57.0,108.0,144.0,3.0,200.0,205.0,159.0,264.0,187.0,196.0,138.0,197.0,155.0,173.0,111.0,144.0,37.5,147.5,193.0,106.0
1,1,2,AAK,Food Processing,44.638,3157.322,1.305,7941.0,27166.0,0.14911,44915.59,20.504,0.12146,-142.0,11783.0,-0.0840799999999999,-0.16225,-0.02597,Sweden,Large Cap,AAK,23.328,2022-02-04,AAK.ST,-0.03979,0.01439,31.005,1.267,3.812,0.21941,2022-02-25,Q4-2021,Food and Beverage,-0.0120512602902486,0.2923139218140322,0.021856825249245,0.939450507538985,0.1784132872713005,0.1728820621993974,0.2132322146878632,115.0,163.0,164.0,85.0,170.0,221.0,98.0,264.0,165.0,206.0,124.0,140.0,123.0,163.0,140.0,37.5,107.0,98.0,179.0,107.0
137,137,72,Elos Medtech,Medical Equipment,1.013,123.49,0.642,255.5,1126.4,0.13289,2420.4,91.674,0.11917,19.6,634.4,-0.12023,0.1193999999999999,1.58621,Sweden,Mid Cap,ELOS B,26.525,2022-02-24,ELOS-B.ST,1.58621,0.0,32.016,3.345,3.815,0.12415,2022-02-25,Q4-2021,Health Care,0.0308953341740227,0.2268288352272727,0.0082385434590859,0.1125765550430893,0.8524232160136134,0.6715653532963518,0.6707213416327066,146.0,41.0,7.0,162.0,173.0,222.0,217.0,144.0,181.0,149.0,270.5,145.0,137.0,139.0,202.0,205.0,50.0,167.0,172.0,108.0
281,281,1439,Munters,Installation,18.731,64.819,0.684,2354.0,10742.0,0.1040799999999999,11537.85,39.374,0.1175799999999999,178.0,4360.0,-0.06152,-0.24274,-0.10578,Sweden,Large Cap,MTRS,18.495,2022-02-04,MTRS.ST,-0.1177699999999999,0.01359,22.229,1.57,2.646,0.122,2022-02-25,Q4-2021,Industrials,0.0408256880733945,0.2191398249860361,0.0816663471925451,2.0636127985501846,0.3440729440910273,0.3207591240584318,0.3627058506356531,101.0,218.0,196.0,35.0,125.0,150.0,119.0,123.0,127.0,148.0,127.0,148.0,162.0,137.0,213.0,200.0,111.5,175.0,103.0,109.0
62,62,35,BioGaia,Health Products,7.577,102.674,0.369,582.949,2128.054,0.49134,9744.57,40.339,0.10455,94.908,1877.365,-0.07033,-0.01026,0.14518,Sweden,Mid Cap,BIOG B,32.553,2022-02-04,BIOG-B.ST,0.13663,0.00752,49.648,12.412,5.191,0.11225,2022-02-25,Q4-2021,Food and Beverage,0.0505538347630854,0.2739352478837473,0.0316262384849201,0.7915613574770398,0.3814323682893336,0.315446145987781,0.3661867281288453,104.0,74.0,110.0,93.0,205.0,263.0,296.0,138.0,198.0,142.0,156.0,161.0,25.0,130.0,152.0,262.0,56.0,135.0,205.0,110.0
175,175,1831,Gaming Innovation,Gambling & Casinos,3.342,49.861,0.942,818.325,919.648,0.22752,1759.503,54.462,-0.0052,35.288,124.852,0.1375,-0.06186,-0.15935,Sweden,Small Cap,GIGSEK,29.202,2022-02-15,GIGSEK.ST,-0.15935,0.0,53250.0,2.031,14.093,-0.05885,2022-02-25,Q4-2021,Consumer Durables,0.2826386441546791,0.8898241501096071,-0.1742572384325472,-2.21300298024058,0.9469154963113662,0.74631294176174,0.7216863173173895,27.0,102.0,211.0,330.0,309.5,352.0,144.0,115.0,188.0,33.0,270.5,256.0,68.0,32.0,15.0,104.0,153.5,63.0,182.0,111.0
182,182,90,GHP Specialty Care,Healthcare Facilities,1.27,11.73,1.201,1225.3,1222.5,0.12696,1334.883,38.486,0.10711,113.8,511.6,-0.22607,-0.35593,-0.15584,Sweden,Small Cap,GHP,16.908,2022-02-23,GHP.ST,-0.1774899999999999,0.02632,24.362,0.909,2.609,0.0516099999999999,2022-02-25,Q4-2021,Health Care,0.2224394057857701,1.0022903885480572,-0.0630268502576157,-1.4416337640255088,0.3239387173599262,0.299760269992559,0.4006916587659233,230.0,280.0,209.0,298.0,135.0,147.0,66.0,42.0,113.0,89.0,82.0,159.0,139.0,54.0,11.0,52.0,291.0,49.0,59.0,112.0
254,254,127,Lindab,Installation,60.119,59.71,0.936,2948.0,10305.0,0.17462,17913.131,38.537,0.09504,300.0,5650.0,-0.22192,-0.07942,0.2376899999999999,Sweden,Large Cap,LIAB,15.489,2022-02-11,LIAB.ST,0.21627,0.01761,32.352,1.857,3.17,0.09569,2022-02-25,Q4-2021,Industrials,0.0530973451327433,0.2860747210092188,-0.0611695809551984,-1.47259261331942,0.3355881482933059,0.2993736676772694,0.3807084626399969,227.0,111.0,84.0,302.0,175.0,179.0,136.0,120.0,97.0,127.0,114.0,171.0,95.0,129.0,143.0,105.5,177.5,109.0,114.0,113.0
174,174,383,G5 Entertainment,Gaming,20.233,14.033,2.102,810.447,625.791,0.62148,2134.446,55.789,0.40253,152.106,492.41,-0.46606,-0.46214,-0.53172,Sweden,Mid Cap,G5EN,9.16,2022-02-10,G5EN.ST,-0.5453,0.02986,10.05,1.622,4.335,0.05496,2022-02-25,Q4-2021,Consumer Durables,0.3089011189862106,1.2950761516225064,-0.0544173257113455,-0.9154014208799828,0.4955005266373137,0.4476613916266578,0.544835322518037,348.0,313.0,299.0,267.0,28.0,237.0,124.5,56.0,34.0,93.0,66.0,12.0,21.0,28.0,4.0,8.0,343.0,4.0,54.0,114.0
139,139,2105,Embellence,Home Furnishings,0.906,46.281,1.074,350.4,594.7,0.32803,768.26,40.875,0.18692,16.6,270.7,0.0242499999999999,-0.24817,-0.95011,Sweden,First North,EMBELL,11.452,2021-10-25,EMBELL.ST,,0.0,15.184,1.202,2.838,0.17759999999999998,2022-02-25,Q3-2021,Consumer Durables,0.0613224972294052,0.5892046409954598,-0.1302844819764763,-3.7758050480311622,0.3446881641868082,0.3061973593523066,0.3162443468031432,59.0,223.0,350.0,360.0,75.0,163.0,94.0,111.0,60.0,184.0,270.5,82.0,34.0,125.0,42.0,77.0,282.0,42.0,78.0,115.0
379,379,208,SKF B,Industrial Components,397.684,38.846,0.82,23275.0,99628.0,0.1750799999999999,81576.133,34.615,0.1616,2100.0,43645.0,-0.17821,-0.16752,-0.2021,Sweden,Large Cap,SKF B,9.197,2022-02-03,SKF-B.ST,-0.2321,0.03907,11.128,0.998,1.869,0.10017,2022-02-25,Q4-2021,Industrials,0.0481154771451483,0.2336190629140402,-0.0590802425594982,-1.7275127548335891,0.306005239284026,0.2800505499887243,0.3134444974113464,190.0,170.0,221.0,321.0,34.0,87.0,71.0,105.0,35.0,131.0,43.0,103.0,93.0,131.0,199.0,139.0,252.5,116.5,36.0,116.0
164,164,1546,Ferronordic,Industrial Components,33.072,19.844,1.564,1111.0,3973.0,0.50842,1726.402,71.711,0.3079,87.0,1101.0,-0.6453700000000001,-0.5151,-0.32696,Sweden,Mid Cap,FNM,3.984,2022-02-18,FNM.ST,-0.38636,0.0968,5.093,0.278,1.568,0.51201,2022-02-25,Q4-2021,Industrials,0.0790190735694822,0.2796375534860307,-0.0570920843441599,-0.925464817979756,0.5837080962974968,0.4273461351753574,0.5653997710275769,360.0,324.0,255.0,269.0,7.0,54.0,7.0,81.0,7.0,294.0,3.0,28.0,24.0,119.0,145.0,23.0,338.5,38.0,32.0,117.0
315,315,325,Online Brands Nordic,Accessories,1.859,690.218,0.894,99.2,163.8,0.15871,759.24,54.005,0.07226,1.1,128.7,0.14114,0.30137,0.01604,Sweden,First North,OBAB,67.285,2022-02-17,OBAB.ST,0.01604,0.0,79.167,5.186,5.899,24.71025,2022-02-25,Q4-2021,Consumer Durables,0.0085470085470085,0.6056166056166056,0.1225442331349021,2.489674215819564,1.1913600551108592,0.7472906614698603,0.451117837629326,23.0,19.0,150.0,26.0,228.0,287.0,254.0,159.0,232.0,366.0,270.5,209.0,112.0,154.0,35.0,118.5,16.0,106.0,289.0,118.0
200,200,102,Holmen B,Forest & Wood Products,91.277,40.129,0.286,11059.0,68101.0,0.05959,77128.203,24.741,0.06393,1922.0,46992.0,0.1541799999999999,0.07206,0.31663,Sweden,Large Cap,HOLM B,21.771,2022-01-28,HOLM-B.ST,0.2854799999999999,0.02423,25.583,3.96,1.641,0.08887,2022-02-25,Q4-2021,Materials,0.0409005788219271,0.1623911543149146,-0.0191159495753548,-0.7882573924659617,0.2344957351758139,0.2241813334053092,0.2222631509638661,22.0,55.0,69.0,258.0,144.0,61.0,234.0,106.0,151.0,119.0,91.0,214.0,222.0,136.0,260.0,283.0,64.0,241.0,109.0,119.0
412,412,222,Tele2 B,Telecommunications,285.242,11.904,0.361,10919.0,74251.0,0.07633,86568.109,21.722,0.12716,7272.0,31142.0,-0.04399,-0.04363,0.24011,Sweden,Large Cap,TEL2 B,23.154,2022-02-01,TEL2-B.ST,0.17655,0.05402,21.678,3.231,2.78,-0.01538,2022-02-25,Q4-2021,Telecom,0.2335110140646072,0.1470552585150368,-0.0328588841054968,-1.5317183661633598,0.192241271024763,0.1710379520332016,0.1966135903199862,93.0,89.0,81.0,307.0,123.0,160.0,213.0,45.0,164.0,45.0,24.0,136.0,207.0,48.0,273.0,266.0,123.0,201.0,91.0,120.0
138,138,596,Eltel,Installation,0.577,10.696,1.288,929.455,6654.94,0.0507899999999999,2189.236,29.17,0.01887,204.67,2323.11,-0.13125,-0.33173,-0.4861399999999999,Sweden,Mid Cap,ELTEL,22.766,2022-02-17,ELTEL.ST,-0.4861399999999999,0.0,47.981,0.255,0.942,-0.06865,2022-02-25,Q4-2021,Industrials,0.0881017257039055,0.1396639188332276,0.0246713771406313,1.136699734833259,0.2499597278955576,0.2215799012608391,0.1989240426141753,155.0,271.0,291.0,77.0,202.0,15.0,5.0,35.0,160.0,32.0,270.5,242.0,231.0,115.0,279.0,41.0,201.0,188.0,31.0,121.0
229,229,114,ITAB Shop Concept,Construction Tools,1.781,3157.322,1.037,1680.0,6024.0,0.0595399999999999,2878.92,56.39,0.03415,-268.0,2654.0,0.00763,-0.24399,-0.04348,Sweden,Mid Cap,ITAB,18.384,2022-02-08,ITAB.ST,-0.04348,0.0,26.597,0.461,1.085,0.0915,2022-02-25,Q4-2021,Industrials,-0.1009796533534287,0.2788844621513944,-0.013402336630067,-0.2540401433768882,0.4553638679864282,0.4082862907068996,0.4835237555778301,65.0,221.0,174.0,210.0,154.0,23.0,26.0,264.0,125.0,120.0,270.5,230.0,223.0,208.0,147.0,81.0,153.5,185.5,82.0,122.0
186,186,93,Haldex,Industrial Components,10.409,15.402,0.986,1260.0,4677.0,0.1173,1894.45,46.665,0.13493,123.0,1675.0,-0.28663,-0.22871,-0.19107,Sweden,Mid Cap,HLDX,9.242,2022-02-10,HLDX.ST,-0.19107,0.0,8.38,0.411,1.131,0.15112,2022-02-25,Q4-2021,Industrials,0.0734328358208955,0.2694034637588197,-0.1507196538497515,-4.275921039260041,0.4183063050047088,0.3534468780269664,0.3230575196045029,274.0,205.0,219.0,363.0,18.0,28.0,18.5,66.0,36.0,166.0,270.5,128.0,148.0,122.0,155.0,93.0,301.0,110.0,11.0,123.5
10,10,8,Addtech,Industrial Components,60.363,147.482,1.153,4023.0,11321.0,0.2012699999999999,41737.48,49.341,0.23887,283.0,3952.0,-0.2850499999999999,-0.13559,0.285,Sweden,Large Cap,ADDT B,34.095,2022-02-08,ADDT-B.ST,0.275,0.00784,44.215,3.199,10.561,0.20912,2022-02-25,Q3-2022,Industrials,0.0716093117408906,0.3553573005918205,0.0125581887958863,0.2314191543231481,0.4056597831783489,0.3746249965285575,0.4973559852209606,272.0,144.0,76.0,148.0,196.0,337.0,208.0,148.0,202.0,202.0,152.0,54.0,80.0,123.0,107.0,62.0,145.0,51.0,226.0,123.5
449,449,240,XANO Industri,Industrial Components,4.094,3157.322,0.902,776.0,3495.0,0.24593,7370.244,56.011,0.25503,-205.0,1341.0,-0.17105,-0.30579,0.5919,Sweden,Mid Cap,XANO B,17.97,2022-02-10,XANO-B.ST,0.57009,0.01389,21.316,2.339,5.496,0.40587,2022-02-25,Q4-2021,Industrials,-0.1528709917971663,0.2220314735336194,0.0596121085434386,0.955488985993032,0.5404620535947783,0.5215698322315658,0.5718056487115251,184.0,248.0,37.0,83.0,122.0,277.0,165.0,264.0,120.0,275.0,126.0,45.0,60.0,232.0,207.0,114.5,113.5,113.0,196.0,125.0
337,337,181,Proact IT,IT Consulting,2.96,3157.322,1.038,811.4,3395.0,0.11571,1915.337,39.379,0.1640299999999999,-101.0,710.6,-0.24,-0.12195,-0.31694,Sweden,Mid Cap,PACT,13.095,2022-02-10,PACT.ST,-0.3315999999999999,0.02193,16.036,0.543,2.695,0.1611199999999999,2022-02-25,Q4-2021,Technology,-0.1421334083872783,0.2389985272459499,0.0284309479822428,0.6044413725677481,0.3707732445432146,0.3264135468689033,0.4310987868170025,242.0,133.0,252.0,112.0,84.0,153.5,33.5,264.0,83.0,172.0,98.0,99.0,151.0,227.0,192.0,80.0,182.0,140.0,101.0,126.0
146,146,1712,Epiroc B,Industrial Machinery,75.912,46.007,0.816,15453.0,48583.0,0.35479,190192.906,30.08,0.27372,4134.0,25729.0,-0.14418,-0.06168,-0.06197,Sweden,Large Cap,EPI B,20.999,2022-01-26,EPI-B.ST,-0.07959,0.01914,26.775,4.797,7.392,0.10703,2022-02-25,Q4-2021,Industrials,0.1606747250184616,0.3180742234938147,-0.0849422140529538,-2.8470191494870964,0.2686735794599573,0.2605657128327487,0.2734467912974374,161.0,101.0,179.0,347.0,155.0,308.0,250.0,109.0,144.0,137.0,110.0,39.0,31.0,80.0,126.0,142.0,198.5,50.0,175.0,127.0
326,326,2073,Pfizer,Pharmaceuticals,12.7,3157.322,0.696,280005.594,,0.08961,2523418.0,37.077,0.08435999999999996,,,-0.02598,0.0865799999999999,0.64578,Sweden,Large Cap,PFE,36.316,,PFE.ST,0.60018,0.0285,43.016,7.168,3.19,-1.0,2022-02-25,Q4-2020,Health Care,-0.0578124540374596,0.23925463270276442,-0.0010233901981728,-0.020604380513172,0.2880067006334804,0.249260967166828,0.4552199999999999,89.0,49.0,33.0,181.0,193.0,184.0,278.0,264.0,209.0,1.0,71.0,184.0,184.0,184.0,184.0,184.0,49.0,195.5,180.5,128.5
358,358,197,SCA B,Forest & Wood Products,220.18,108.995,0.159,17018.0,118233.0,0.06909,113463.398,24.665,0.07346,1041.0,83055.0,0.07307,0.01317,0.12147,Sweden,Large Cap,SCA B,15.878,2022-01-28,SCA-B.ST,0.09935,0.02012,18.597,6.028,1.366,0.12961,2022-02-25,Q4-2021,Materials,0.0125338631027632,0.1439361261238402,-0.0026217273052349,-0.0954269138982811,0.2437193005555725,0.2347471054653711,0.2518003220889652,40.0,69.0,119.0,194.0,100.0,39.0,272.0,139.0,102.0,152.0,105.0,205.0,215.0,150.0,277.0,317.5,69.0,250.0,106.0,128.5
386,386,763,SolTech Energy,Solar Energy,9.621,3157.322,0.617,747.673,1479.565,0.18256,1847.098,57.294,0.08394,-363.48,938.516,-0.17098,-0.20332,-0.45763,Sweden,First North,SOLT,10.577,2022-02-24,SOLT.ST,-0.45763,0.0,18.883,2.024,1.968,-0.1523,2022-02-25,Q4-2021,Utilities,-0.3872922784481032,0.5053329863845116,0.0887112653689504,1.538634774554101,0.5524343975863064,0.5405845425017184,0.5284244126957837,183.0,191.0,285.0,56.0,102.0,96.0,142.0,264.0,55.0,21.0,270.5,191.0,90.0,299.0,66.0,215.0,173.0,176.0,77.0,130.0
126,126,64,Doro,Consumer Electronics,1.223,3157.322,1.049,379.3,990.9,0.25951,637.832,88.157,0.1964999999999999,-69.5,422.9,-0.60426,-0.58132,-0.54064,Sweden,Small Cap,DORO,5.284,2022-02-17,DORO.ST,-0.54064,0.0,7.509,0.614,1.508,-0.3733599999999999,2022-02-25,Q4-2021,Consumer Durables,-0.164341451879877,0.3827833282874155,0.012614422228573,0.0777303106446057,0.7763955574197033,0.3650581988123821,1.4873617313809355,357.0,336.0,303.0,166.0,13.0,50.0,38.0,264.0,13.0,5.0,270.5,79.0,55.0,239.0,98.0,79.0,327.0,83.0,17.0,131.0
