,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
55,55,1694,Better Collective,Gambling & Casinos,16.207,3157.322,0.296,1155.536,6153.004,0.08863,8016.731,57.074,0.05014,-1932.867,3551.934,-0.20973,-0.18324,-0.31682,Sweden,Mid Cap,BETCO,19.513,2022-02-24,BETCO.ST,-0.31682,0.0,41.487,4.396,2.257,0.89605,2022-02-25,Q4-2021,Consumer Durables,-0.544173118081586,0.1878003004711194,-0.1057008689758096,-1.920367187028385,0.5199172994064468,0.4611502080254126,0.5044683499865461,215.0,181.0,251.0,326.0,191.0,122.0,243.0,264.0,134.0,323.0,270.5,222.0,194.0,324.0,242.0,282.0,276.0,275.0,219.5,277.0
346,346,1971,Readly,Broadcasting & Publishing,3.692,3157.322,0.906,156.127,508.507,0.08961,401.793,70.607,-1.08864,-196.082,201.714,-0.42703,-0.70258,-0.83307,Sweden,Mid Cap,READ,1164.631,2022-02-03,READ.ST,-0.83307,0.0,53250.0,0.872,1.992,-0.11737,2022-02-25,Q4-2021,Consumer Durables,-0.9720792805655531,0.3070301883749879,-0.0992834335266287,-1.191301835351894,0.584615882529409,0.5457765236836566,0.7638263215744978,337.0,346.0,330.0,280.0,309.5,103.0,61.5,264.0,310.5,26.0,270.5,359.0,184.0,357.0,132.0,113.0,354.0,247.0,170.0,278.0
140,140,1374,Embracer,Gaming,473.071,3157.322,0.236,12294.5,60230.5,-0.04662,87895.148,50.57,-0.05847,-5673.7,42031.602,-0.1022,-0.2067,-0.30402,Sweden,First North,EMBRAC B,1164.631,2022-02-17,EMBRAC-B.ST,-0.30402,0.0,53250.0,6.184,2.091,1.47261,2022-02-25,Q3-2022,Consumer Durables,-0.1349865275180327,0.2041241563659607,0.0131749415741557,0.2233258130057782,0.4582521414922544,0.4406279809550513,0.5406913444316208,131.0,193.0,248.0,150.0,309.5,111.0,274.0,264.0,310.5,335.0,270.5,275.0,271.0,222.0,230.0,296.0,175.5,280.0,318.0,279.0
252,252,1772,Lime Technologies,IT Services,4.843,3157.322,0.607,181.894,665.087,0.2027199999999999,3432.327,50.246,0.43454,-99.154,135.066,-0.22866,-0.36449,-0.43384,Sweden,Mid Cap,LIME,48.282,2022-02-16,LIME.ST,-0.43948,0.01006,58.495,8.499,25.412,0.8254,2022-02-25,Q4-2021,Technology,-0.7341151733226718,0.2734890322619447,-0.0056867657969134,-0.1049393128761465,0.5263309695721153,0.480843778589293,0.496668674676737,231.0,285.0,278.0,195.0,214.0,361.0,285.0,264.0,223.0,319.0,139.0,10.0,79.0,346.0,153.0,220.5,281.0,158.0,336.0,280.0
166,166,86,Fingerprint Cards,Biometric,48.689,3157.322,0.754,396.9,1799.0,-0.00781,4760.55,60.686,0.0001,-66.7,1027.2,-0.20364,-0.42349,-0.43471,Sweden,Mid Cap,FING B,1164.631,2022-01-28,FING-B.ST,-0.43471,0.0,53250.0,3.511,4.634,0.14215,2022-02-25,Q4-2021,Technology,-0.0649338006230529,0.2206225680933852,0.0192386203321983,0.3512214069722543,0.5762356206387488,0.4902686685903968,0.5020333737560599,212.0,301.0,280.0,132.0,309.5,249.0,220.0,264.0,310.5,162.0,270.5,252.0,259.0,191.0,211.0,161.5,260.5,232.0,283.0,281.0
87,87,2319,Careium,Security & Surveillance,2.125,3157.322,0.559,240.3,1051.7,0.01183,459.761,45.522,0.0081599999999999,-183.5,551.5,-0.69208,-0.8257800000000001,-0.95011,Sweden,First North,CARE,70.868,2022-02-17,CARE.ST,,0.0,102.217,0.783,0.834,0.17759999999999998,2022-02-25,Q4-2021,Technology,-0.3327289211242067,0.2284872111818959,-0.183601887003316,-4.0416235139103485,0.6167065647164525,0.5373864391405756,0.4163522614284196,364.5,358.5,350.0,361.0,235.0,11.0,52.0,264.0,235.0,184.0,270.5,246.0,252.0,286.0,200.0,229.5,367.0,260.0,152.0,282.0
274,274,2175,Mildef Group,IT Services,1.276,3157.322,0.581,210.1,808.2,-0.00573,1655.699,53.53,-0.00123,-242.7,568.2,0.0340899999999999,-0.1016799999999999,-0.95011,Sweden,Small Cap,MILDEF,1164.631,2022-02-10,MILDEF.ST,,0.0164799999999999,53250.0,3.526,2.914,1.19658,2022-02-25,Q4-2021,Technology,-0.4271383315733896,0.2599604058401386,-0.0836749284935983,-1.3807804551348375,0.5284309615500603,0.4675155620946294,0.5554057376260979,53.0,117.0,350.0,295.0,309.5,167.0,221.0,264.0,310.5,330.0,118.0,253.0,258.0,308.0,160.0,226.0,214.0,258.0,315.5,283.0
61,61,1538,BioArctic,Biotechnology,12.531,3157.322,0.026,-28.379,897.73,0.08961,8559.432,49.043,-0.15189,-144.869,788.676,-0.19,-0.32028,0.04798,Sweden,Mid Cap,BIOA B,1164.631,2022-02-03,BIOA-B.ST,0.04798,0.0,53250.0,369.802,10.853,-0.1452699999999999,2022-02-25,Q4-2021,Health Care,-0.1836863300011665,-0.0316119545965936,0.0339418667319406,0.7212457433124604,0.5692935369593897,0.4511796116203785,0.431312558776066,200.0,261.0,141.0,100.0,309.5,339.0,356.0,264.0,310.5,23.0,270.5,295.0,184.0,248.0,346.0,349.0,169.0,305.0,315.5,284.0
387,387,785,SpectraCure,Medical Equipment,2.163,3157.322,0.03,7.134,190.518,-0.481,707.121,118.092,-0.13289,-27.21,175.677,0.0363,-0.2820499999999999,-0.23529,Sweden,First North,SPEC,1164.631,2022-02-17,SPEC.ST,-0.23529,0.0,53250.0,122.999,4.025,-0.09508,2022-02-25,Q4-2021,Health Care,-0.154886524701583,0.0374452807608729,-0.0371231946259358,-0.4652248858469535,0.9691851521336312,0.6996843757703275,0.7313445801688849,52.0,236.0,232.0,233.0,309.5,231.0,348.0,264.0,310.5,28.0,270.5,294.0,318.0,234.0,325.0,348.0,185.0,327.0,278.0,285.0
230,230,1697,I-Tech,Chemicals,0.703,3157.322,0.46,28.098,115.124,-0.06488,541.219,53.446,-0.02523,-2.626,104.938,-0.28873,-0.17663,-0.38415,Sweden,First North,ITECH,1164.631,2022-02-23,ITECH.ST,-0.38415,0.0,53250.0,10.231,5.158,-0.04205,2022-02-25,Q4-2021,Materials,-0.0250243000628942,0.2440672665994927,-0.0360064199530379,-0.8051409820638664,0.4506937876874817,0.3672009897900686,0.4098714352266729,278.0,175.0,265.0,261.0,309.5,260.0,295.0,264.0,310.5,37.0,270.5,264.0,277.0,167.0,173.0,243.5,277.0,244.0,271.0,286.0
393,393,926,Stillfront,Gaming,104.177,3157.322,0.272,3305.0,20049.0,0.0645,16631.631,68.035,0.06023,-2556.0,9772.0,-0.35686,-0.4290699999999999,-0.6508799999999999,Sweden,Large Cap,SF,19.614,2022-02-16,SF.ST,-0.6508799999999999,0.0,20.379,3.049,1.702,0.6213000000000001,2022-02-25,Q4-2021,Consumer Durables,-0.261563651248465,0.1648461269888772,-0.209501610430464,-3.642265759437362,0.629416903904591,0.5491694539613288,0.5271756930559927,312.0,303.0,318.0,358.0,111.0,69.0,204.0,264.0,136.0,308.0,270.5,216.0,220.0,269.0,255.0,290.0,353.0,269.0,173.0,287.0
314,314,1406,Oncopeptides,Biotechnology,35.748,3157.322,0.269,65.174,439.376,0.08961,687.416,265.528,-6.7800400000000005,-1516.73,210.868,0.0934099999999999,-0.7996899999999999,-0.95011,Sweden,Mid Cap,ONCO,1164.631,2022-02-17,ONCO.ST,-0.95011,0.0,53250.0,5.811,3.26,-0.53591,2022-02-25,Q4-2021,Health Care,-7.192793595993702,0.148333090564801,0.069836638266676,0.3277871319274149,2.0656026885528096,1.0779039174896785,1.9526799557778884,33.0,349.0,350.0,134.0,309.5,191.0,265.0,264.0,310.5,2.0,270.5,366.0,184.0,367.0,271.0,292.0,235.5,321.0,242.0,288.5
450,450,983,Xbrane Biopharma,Biotechnology,4.23,3157.322,0.696,,688.427,-1.04035,2348.752,66.04,-0.43632,-296.96,431.741,-0.161,-0.31131,0.02402,Sweden,Mid Cap,XBRANE,1164.631,2022-02-24,XBRANE.ST,0.02402,0.0,53250.0,2.6174999999999997,5.44,0.48444,2022-02-25,Q4-2021,Health Care,-0.6878197808408282,0.23925463270276442,0.021197556390086,0.2520619019350472,0.6017216383106743,0.5530635114617702,0.7707583411847422,176.0,253.0,148.0,145.0,309.5,273.5,184.0,264.0,310.5,290.0,270.5,334.0,335.0,339.0,184.0,184.0,175.5,297.0,326.0,288.5
319,319,1698,Ovzon,Telecom Services,3.948,3157.322,0.103,24.6,1853.318,-0.0828899999999999,2717.363,56.173,-0.05782,-351.184,1450.268,0.02713,-0.14378,-0.32398,Sweden,Mid Cap,OVZON,1164.631,2022-02-18,OVZON.ST,-0.32398,0.0,53250.0,14.199,1.874,0.39414,2022-02-25,Q4-2021,Telecom,-0.2421511058645712,0.0132734911116171,-0.0981088071208735,-1.5023912878526204,0.5226048998466277,0.5042774970316816,0.5985005885062468,55.0,148.0,254.0,305.0,309.5,88.0,306.0,264.0,310.5,272.0,270.5,273.0,280.0,261.0,330.0,325.0,188.0,316.0,295.0,290.0
388,388,765,SpectrumOne,Advertising,1.85,3157.322,0.205,41.484,296.879,-0.67862,516.83,60.942,-0.7132599999999999,-240.793,217.544,0.02086,-0.2371,-0.36793,Sweden,First North,SPEONE,1164.631,2022-02-24,SPEONE.ST,-0.36793,0.0,53250.0,8.5,2.376,0.37781,2022-02-25,Q4-2021,Consumer Durables,-1.1068703342772035,0.139733696219672,0.0146215669736685,0.2053137288112195,0.6973790977950748,0.5946813533788738,0.6527029422110526,60.0,209.0,262.0,151.0,309.5,131.0,286.0,264.0,310.5,265.0,270.5,351.0,328.0,362.0,278.0,306.0,157.5,347.0,301.0,291.0
311,311,166,Oasmia Pharmaceutical,Pharmaceuticals,3.38,3157.322,0.044,66.809,594.308,-0.23521,695.87,73.34,-0.24144,-26.407,549.713,-0.31267,-0.44571,-0.52393,Sweden,Mid Cap,OASM,1164.631,2022-02-24,OASM.ST,-0.52393,0.0,53250.0,26.568,1.266,-0.41415,2022-02-25,Q4-2021,Health Care,-0.0480377942671903,0.1124147748305592,0.0353728965853948,0.4153698530506212,0.5593640161005377,0.4699333089129601,0.780504290149637,289.0,308.0,296.0,128.0,309.5,34.0,327.0,264.0,310.5,3.0,270.5,314.0,303.0,174.0,294.0,342.0,294.0,309.0,207.0,292.0
452,452,372,Xvivo Perfusion,Medical Equipment,19.435,3157.322,0.168,188.121,1542.596,-0.0178,6548.778,56.656,0.00634,-199.762,1285.45,-0.21277,-0.46377,-0.24103,Sweden,Mid Cap,XVIVO,1164.631,2022-01-27,XVIVO.ST,-0.24103,0.0,782.241,25.345,5.095,0.34103,2022-02-25,Q4-2021,Health Care,-0.1554023882686996,0.1219509191000106,0.1743553018425037,3.4042487753312303,0.4754793184862139,0.456089251695932,0.4694112688238568,220.5,314.0,234.0,12.0,247.0,258.0,324.0,264.0,310.5,254.0,270.5,248.0,262.0,235.0,291.0,316.0,194.0,290.0,333.0,293.0
273,273,1721,Midsummer,Solar Energy,2.238,3157.322,0.192,19.433,491.236,-0.36802,719.409,71.754,-0.51199,-178.734,252.956,-0.30859,-0.16378,-0.0274699999999999,Sweden,First North,MIDS,1164.631,2022-02-25,MIDS.ST,-0.0274699999999999,0.0,53250.0,7.62,2.844,-0.0560299999999999,2022-02-25,Q4-2021,Utilities,-0.7065813817422794,0.0395593971125894,-0.0211719223009092,-0.4191365290200623,0.5705441240038789,0.4560326257009651,0.4629610154880881,286.0,166.0,167.0,228.0,309.5,164.0,281.0,264.0,310.5,34.0,270.5,342.0,311.0,341.0,324.0,309.0,223.0,348.5,247.5,294.0
357,357,196,SAS,Airlines,84.128,3157.322,0.327,11493.0,52652.0,-0.14961,7071.309,74.893,-1.83382,-1227.0,3803.0,-0.30585,-0.52688,-0.49835,Sweden,Large Cap,SAS,1164.631,2022-02-22,SAS.ST,-0.49835,0.0,53250.0,0.411,1.859,0.03623,2022-02-25,Q1-2022,Industrials,-0.3226400210360242,0.2182823064650915,-0.1992948606297816,-2.175022953384378,0.5655031250393255,0.4782831804327939,0.8397923185413392,284.0,326.0,293.0,329.0,309.5,84.0,18.5,264.0,310.5,74.0,270.5,365.0,292.0,283.0,215.0,273.0,344.5,310.0,167.0,295.0
454,454,1748,Zordix,Gaming,2.777,3157.322,0.277,178.971,1672.169,0.01903,873.732,59.643,0.0034599999999999,-310.193,720.871,-0.40999,-0.54601,-0.38154,Sweden,First North,ZORDIX B,38.652,2022-02-24,ZORDIX-B.ST,-0.38154,0.0,267.9,1.888,1.212,17.002380000000002,2022-02-25,Q4-2021,Consumer Durables,-0.4303030639323817,0.107029253622092,-0.004948236191927,-0.0879704630193754,0.6159573139679365,0.5530265118566785,0.5155291021039997,333.0,331.0,264.0,193.0,244.0,31.0,137.0,264.0,212.0,365.0,270.5,249.0,246.0,309.0,299.0,286.0,319.5,299.0,210.0,296.0
203,203,431,Humble Group,Food Processing,34.752,3157.322,0.23,569.0,6613.0,-0.05888,5004.42,62.003,-0.12714,-2392.0,2690.0,-0.33665,-0.3007,-0.11894,Sweden,First North,HUMBLE,1164.631,2022-02-25,HUMBLE.ST,-0.11894,0.0,53250.0,3.297,1.86,12.79611,2022-02-25,Q4-2021,Food and Beverage,-0.8892193308550186,0.086042643278391,0.0962134017827842,1.5201356154650247,0.5842578065174567,0.5363368590229236,0.580086660760107,301.0,245.0,199.0,59.0,309.5,85.0,216.0,264.0,310.5,364.0,270.5,293.0,275.0,356.0,307.0,300.0,207.0,331.0,294.0,297.0
0,0,1398,AAC Clyde Space,Satellite Systems,2.496,3157.322,0.204,127.591,880.341,-0.05916,427.645,57.59,-0.05817,-57.241,678.809,-0.35414,-0.32061,-0.34751,Sweden,First North,AAC,1164.631,2022-02-17,AAC.ST,-0.34751,0.0,53250.0,2.376,0.63,0.38364,2022-02-25,Q4-2021,Technology,-0.084325635046088,0.1449336109530284,-0.0664111204892144,-0.9861300455745904,0.5199070742031513,0.4569545569342275,0.6172289101105957,309.0,263.0,258.0,271.0,309.5,4.0,166.0,264.0,310.5,268.0,270.5,274.0,276.0,201.0,276.0,307.0,314.0,286.0,233.0,298.0
317,317,170,Orexo,Pharmaceuticals,2.961,3157.322,0.444,486.1,1273.7,-0.54982,746.286,59.488,-0.6393,-281.9,349.6,-0.39675,-0.38571,-0.53057,Sweden,Mid Cap,ORX,1164.631,2022-01-27,ORX.ST,-0.53057,0.0,53250.0,1.321,2.135,0.03309,2022-02-25,Q4-2021,Health Care,-0.8063501144164759,0.3816440292062495,-0.1752208122909245,-3.225079798687514,0.4652219894013268,0.3954987324431044,0.497949003296964,327.0,291.0,297.0,351.0,309.5,114.0,102.0,264.0,310.5,70.0,270.5,348.0,321.0,351.0,99.0,247.5,352.0,294.0,189.0,299.0
371,371,569,Senzime,Medical Equipment,0.736,3157.322,0.063,-4.923,174.632,-0.957,1124.874,37.594,-0.54478,-84.302,150.782,-0.12195,-0.13876,-0.15888,Sweden,Small Cap,SEZI,1164.631,2022-02-17,SEZI.ST,-0.15888,0.0,53250.0,102.448,7.46,-0.32547,2022-02-25,Q4-2021,Health Care,-0.5590985661418472,-0.0281907096064867,-0.0333488280971154,-0.7571321166936342,0.3593288796466582,0.3154909682335245,0.4036905203822976,148.0,145.0,210.0,254.0,309.5,310.0,346.0,264.0,310.5,8.0,270.5,344.0,332.0,327.0,343.0,337.5,186.0,357.0,293.0,300.0
212,212,1384,InDex Pharmaceuticals,Pharmaceuticals,0.899,3157.322,0.696,-1.663,445.196,-16.64941,692.494,40.281,-0.2373999999999999,-124.058,434.039,-0.15912,-0.16452,-0.20925,Sweden,First North,INDEX,1164.631,2022-02-23,INDEX.ST,-0.20925,0.0,53250.0,2.6174999999999997,1.595,6.27635,2022-02-25,Q4-2021,Health Care,-0.2858222417801165,-0.0037354333821507,-0.0690631437111347,-1.675735676297027,0.3631231838027452,0.3531398675023299,0.3777291231123619,174.0,168.0,224.0,318.0,309.5,55.0,184.0,264.0,310.5,357.0,270.5,313.0,365.0,276.0,336.0,184.0,245.0,318.5,273.5,301.0
390,390,386,Starbreeze B,Gaming,2.365,3157.322,0.186,69.387,674.147,-0.12293,711.566,42.782,-0.84246,-35.138,122.817,-0.12789,-0.31232,-0.47655,Sweden,Small Cap,STAR B,1164.631,2022-02-16,STAR-B.ST,-0.47655,0.0,53250.0,5.661,5.794,-0.04876,2022-02-25,Q4-2021,Consumer Durables,-0.2861004584055953,0.1029256230466055,-0.0005711977465699,-0.0125463537651819,0.4699501966363577,0.4045810016915125,0.4172617733304042,153.0,255.0,289.0,177.0,309.5,286.0,263.0,264.0,310.5,35.0,270.5,355.0,287.0,277.0,300.0,310.0,240.5,330.0,270.0,302.0
421,421,745,Tobii,Biometric,15.348,3157.322,0.503,444.0,1224.0,-0.37805,3045.265,89.307,-0.21853,-324.0,840.0,-0.60709,-0.54969,-0.55593,Sweden,Mid Cap,TOBII,1164.631,2022-02-08,TOBII.ST,-0.55593,0.0,53250.0,4.944,3.625,-0.26024,2022-02-25,Q4-2021,Technology,-0.3857142857142857,0.3627450980392157,0.0652911488902618,0.1849123987353629,1.6202198716502023,0.7471607526493642,3.236144618170888,358.0,332.0,306.0,154.0,309.5,213.0,252.0,264.0,310.5,14.0,270.5,310.0,312.0,298.0,105.0,240.0,322.0,276.0,247.5,303.0
88,88,2252,Cary Group,Auto & Equipment,15.105,3157.322,0.623,1397.0,3417.0,0.06191,10455.63,68.16,0.01541,-379.0,1557.0,-0.207,-0.8257800000000001,-0.95011,Sweden,Mid Cap,CARY,68.121,2022-02-11,CARY.ST,,0.0,435.714,4.913,6.715,0.37522,2022-02-25,Q4-2021,Consumer Durables,-0.2434168272318561,0.4088381621305239,-0.0419445844028559,-0.570931670537215,0.6569434266249686,0.5829902650638429,0.6733353321902381,213.0,358.5,350.0,243.0,246.0,299.0,251.0,264.0,233.0,264.0,270.5,243.0,221.0,262.0,90.0,211.0,328.0,222.5,297.0,304.0
63,63,36,Bioinvent,Biotechnology,4.047,3157.322,0.013,-238.953,1447.311,-0.5826100000000001,2130.683,48.7,-0.20369,-713.385,1366.987,-0.19736,-0.24241,-0.28409,Sweden,Mid Cap,BINV,1164.631,2022-02-23,BINV.ST,-0.28409,0.0,53250.0,109.92,1.559,0.8031900000000001,2022-02-25,Q4-2021,Health Care,-0.521866703926226,-0.1651013500208317,0.0539863224551628,1.0503669894761674,0.4495171860874396,0.4093765243156569,0.4710666112354848,208.0,217.0,242.0,79.0,309.5,52.5,347.0,264.0,310.5,316.0,270.5,308.0,323.0,323.0,357.0,358.0,183.0,353.0,313.0,305.0
268,268,136,Medivir,Biotechnology,0.987,3157.322,0.076,-37.6,335.8,-0.2222599999999999,455.363,46.163,-0.22448,-48.7,281.1,-0.2477,-0.22338,-0.02854,Sweden,Small Cap,MVIR B,1164.631,2022-02-15,MVIR-B.ST,-0.02854,0.0,53250.0,17.857,1.62,0.7535200000000001,2022-02-25,Q4-2021,Health Care,-0.1732479544646033,-0.1119714115544967,-0.0098984878114277,-0.1812996698326438,0.401153389112612,0.34765830688525,0.5003932958436986,247.0,202.0,168.0,202.0,309.5,57.0,314.0,264.0,310.5,314.0,270.5,311.0,301.0,245.0,355.0,334.0,215.5,333.0,303.0,306.0
104,104,2097,CoinShares,Internet Transactions,3.515,3157.322,0.02,590.06,48293.32,-11.46209,5484.003,68.293,-10.80338,-1565.993,2433.299,-0.09459,-0.12418,-0.95011,Sweden,First North,CS,1164.631,2022-02-22,CS.ST,,0.0,53250.0,5.598,2.254,1.03309,2022-02-25,Q4-2021,Technology,-0.6435678476011374,0.0122182529592084,0.0392041817160813,0.5617428112216282,0.8001818907008261,0.7631047280847335,0.6396383778620904,123.0,136.0,350.0,117.0,309.5,121.0,262.0,264.0,310.5,326.0,270.5,367.0,363.0,334.0,332.0,351.5,179.5,364.0,310.0,307.0
117,117,2253,CTEK,Electrical Components,25.676,3157.322,0.588,492.4,1566.4,0.06686,6018.675,75.779,0.00672,-95.2,655.1,-0.3673599999999999,-0.8257800000000001,-0.95011,Sweden,Mid Cap,CTEK,79.69,2022-02-16,CTEK.ST,,0.0,1353.659,6.529,9.187,0.07738,2022-02-25,Q4-2021,Industrials,-0.1453213249885513,0.3143513789581205,-0.1259766285403322,-2.01113767687672,0.7382804275690754,0.682027460157537,0.5741003639074025,317.0,358.5,350.0,327.0,249.0,322.0,275.0,264.0,237.0,110.0,270.5,247.0,218.0,228.0,127.0,224.0,362.0,226.5,266.0,308.0
440,440,2202,Vimian Group,Medical Supplies,26.626,3157.322,0.272,1099.278,5772.316,0.05082,20105.59,58.614,0.16264,-446.165,3611.139,-0.4144,-0.52132,-0.95011,Sweden,First North,VIMIAN,93.618,2021-11-30,VIMIAN.ST,,0.0,27.601,12.796,5.568,0.17759999999999998,2022-02-25,Q3-2021,Health Care,-0.1235524304104605,0.1904396779386298,-0.1458314767798413,-2.8029344765738475,0.5441382668707543,0.536631614318638,0.4768458104434114,335.0,325.0,350.0,345.0,158.0,278.0,301.0,264.0,241.0,184.0,270.5,102.0,230.0,217.0,241.0,290.0,363.0,235.0,257.0,309.0
327,327,2201,Physitrack,IT Services,0.815,3157.322,0.235,26.574,338.973,-0.03198,735.81,54.957,-0.02719,-31.806,240.515,-0.1542099999999999,-0.32463,-0.95011,Sweden,First North,PTRK,1164.631,2022-01-26,PTRK.ST,,0.0,53250.0,9.254,3.059,2.4613,2022-02-25,Q4-2021,Technology,-0.1322412323555703,0.0783956244302643,0.1106255824050734,1.7083488542601413,0.610345111741714,0.5714944264429322,0.5934971699786414,170.0,264.0,350.0,50.0,309.5,176.0,291.0,264.0,310.5,345.0,270.5,265.0,266.0,221.0,310.0,297.5,219.0,293.0,343.5,310.0
195,195,2200,Hexicon,Wind Energy,1.62,3157.322,0.053,-55.3,432.2,-0.4975,766.897,74.727,-0.15737,-100.9,322.7,0.05295,-0.13394,-0.95011,Sweden,First North,HEXI,1164.631,2022-02-23,HEXI.ST,,0.0,53250.0,33.199,2.377,2.66576,2022-02-25,Q4-2021,Utilities,-0.3126743105051131,-0.1279500231374363,-0.0010623384159317,-0.0112534962801926,0.6625911474995831,0.5994031198181708,0.8651971055849159,46.0,143.0,350.0,176.0,309.5,132.0,333.0,264.0,310.5,347.0,270.5,296.0,319.0,281.0,356.0,340.5,173.0,340.0,343.5,311.0
102,102,1542,Climeon,Renewable Energy,4.817,3157.322,0.053,4.126,545.788,-0.58357,614.62,120.052,-0.30437,-168.936,352.362,-0.07843,-0.36564,-0.7617499999999999,Sweden,First North,CLIME B,1164.631,2022-02-09,CLIME-B.ST,-0.7617499999999999,0.0,53250.0,21.367,1.744,-0.14227,2022-02-25,Q4-2021,Utilities,-0.4794387590035248,0.0075597118295015,-0.1618912746165692,-1.2381507153205111,0.8911975489655479,0.7350386690227273,1.1983662588140844,109.0,286.0,328.0,285.0,309.5,73.5,320.0,264.0,310.5,24.0,270.5,323.0,324.0,318.0,334.0,340.5,287.0,350.0,229.0,312.0
430,430,1480,Urb-it,Personal Services,0.628,3157.322,0.212,-32.407,161.762,-4.89212,937.88,50.504,-0.7608400000000001,-106.707,132.669,-0.17695,-0.00498,0.45985,Sweden,First North,URBIT,1164.631,2022-02-22,URBIT.ST,0.45985,0.0,53250.0,27.367,7.069,0.4547299999999999,2022-02-25,Q4-2021,Consumer Durables,-0.8043099744476855,-0.2003375329187324,-0.113109564978034,-2.60901128141857,0.5306866309366776,0.4541969948818287,0.3973406684953384,189.0,73.0,47.0,341.0,309.5,302.0,329.0,264.0,310.5,282.0,270.5,353.0,356.0,350.0,359.0,304.0,147.0,361.5,359.5,313.0
270,270,1854,Mentice,Medical Equipment,1.039,3157.322,0.707,155.071,261.904,-0.14688,1372.203,56.45,-0.21325,-31.032,136.887,-0.44378,-0.60287,-0.41251,Sweden,First North,MNTC,1164.631,2022-02-03,MNTC.ST,-0.41251,0.0,53250.0,7.415,10.024,0.06781,2022-02-25,Q4-2021,Health Care,-0.2266979333318722,0.5920909951738041,-0.0205192575411028,-0.3480029471032698,0.578591017380595,0.536335775155866,0.540403761916956,343.0,339.0,272.0,218.0,309.5,330.0,279.0,264.0,310.5,103.0,270.5,309.0,291.0,257.0,39.0,173.0,329.0,230.0,311.5,314.0
60,60,389,BIMobject,IT Services,0.865,3157.322,0.318,57.45,377.942,-1.5678999999999998,564.246,52.235,-0.28815,-118.266,282.065,-0.34783,-0.3621999999999999,-0.625,Sweden,First North,BIM,1164.631,2022-02-11,BIM.ST,-0.625,0.0,53250.0,4.69,2.0,-0.20774,2022-02-25,Q4-2021,Technology,-0.4192863347100846,0.1520074508787062,-0.080951492672402,-1.43384718186421,0.5575809326727134,0.4679216829511513,0.5174419526474717,304.0,283.0,313.0,297.0,309.5,104.0,249.0,264.0,310.5,17.0,270.5,321.0,345.0,306.0,270.0,276.0,335.5,326.0,211.0,315.0
11,11,2288,Advanced SolTech,Solar Energy,1.395,3157.322,0.067,125.175,1752.905,0.04559,1121.906,45.522,0.03212,-194.818,499.455,-0.54562,-0.8257800000000001,-0.95011,Sweden,First North,ASAB,31.644,2022-02-24,ASAB.ST,,0.0,43.364,9.56,2.246,0.39446,2022-02-25,Q4-2021,Utilities,-0.3900611666716722,0.0714100307774808,0.0468099693057307,0.5919598825294119,1.0848797462946973,0.9377929848926674,0.7247458280634844,353.0,358.5,350.0,114.0,194.0,120.0,294.0,264.0,195.0,273.0,270.5,232.0,235.0,300.0,312.0,336.0,330.0,303.5,241.0,316.0
45,45,377,Bactiguard,Medical Equipment,1.267,3157.322,0.211,78.795,849.29,-0.09515,4576.747,32.319,-0.10855,-5.164,541.45,-0.16175,-0.24856,-0.09931,Sweden,Mid Cap,BACTI B,1164.631,2022-02-08,BACTI-B.ST,-0.09931,0.0,53250.0,25.562,8.453,0.2578,2022-02-25,Q4-2021,Health Care,-0.0095373534028996,0.092777496497074,-0.0434133116568212,-1.1774661599123788,0.3490534955163554,0.3288062212400561,0.3379201774272591,177.0,225.0,189.0,279.0,309.5,318.0,325.0,264.0,310.5,220.0,270.5,285.0,283.0,161.0,304.0,305.0,239.0,287.0,351.0,317.0
397,397,471,Storytel,Broadcasting & Publishing,60.283,3157.322,0.92,1413.792,2982.517,-0.32298,6145.38,71.927,-0.19427,-600.569,2039.431,-0.46285,-0.56119,-0.5852499999999999,Sweden,First North,STORY B,1164.631,2022-02-18,STORY-B.ST,-0.5852499999999999,0.0,53250.0,2.24,3.013,0.57022,2022-02-25,Q4-2021,Consumer Durables,-0.294478705089802,0.4740264682481273,-0.2399914743138906,-3.603522946435554,0.601934484656032,0.4779681499363024,0.610391060934027,346.0,333.0,308.0,356.0,309.5,174.0,157.0,264.0,310.5,301.0,270.5,301.0,310.0,279.0,76.0,110.0,360.0,233.5,284.0,318.0
