,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,Res_Mom_1Y Rank,Res_Mom_6m Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,PMOM Rank,IMOM Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
144,144,93,Haldex,Industrial Components,6.115,48.033,0.986,1276.0,4873.0,0.09993,1969.353,44.844,0.10622,41.0,1895.0,-0.18347,-0.22857,-0.25,Sweden,Mid Cap,HLDX,9.228,2022-04-28,HLDX.ST,0.0,9.607,0.41,1.039,0.1192,2022-04-28,Q1-2022,Industrials,0.0216358839050131,0.2618510158013544,-0.069333383385265,-1.237602207839075,0.4094839550532987,0.355375405748522,0.5134533140582188,1.6115233015435455,1.4229951835165988,1.9102382457983396,244.0,208.0,197.0,282.0,91.0,82.0,32.0,25.0,20.0,109.0,45.0,140.0,261.5,157.0,166.0,138.0,151.0,87.0,211.0,76.0,191.0,126.0,18.0,84.5
62,62,909,Bravida,Installation,25.595,22.017,1.121,3299.0,19516.0,0.2149299999999999,20431.479,31.809,0.16803,928.0,6816.0,-0.07625,-0.20295,-0.1773699999999999,Sweden,Large Cap,BRAV,14.176,2022-02-15,BRAV.ST,0.0300199999999999,17.702,0.934,2.998,0.14443,2022-04-28,Q4-2021,Industrials,0.136150234741784,0.1690407870465259,0.0676184408814311,2.3228429357548865,0.2750765379516897,0.2654063547781905,0.26679946279997,1.0960732628071646,-2.2350665573764545,-1.0272657706672297,163.0,199.0,171.0,28.0,256.0,246.0,100.0,183.0,68.0,80.0,88.0,157.0,72.0,100.0,81.0,84.0,235.0,68.0,191.0,258.0,159.0,94.0,82.0,84.5
266,266,193,Saab,Military & Defense,359.645,58.172,0.592,8305.0,66340.0,0.0762,56484.767,48.756,0.07487,971.0,24922.0,0.8943099999999999,0.72674,0.6745300000000001,Sweden,Large Cap,SAAB B,19.647,2022-04-22,SAAB-B.ST,0.0117799999999999,29.107,1.438,2.266,0.089,2022-04-28,Q1-2022,Industrials,0.0389615600674103,0.1251884232740428,0.0201543369753413,0.3358370812096872,0.3533987656361674,0.2782312136714965,0.550021304606817,1.073529980931781,4.149679547600963,4.348480668478011,1.0,7.0,27.0,139.0,29.0,22.0,163.0,127.0,113.0,115.0,135.0,112.0,137.0,196.0,207.0,130.0,271.0,207.0,10.0,17.0,20.0,215.0,101.0,86.0
233,233,162,NOTE,Semiconductors,25.223,4739.597,1.387,397.0,2136.0,0.29078,5783.904,63.604,0.2505699999999999,-137.0,874.0,0.04564,0.0678,1.21116,Sweden,Mid Cap,NOTE,21.038,2022-04-20,NOTE.ST,0.0,26.411,1.953,6.618,0.65325,2022-04-28,Q1-2022,Technology,-0.1567505720823798,0.1858614232209738,0.0657749167894485,1.084771588513946,0.5530578243627017,0.5108184278889983,0.5557271930950739,1.9179039420307515,5.206277217213128,2.392089691684081,79.0,71.0,9.0,76.0,18.0,61.0,150.0,279.0,151.0,250.0,152.0,299.0,261.5,53.0,51.0,217.0,225.0,34.5,31.0,30.0,12.0,99.0,228.0,87.0
192,192,132,Lundin Energy,Oil & Gas -Exploration,420.373,7.056,0.517,26496.199,71438.25,-2.98347,116457.252,45.781,0.0957,16503.6,-7739.25,0.08613,0.20289,0.49085,Sweden,Large Cap,LUNE,4.372,2022-04-27,LUNE.ST,0.0469599999999999,32.436,3.133,2.928,0.21758,2022-04-28,Q1-2022,Energy,-0.0498942263041122,0.37089652952025,0.0360543433377377,0.6990132125391113,0.3979354166880858,0.3500941399608412,0.472728567967849,0.7932409800924786,3.709346233307334,2.59684266814174,69.0,49.0,34.0,101.0,38.0,56.0,174.0,174.0,205.0,21.0,7.0,194.0,33.5,174.0,343.0,174.0,97.0,227.0,32.5,38.0,21.5,216.0,102.0,88.0
19,19,505,AQ Group,Industrial Components,2.446,4739.597,1.181,2832.0,4920.0,0.13523,5076.585,40.158,0.127,-316.0,2743.0,-0.0625,-0.02289,-0.25113,Sweden,Mid Cap,AQ,12.979,2022-04-21,AQ.ST,0.012,14.505,0.852,1.851,0.1725499999999999,2022-04-28,Q1-2022,Industrials,-0.1152023332118118,0.5756097560975609,-0.0081528865348912,-0.1860751504802654,0.3621009974182866,0.3499979355019481,0.4015712961359408,1.5353924215919783,-1.570012135374828,3.20587646257972,153.0,100.0,198.0,200.0,232.0,41.0,70.0,92.0,59.5,250.0,80.0,180.0,135.0,142.0,138.0,200.0,41.0,55.0,143.0,119.0,153.0,97.0,90.0,89.0
116,116,1470,Essity B,Personal Products,455.287,27.058,0.698,33852.0,184276.0,0.08602,183451.73,35.487,0.0988599999999999,6780.0,59623.0,-0.00986,-0.05259,-0.0474099999999999,Sweden,Large Cap,ESSITY B,22.332,2022-04-22,ESSITY-B.ST,0.0268,27.0,1.426,3.077,0.10188,2022-04-28,Q1-2022,Food and Beverage,0.1137145061469567,0.1837027068093512,0.1803519788550386,5.210138672910942,0.2514313373815336,0.1994994911388609,0.3172570431322248,0.2863009098799107,0.23536437609286,0.2367573784639323,117.0,111.0,127.0,1.0,124.0,147.0,153.0,186.0,110.0,87.0,161.0,127.0,84.0,167.0,191.0,93.0,227.0,164.0,105.0,118.0,41.0,180.0,122.0,90.0
83,83,52,Cloetta,Food Processing,18.449,11.142,0.626,2244.0,9878.0,0.08101,7030.759,24.561,0.10468,631.0,4748.0,-0.0113599999999999,-0.10441,-0.09711,Sweden,Mid Cap,CLA B,14.248,2022-04-26,CLA-B.ST,0.04105,14.069,1.136,1.481,0.0401199999999999,2022-04-28,Q1-2022,Food and Beverage,0.1328980623420387,0.2271714922048997,-0.0267589468586112,-0.9355800038146304,0.1980977997114198,0.1823631536921667,0.2621366403662105,1.0866721753403057,2.762812027276748,2.2377419222572787,121.0,131.0,139.0,267.0,54.0,67.0,66.0,60.0,91.0,38.0,91.0,74.0,44.0,160.0,202.0,85.0,185.0,195.0,129.0,52.0,144.0,173.0,27.0,91.0
257,257,1896,QleanAir,Energy & Recycling,1.83,7.052,0.738,321.811,610.813,0.25545,534.924,50.853,0.3053099999999999,75.856,194.094,-0.34066,-0.4375,-0.40984,Sweden,First North,QAIR,8.251,2022-02-11,QAIR.ST,0.04167,9.027,1.187,2.756,0.04384,2022-04-28,Q4-2021,Industrials,0.3908209424299566,0.5268568285219862,-0.0943575993215022,-1.8952199404397876,0.4541903059055921,0.4385719229077471,0.4563067663637591,,-0.7618721400511916,0.2271366935486749,316.0,300.0,253.0,305.0,174.0,174.0,27.0,161.0,97.0,20.0,31.0,78.0,43.0,29.0,64.0,16.0,57.0,156.5,289.5,179.5,287.0,39.0,25.0,92.0
293,293,763,SolTech Energy,Solar Energy,15.317,4739.597,0.617,747.673,1479.565,0.18256,1899.047,62.086,0.08394,-363.48,938.516,0.00407,-0.0266299999999999,-0.29146,Sweden,First North,SOLT,10.922,2022-02-24,SOLT.ST,0.0,19.414,1.532,2.023,-0.1523,2022-04-28,Q4-2021,Utilities,-0.3872922784481032,0.5053329863845116,0.0887112653689504,1.599693583083815,0.5848478673318741,0.558091609191301,0.5082549468815747,1.2301248006520198,-3.7205518693220014,3.488177719472163,104.0,101.0,208.0,52.0,290.0,34.0,115.0,109.0,119.5,250.0,61.0,19.0,261.5,187.0,98.0,283.0,65.0,200.0,152.0,144.0,99.0,177.0,80.0,93.0
30,30,21,Autoliv,Auto & Equipment,235.772,33.891,1.044,11250.99,65181.91,0.15221,73930.883,37.178,0.135,2181.4,22309.01,-0.19155,-0.13119,-0.18528,Sweden,Large Cap,ALIV SDB,17.253,2022-04-22,ALIV-SDB.ST,0.02986,20.92,1.086,3.314,-0.05371,2022-04-28,Q1-2022,Consumer Durables,0.0977811207220759,0.1726090873986356,-0.0192187555046192,-0.4530950094387943,0.3074793369171278,0.2781028235012202,0.3887546762956081,1.3156928113897222,0.9457810355099696,1.364400125014856,250.0,149.0,173.0,230.0,100.0,103.0,122.0,200.0,83.0,96.0,119.0,33.0,73.0,131.0,119.0,104.0,233.0,78.0,163.0,89.0,163.0,119.0,75.0,94.0
89,89,270,C-RAD,Medical Equipment,2.316,139.673,0.852,165.7,306.7,0.31277,1717.977,40.547,0.10861,12.3,231.1,-0.02677,-0.1209,-0.1314,Sweden,Small Cap,CRAD B,44.499,2022-01-27,CRAD-B.ST,0.0,67.534,6.577,7.434,0.13383,2022-04-28,Q4-2021,Health Care,0.0532237126784941,0.5402673622432345,0.0793591800289286,2.048881383311429,0.382048904856357,0.363300611681721,0.3549931709413318,1.2371916451043008,-0.3431628593013265,0.6498692124186933,132.0,144.0,147.0,33.0,141.0,133.0,217.0,288.0,261.0,139.0,212.0,150.0,261.5,153.0,44.0,126.0,55.0,124.5,140.0,120.5,63.0,74.0,222.0,95.0
315,315,349,Tethys Oil,Oil & Gas -Exploration,25.318,11.746,0.396,585.65,2418.25,0.07978,2965.213,52.663,0.06508,252.45,2181.1,0.30949,0.4193,0.45854,Sweden,Mid Cap,TETY,17.456,2022-02-08,TETY.ST,0.07808,20.613,3.095,1.36,0.01498,2022-04-28,Q4-2021,Energy,0.1157443491816056,0.2421792618629173,-0.1652890000400616,-3.0708366748143345,0.4573975282791395,0.4033737280341569,0.4933179028630283,0.8094195418020141,3.841833600119733,4.874120895831017,23.0,16.0,39.0,333.0,36.0,13.0,119.0,47.0,204.0,42.0,121.0,54.0,6.0,209.0,205.0,92.0,161.0,246.0,18.0,15.0,104.0,195.0,63.0,96.5
280,280,203,Sensys Gatso,Security & Surveillance,2.463,4739.597,0.635,205.935,797.494,0.0815,936.524,42.798,0.05799,-32.809,561.803,0.20095,0.04527,-0.17398,Sweden,Small Cap,SENS,20.724,2022-02-23,SENS.ST,0.0,28.782,1.848,1.667,0.0431,2022-04-28,Q4-2021,Technology,-0.0583994745489077,0.2582276481076974,0.1025204292534396,2.712414353492058,0.40388011260919,0.3663253558544228,0.3464128751039864,0.6338907844177313,0.9728874808068908,4.401623330111341,37.0,80.0,168.0,16.0,99.0,20.0,162.0,79.0,145.0,250.0,149.0,77.0,261.5,214.0,201.0,179.0,153.0,194.0,110.0,49.0,25.0,202.0,135.0,96.5
103,103,68,Elanders,Broadcasting & Publishing,6.351,4739.597,1.02,1755.0,12131.0,0.07478,4879.404,45.541,0.09855,-163.0,3440.0,-0.1492,-0.06122,-0.21305,Sweden,Mid Cap,ELAN B,16.652,2022-04-21,ELAN-B.ST,0.02609,14.394,0.394,1.418,0.34015,2022-04-28,Q1-2022,Consumer Durables,-0.0473837209302325,0.14467067842717,0.1418284999908193,3.0025055546845896,0.4095363051097164,0.3656787089316834,0.4329316466348712,1.3985422089639838,-1.9905085499007955,1.945061297695183,215.0,114.0,186.0,10.0,245.0,80.0,69.0,53.5,17.0,250.0,114.0,244.0,87.0,168.0,210.0,169.0,260.0,82.0,145.0,146.5,75.0,190.5,97.0,98.0
225,225,157,Nobia,Home Furnishings,15.763,9.807,1.291,5278.0,10629.0,0.15184,6590.339,38.734,0.1434099999999999,672.0,4923.0,-0.2232,-0.2705,-0.48434,Sweden,Mid Cap,NOBI,8.528,2022-02-01,NOBI.ST,0.0646,9.256,0.48,1.339,0.05394,2022-04-28,Q4-2021,Consumer Durables,0.1365021328458257,0.4965659986828488,-0.0969101744136764,-2.864561228515889,0.3482154951569459,0.3053872004733358,0.3100636882473826,1.8349709969445749,-3.0711994787644845,1.2459332434743942,269.0,227.0,270.0,331.0,278.0,106.0,29.0,45.0,27.0,30.0,33.0,84.0,10.0,124.0,120.0,82.0,70.0,42.0,264.0,218.0,303.0,57.0,4.0,99.0
113,113,1712,Epiroc B,Industrial Machinery,93.153,66.814,0.801,16370.0,52409.0,0.35185,203179.909,36.108,0.26609,3041.0,28754.0,0.03047,-0.08274,-0.06376,Sweden,Large Cap,EPI B,20.631,2022-04-25,EPI-B.ST,0.01792,26.328,4.842,7.066,0.11863,2022-04-28,Q1-2022,Industrials,0.105759198720178,0.3123509320918163,0.0248067264723408,0.5952290581847369,0.2941999770819148,0.2812032438265194,0.3819662371667517,0.7811425517833331,-0.726637712007158,-0.4601434041896579,88.0,121.0,130.0,110.0,147.0,226.0,148.0,284.0,243.0,120.0,148.0,137.0,110.0,43.0,35.0,98.0,124.0,136.0,111.0,216.0,140.0,54.5,173.0,100.0
115,115,77,Ericsson B,Communications,1111.918,8.343,0.733,102743.0,323935.0,0.29526,261692.69,40.384,0.2042899999999999,31367.0,109879.0,-0.30446,-0.16691,-0.31847,Sweden,Large Cap,ERIC B,6.286,2022-04-14,ERIC-B.ST,0.0318,11.658,1.101,2.382,0.19834,2022-04-28,Q1-2022,Technology,0.2854685608715041,0.3171716548072916,-0.0805094466795088,-1.43932359086881,0.3313606552945419,0.2575267389813904,0.5126583568954903,0.2240155417110862,-2.8080627831977303,-0.6959463752092301,302.0,171.0,216.0,293.0,272.0,234.0,52.0,137.0,86.0,27.0,18.0,187.0,67.0,71.0,48.0,32.0,120.0,158.0,196.5,260.0,274.0,52.0,44.0,101.0
267,267,195,Sandvik,Industrial Machinery,606.033,4739.597,0.615,41626.0,166401.0,0.18003,230179.831,37.516,0.17507,-14276.0,83846.0,-0.23414,-0.15826,-0.15,Sweden,Large Cap,SAND,13.42,2022-04-20,SAND.ST,0.02589,15.681,2.249,2.745,0.3359499999999999,2022-04-28,Q1-2022,Industrials,-0.1702645325954726,0.2501547466661859,0.0779631104576854,1.7382265147724287,0.308225537085059,0.2886856435842985,0.4110762918989548,1.2403964742603544,1.6141860114135012,1.5246366986057671,272.0,164.0,157.0,45.0,86.0,96.0,80.0,160.0,165.0,250.0,86.0,240.0,89.0,92.0,99.0,225.0,156.0,201.0,161.5,82.5,60.0,155.0,156.0,102.0
52,52,35,BioGaia,Health Products,16.907,125.337,0.369,582.949,2128.054,0.49134,11895.444,42.883,0.10455,94.908,1877.365,0.19473,0.11342,0.41587,Sweden,Mid Cap,BIOG B,41.03,2022-02-04,BIOG-B.ST,0.00616,60.607,15.151,6.336,0.11225,2022-04-28,Q4-2021,Food and Beverage,0.0505538347630854,0.2739352478837473,0.0316262384849201,0.7956963443787116,0.4022075609351497,0.3395032708910364,0.3642837693744463,0.7339761955560697,5.791287324639884,3.2649960014990835,38.0,64.0,44.0,94.0,13.0,40.0,212.0,275.0,299.0,137.0,207.0,133.0,164.5,161.0,27.0,127.0,144.0,250.0,43.0,18.0,18.0,133.0,220.5,103.0
133,133,383,G5 Entertainment,Gaming,15.176,10.89,2.102,810.447,625.791,0.62148,1656.381,55.637,0.40253,152.106,492.41,-0.3936699999999999,-0.60197,-0.66032,Sweden,Mid Cap,G5EN,6.948,2022-02-10,G5EN.ST,0.03848,7.799,1.259,3.364,0.05496,2022-04-28,Q4-2021,Consumer Durables,0.3089011189862106,1.2950761516225064,-0.0544173257113455,-0.9164341547483272,0.5043197916262198,0.4603239738126665,0.5442213450846128,0.7982080413966425,-12.65767472457364,-12.882426258047092,325.0,327.0,303.0,265.0,347.0,347.0,17.0,202.0,98.0,37.0,25.0,86.0,50.0,12.0,21.0,28.0,2.0,8.0,326.0,347.0,336.0,5.0,34.0,104.0
285,285,206,SinterCast,Industrial Components,0.662,42.411,0.813,79.2,136.8,0.30878,928.79,44.61,0.27878,21.9,121.6,-0.06429,-0.13588,-0.12433,Sweden,Small Cap,SINT,29.552,2022-04-27,SINT.ST,0.03817,27.398,8.352,7.638,0.0148399999999999,2022-04-28,Q1-2022,Industrials,0.1800986842105263,0.5789473684210527,-0.0456428372205394,-0.9073416842878056,0.3415055633567544,0.2852114334804443,0.4610429788858335,1.1736715493655172,1.415608017992077,1.000694180390471,156.0,153.0,144.0,264.0,92.0,118.0,156.0,290.0,272.0,105.0,189.0,53.0,52.0,38.0,45.0,63.0,40.0,132.0,141.5,90.5,169.0,37.0,170.0,105.0
154,154,102,Holmen B,Forest & Wood Products,155.778,33.376,0.285,12210.0,72130.0,0.07804,88146.509,30.468,0.0804299999999999,2641.0,47393.0,0.2369399999999999,0.39758,0.4350699999999999,Sweden,Large Cap,HOLM B,19.167,2022-04-28,HOLM-B.ST,0.0212,23.04,3.891,1.86,0.14859,2022-04-28,Q1-2022,Materials,0.0557255290865739,0.1692776930542076,0.01690561441843,0.4662976915385766,0.2434143471206721,0.2336220563645498,0.3322823987679276,0.4723951205866024,0.808367337017247,11.222559396297994,30.0,19.0,42.0,123.0,104.0,1.0,131.0,94.0,222.0,93.0,131.0,159.0,104.0,191.0,206.0,124.0,234.0,273.0,22.5,43.0,31.0,222.0,124.0,106.0
344,344,594,Zinzino,Health Products,0.884,10.241,2.129,427.52,605.206,-2.18453,1449.186,49.774,0.56819,141.51,151.718,-0.14851,-0.3553199999999999,-0.44814,Sweden,First North,ZZ B,10.799,2022-02-28,ZZ-B.ST,0.0465099999999999,16.662,1.057,9.552,0.252,2022-04-28,Q4-2021,Food and Beverage,0.9327172781080688,0.706404100422005,0.0959656546918503,2.206555161295713,0.4623114992379398,0.4337891757631152,0.3986031117238516,1.4937375927357297,-6.332417555393811,-3.1351504467241766,214.0,272.0,262.0,29.0,323.0,304.0,87.0,307.0,81.0,34.0,59.0,210.0,36.0,4.0,339.0,4.0,22.0,7.0,284.5,324.0,231.0,43.5,103.0,107.0
143,143,426,Gränges,Industrial Components,25.302,4739.597,1.116,5980.0,18070.0,0.08449,8451.566,50.734,0.08514,-982.0,7247.0,-0.29646,-0.14973,-0.3093,Sweden,Mid Cap,GRNG,15.559,2022-04-21,GRNG.ST,0.0283,13.698,0.419,1.166,0.2842,2022-04-28,Q1-2022,Industrials,-0.1355043466261901,0.3309352517985611,0.0124409650380264,0.2106960952583341,0.4320407635431461,0.3766624216434203,0.5411743766314575,1.7227053149634726,0.0638035474202707,1.6837306952893951,299.0,160.0,212.0,158.0,128.0,89.0,64.0,32.0,23.0,250.0,104.0,221.0,77.0,183.0,195.0,208.0,113.0,69.0,193.0,96.0,143.0,151.0,84.0,108.0
98,98,64,Doro,Consumer Electronics,0.817,4739.597,1.049,379.3,990.9,0.25951,643.965,92.92,0.1964999999999999,-69.5,422.9,-0.07733,-0.5961500000000001,-0.55357,Sweden,Small Cap,DORO,5.336,2022-02-17,DORO.ST,0.0,7.581,0.619,1.523,-0.3733599999999999,2022-04-28,Q4-2021,Consumer Durables,-0.164341451879877,0.3827833282874155,0.012614422228573,0.0777612081463129,0.7994463053324378,0.4076026977077295,1.4867707456860106,1.1130330629958771,-2.036102495726834,-1.8502651210288177,164.0,326.0,280.0,167.0,248.0,273.0,16.0,62.0,41.5,250.0,13.0,5.0,261.5,80.0,62.0,222.0,92.0,77.0,312.0,265.0,273.0,84.0,21.0,109.0
162,162,110,Indutrade,Industrial Components,96.109,98.156,0.987,7609.0,22000.0,0.18398,83726.821,41.702,0.20334,853.0,10303.0,0.01278,-0.09381,0.03419,Sweden,Large Cap,INDT,31.581,2022-02-02,INDT.ST,0.01,39.903,3.856,8.126,0.22481,2022-04-28,Q4-2021,Industrials,0.0827914199747646,0.3458636363636364,0.0125152400368031,0.2905619520522793,0.337253115862386,0.3262934963349014,0.394766309932233,1.356957177655424,-0.3214835850673739,0.9319544465221088,97.0,126.0,100.0,148.0,140.0,123.0,191.0,299.0,219.0,130.0,194.0,196.0,142.0,74.0,97.0,111.0,106.0,86.0,98.5,116.0,103.0,67.0,209.0,110.0
181,181,231,Kindred,Gambling & Casinos,92.915,35.302,0.944,7884.72,14243.29,0.5018,19206.316,41.309,0.4084899999999999,544.055,6530.99,-0.20514,-0.30796,-0.44915,Sweden,Large Cap,KIND SDB,5.911,2022-04-28,KIND-SDB.ST,0.04704,7.103,1.429,2.941,0.16649,2022-04-28,Q1-2022,Consumer Durables,0.0833036032821976,0.553574349746442,-0.0219845069905557,-0.4132254840339804,0.4271895578515635,0.3829513529348944,0.4876062648267021,1.259943327240519,-3.778329743213212,-1.1121181998628202,261.0,246.0,263.0,225.0,291.0,251.0,13.0,180.0,111.0,100.0,17.0,169.0,32.0,11.0,26.0,110.0,50.0,95.5,273.0,275.0,286.0,33.0,64.0,111.0
125,125,1546,Ferronordic,Industrial Components,28.125,7.057,1.564,1111.0,3973.0,0.50842,613.977,93.063,0.3079,87.0,1101.0,-0.8365600000000001,-0.8558,-0.79881,Sweden,Mid Cap,FNM,1.681,2022-02-18,FNM.ST,0.0,1.811,0.099,0.558,0.51201,2022-04-28,Q4-2021,Industrials,0.0790190735694822,0.2796375534860307,-0.0570920843441599,-1.0675684555056022,0.7362766589695166,0.5625384560096884,0.4901396191329168,2.424200788494694,-2.491658964368786,-3.5944832445979635,347.0,343.5,318.0,274.0,262.0,314.0,1.0,4.0,1.0,22.0,1.0,284.0,261.5,28.0,24.0,112.0,137.0,23.0,338.0,299.0,332.0,40.0,13.0,112.0
175,175,116,JM,Homebuilding,72.847,7.043,0.848,2795.0,17233.0,0.26802,15987.846,34.621,0.20888,2270.0,8608.0,-0.33119,-0.36738,-0.2525799999999999,Sweden,Large Cap,JM,6.6,2022-02-02,JM.ST,0.0588999999999999,8.851,1.094,1.857,0.03408,2022-04-28,Q4-2021,Industrials,0.2637081784386617,0.1621888237683514,-0.0295221296375779,-0.9464190135899416,0.2946166744188687,0.286640037534019,0.2858932286817234,1.5101338782981406,-1.7096448795331742,-1.489708214494451,312.0,279.0,200.0,268.0,237.0,257.0,25.0,93.0,85.0,19.0,23.0,67.0,16.0,69.0,57.0,39.0,244.0,126.5,253.5,255.0,289.0,85.0,12.0,113.0
226,226,249,Nokia,Communications,43.377,4739.597,0.555,93775.742,418623.188,0.09804,271113.542,27.252,0.0851099999999999,-2809.76,185661.094,-0.10887,-0.05019,0.38515,Sweden,Large Cap,NOKIA SEK,9.973,2022-04-28,NOKIA-SEK.ST,0.01736,16.99,1.168,1.46,0.09964,2022-04-28,Q1-2022,Technology,-0.0151338115028019,0.2240099084047871,-0.0625361421223535,-2.221115010325032,0.2785580562851343,0.2578405774606318,0.2580475154271861,0.8591101921267346,7.874592226560027,3.469604116837854,185.0,109.0,46.0,318.0,4.0,36.0,92.0,58.0,94.0,250.0,55.0,125.0,115.0,184.0,169.0,160.0,189.0,221.5,59.0,12.0,112.0,198.0,81.0,114.0
235,235,168,OEM International,Industrial Components,4.688,93.774,1.625,1459.0,2453.0,0.38638,10315.114,48.947,0.32307,110.0,1526.0,-0.06767,-0.2093499999999999,0.09244,Sweden,Mid Cap,OEM B,16.636,2022-04-26,OEM-B.ST,0.04032,20.923,2.585,6.76,0.13828,2022-04-28,Q1-2022,Industrials,0.0720838794233289,0.5947818997146351,-0.026592455218015,-0.4982348631117958,0.486165704611158,0.4517349921912081,0.4891746763370646,0.9819628877412538,-0.0913704687816072,-3.171551149164407,157.0,202.0,86.0,232.0,131.0,305.0,123.0,280.0,188.0,129.0,113.0,152.0,46.0,25.0,32.0,116.0,36.0,22.0,138.0,234.0,213.0,22.0,157.0,115.0
39,39,29,Beijer Alma,Industrial Components,22.441,4739.597,0.808,1883.6,7187.6,0.21079,12383.841,45.784,0.20423,-867.3,2839.4,-0.11039,-0.11613,0.15953,Sweden,Mid Cap,BEIA B,17.452,2022-04-26,BEIA-B.ST,0.01703,21.249,2.131,4.361,0.45885,2022-04-28,Q1-2022,Industrials,-0.3054518560259209,0.2620624408703879,0.0068877053824006,0.1258427464261853,0.380736072499888,0.3628433240855977,0.5016329057617929,1.5718111010252511,3.0667275470537567,3.169893966640117,187.0,141.0,75.0,163.0,50.0,43.0,125.0,236.0,160.0,250.0,120.0,271.0,118.0,72.0,83.0,265.0,150.0,134.0,96.0,36.0,66.0,130.5,196.0,116.5
157,157,104,Husqvarna B,Consumer Electronics,165.183,4739.597,0.852,15592.0,57189.0,0.18874,52850.745,34.746,0.1866,-3479.0,23657.0,-0.27193,-0.23964,-0.23167,Sweden,Large Cap,HUSQ B,11.411,2022-04-21,HUSQ-B.ST,0.03272,11.842,1.085,2.234,0.15303,2022-04-28,Q1-2022,Consumer Durables,-0.1470600667878429,0.2726398433265138,0.026230028338522,0.6446840840068976,0.315345225857035,0.2936174855081144,0.3728992023349782,1.420105277533169,-0.4942240511756244,-0.2039831670558516,285.0,215.0,191.0,104.0,144.0,216.0,54.0,125.0,82.0,250.0,67.0,161.0,62.0,86.0,94.0,212.0,145.0,124.5,213.0,213.0,180.0,118.0,94.5,116.5
14,14,1358,Alcadon Group,Electrical Components,3.266,4739.597,0.944,76.8,817.3,0.12902,1403.188,54.472,0.09791,-10.8,478.7,-0.23611,-0.0856799999999999,0.8668399999999999,Sweden,First North,ALCA,22.026,2022-04-22,ALCA.ST,0.00699,29.593,1.819,2.931,0.3402799999999999,2022-04-28,Q1-2022,Industrials,-0.0225611029872571,0.0939679432277009,0.0886510201650537,1.4991514945778202,0.4929908045648294,0.4434671540979092,0.5419732586209649,1.6414744763883284,4.3739875381594935,0.8053157604687152,273.0,123.0,18.0,56.0,24.0,128.0,164.0,177.0,140.0,250.0,157.0,245.0,160.0,169.0,141.0,162.0,289.0,95.5,55.0,63.5,24.0,182.0,188.0,118.0
17,17,1477,Alligo,Industrial Components,3.691,17.508,1.215,3888.0,7671.0,0.09498,6057.814,71.227,0.13346,346.0,3055.0,-0.40381,-0.44131,-0.35466,Sweden,Mid Cap,ALLIGO B,16.028,2022-04-28,ALLIGO-B.ST,0.01471,14.848,0.647,1.983,-0.05296,2022-04-28,Q1-2022,Industrials,0.1132569558101473,0.5068439577630035,-0.0164451058070909,-0.158491687453011,0.5699708255264029,0.4551950538617483,0.9509765891652162,1.326347487146612,-2.7027875298963107,-2.754286131310496,329.0,302.0,232.0,195.0,268.0,299.0,74.0,101.0,46.0,65.0,107.0,34.0,124.0,133.0,179.0,94.0,64.0,51.0,284.5,293.0,285.0,82.0,30.0,119.0
227,227,158,Nolato,Chemicals,36.112,41.222,1.155,1817.0,10055.0,0.24258,18384.98,45.087,0.24329,446.0,4768.0,-0.25694,-0.41416,-0.2026899999999999,Sweden,Large Cap,NOLA B,14.237,2022-02-07,NOLA-B.ST,0.0278399999999999,15.797,1.584,3.856,0.15788,2022-04-28,Q4-2021,Materials,0.0935402684563758,0.1807061163600199,0.0535931992344588,1.5449096710068315,0.3654970170563104,0.3256669959026773,0.3179407791093708,1.1241268831174562,-2.633562893269958,-3.5672399809213866,280.0,289.0,181.0,53.0,265.0,313.0,81.0,218.0,124.0,104.0,90.0,164.0,79.0,56.0,68.0,105.0,228.0,60.0,248.0,302.0,212.0,80.5,105.0,120.0
202,202,137,Mekonomen,Auto & Equipment,10.92,6.126,0.93,5843.0,13229.0,0.10028,6284.854,38.699,0.10939,1026.0,5229.0,-0.17051,-0.33213,-0.239,Sweden,Mid Cap,MEKO,9.562,2022-02-11,MEKO.ST,0.02693,10.975,0.501,1.202,0.08497,2022-04-28,Q4-2021,Consumer Durables,0.1962134251290878,0.4416811550381737,-0.0958863105691153,-2.568108045876879,0.3905117928060915,0.3456941568940013,0.3422023282848135,1.6239320640368735,-1.398637245813105,-2.284152484874494,232.0,258.0,193.0,325.0,222.0,287.0,46.0,34.0,30.0,15.0,49.0,109.0,83.0,150.0,165.0,55.0,79.0,101.0,234.5,261.0,305.0,87.0,6.0,121.0
