,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
438,438,1378,Volati,Holding Companies,9.462,-34.912,1.122,2412.0,5623.0,0.2248,12673.198,61.751,0.26243,-363.0,1872.0,-0.27123,0.13031,0.5555599999999999,Sweden,Large Cap,VOLO,22.913,2022-02-11,VOLO.ST,0.01065,25.551,2.009,6.77,-0.1357199999999999,Q4-2021,Financials,-0.1939102564102564,0.4289525164502934,-0.1787201615825845,-3.2105621809931315,0.5194939966795383,0.4754850663486726,0.51019019255599
439,439,236,Volvo B,Industrial Machinery,804.363,11.689,0.722,89753.0,515856.0,0.17139,375903.937,24.911,0.2275,32158.0,141045.0,-0.10262,-0.0566399999999999,-0.16542,Sweden,Large Cap,VOLV B,9.983,2022-01-28,VOLV-B.ST,0.07032,11.463,1.01,2.665,0.00986,Q4-2021,Industrials,0.2279981566166826,0.173988477404547,-0.0315011294261919,-1.236860631989695,0.2587356567678206,0.2347002137104016,0.2334237283304984
440,440,2289,Volvo Car,Auto & Equipment,304.298,-36.523,0.994,60413.0,283824.0,0.2124299999999999,178413.897,71.271,0.1320899999999999,-4885.0,90418.0,-0.1977499999999999,-0.81553,-0.95301,Sweden,Large Cap,VOLCAR B,6.588,2022-02-11,VOLCAR-B.ST,,14.221,0.633,1.973,0.08201,Q4-2021,Consumer Durables,-0.0540268530602313,0.21285374034613,-0.0290797900679842,-0.4203938316388332,0.7078322713235294,0.6692798605526052,0.6339785655772834
441,441,2001,Wästbygg,Construction & Infrastructure,2.848,-6.208,0.963,519.0,4101.0,0.14614,3010.854,26.889,0.1376399999999999,-485.0,1747.0,-0.1167,-0.1217,-0.06993,Sweden,Mid Cap,WBGR B,12.17,2022-02-11,WBGR-B.ST,0.03759,12.493,0.762,1.723,0.29369,Q4-2021,Industrials,-0.2776187750429307,0.1265544989027066,-0.0437215605665296,-1.5821834459088089,0.2368170607192468,0.2159347902503412,0.2532669158128284
442,442,240,XANO Industri,Industrial Components,4.134,-33.527,0.902,776.0,3495.0,0.24593,6873.045,56.783,0.25503,-205.0,1341.0,-0.21405,-0.32277,0.46417,Sweden,Mid Cap,XANO B,16.872,2022-02-10,XANO-B.ST,0.01489,19.878,2.181,5.125,0.40587,Q4-2021,Industrials,-0.1528709917971663,0.2220314735336194,0.0596121085434386,0.955488985993032,0.5436748709456726,0.5232782080185905,0.5718056487115251
443,443,983,Xbrane Biopharma,Biotechnology,4.299,-7.748,,,696.994,-1.7809700000000002,2155.944,65.164,-0.4734899999999999,-278.266,462.431,-0.19382,-0.36784,-0.0600399999999999,Sweden,Mid Cap,XBRANE,-8.607,2021-10-29,XBRANE.ST,,-9.846,,4.662,1.2051,Q3-2021,Health Care,-0.6017459902125939,,-0.0329194961367262,-0.7448581812020388,0.6024812348508439,0.5546353692826956,0.4050598803732161
444,444,1524,Xspray Pharma,Biotechnology,1.154,-7.639,,-37.911,622.903,-0.3051,1202.542,93.659,-0.16341,-157.425,591.752,-0.22103,-0.54782,-0.50928,Sweden,Mid Cap,XSPRAY,-9.534,2022-02-18,XSPRAY.ST,,-11.568,1833.143,2.032,0.0290799999999999,Q4-2021,Health Care,-0.2660320539685544,-0.0608618035231809,0.0204787963771293,0.3736596515261823,0.8692158364077177,0.4996138947079499,0.5023054223621837
445,445,372,Xvivo Perfusion,Medical Equipment,19.325,-30.42,0.168,188.121,1542.596,-0.0178,6076.794,57.158,0.00634,-199.762,1285.45,-0.27719,-0.51813,-0.29573,Sweden,Mid Cap,XVIVO,-307.267,2022-01-27,XVIVO.ST,,725.863,23.518,4.727,0.34103,Q4-2021,Health Care,-0.1554023882686996,0.1219509191000106,0.1743553018425037,3.4042487753312303,0.4815054783560156,0.4627835606610827,0.4694112688238568
446,446,594,Zinzino,Health Products,1.067,11.217,2.236,424.002,554.151,-8.48059,1307.638,43.367,0.7041299999999999,116.574,135.251,-0.35333,-0.36184,-0.48677,Sweden,First North,ZZ B,9.248,2021-11-19,ZZ-B.ST,0.03222,13.609,0.999,9.668,0.26616,Q3-2021,Food and Beverage,0.8619085995667315,0.7651380219470867,-0.0400998752589261,-0.7376503375194033,0.4181595435955794,0.3908765936719358,0.4982325754781672
447,447,1748,Zordix,Gaming,2.515,-4.589,0.311,132.185,657.111,-0.0015,844.542,60.1,-0.04212,-184.023,280.886,-0.46814,-0.56687,-0.44359,Sweden,First North,ZORDIX B,-1174.407,2021-11-25,ZORDIX-B.ST,,-47.776,3.417,3.007,11.09459,Q3-2021,Consumer Durables,-0.6551519121636535,0.2011608388841459,0.001530108210292,0.0204940759564593,0.619049047326684,0.5592408955951096,0.6842793702954837
448,448,1913,Zwipe,Biometric,1.439,-12.695,0.017,-2.912,100.799,-8.83322,638.327,48.777,-0.61601,-50.283,91.559,-0.3452199999999999,-0.35501,-0.3297099999999999,Sweden,First North,ZWIPE,-9.872,2021-09-02,ZWIPE.ST,,-10.07,317.591,6.972,0.5329,Q2-2021,Technology,-0.5491868631155867,-0.028889175487852,0.1638903506762579,2.9061531342070728,0.5827120632517296,0.5402663413831276,0.5168619153661536
449,449,242,Öresund,Holding Companies,4.264,19.005,,,6765.3,0.19195,5382.227,29.907,0.1891,283.2,6678.4,-0.18569,-0.27628,-0.06477,Sweden,Mid Cap,ORES,4.16,2022-01-27,ORES.ST,0.0549,4.262,,0.806,0.17051,Q4-2021,Financials,0.0424053665548634,,0.0692865174360164,2.2754437637440814,0.2838082465071294,0.2710463002477857,0.2790758583881516
