,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,OCF,Total Equity,EV,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,EV/S,P/B,Cash.f.Fin.,Info - Stock price,Info - Report,Sector,CF_prof,GPA,Financing_Yield,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Total_Mom_6m
16,438,Samhällsbyggnadsbolag B,Real Estate,492.876,-1.137,0.035,4614.0,196348.0,0.02463,28887.211,73.445,0.20742000000000002,1224.0,76797.0,119116.203,-0.6805800000000001,-0.5607099999999999,Sweden,Large Cap,SBB B,28.047,2022-07-14,SBB-B.ST,0.0753,1.683,17.356,0.376,18419.0,2022-07-28,Q2-2022,Financials,0.006233829730885978,0.023499093446329986,0.09380793285391244,-0.16946640602791374,-2.1309021020644354,0.5910464470005461,0.5211792155701335,0.7288862614783346,1.3196526828642356,-17.87154561440318,-29.05230119087163,-0.7267363574358063
17,175,Peab,Construction & Infrastructure,32.793,-20.397,1.233,6075.0,49953.0,0.15711,19968.57,41.531,0.19338999999999998,686.0,12736.0,35837.57,-0.35082,-0.28196,Sweden,Large Cap,PEAB B,11.602,2022-07-15,PEAB-B.ST,0.07413,8.079,0.582,1.568,1939.0,2022-07-28,Q2-2022,Industrials,0.013732908934398335,0.1216143174584109,0.038816487498248356,0.011755311568545368,0.25457264381612976,0.31798279225471354,0.29814219662575836,0.42321597696536184,1.0737056145994799,2.4419474586465153,-6.888473512405698,-0.3335405401086079
18,116,JM,Homebuilding,62.733,11.198,0.895,2891.0,16975.0,0.22365,12709.54,39.903,0.20378,1152.0,8210.0,11092.54,-0.46834000000000003,-0.35497999999999996,Sweden,Large Cap,JM,5.285,2022-07-12,JM.ST,0.07409,7.408,0.73,1.548,-1641.0,2022-07-28,Q2-2022,Industrials,0.06786450662739323,0.17030927835051546,-0.09667157584683359,-0.05642164727687127,-1.3935108101715834,0.335206507910662,0.33073340307110016,0.37108642084882787,1.1083812433018516,-4.730659534343802,-30.120822414185355,-0.5311247280752044
19,236,Volvo B,Industrial Machinery,642.324,191.369,0.718,97676.0,573694.0,0.14343,364557.312,36.231,0.2091,21430.0,152094.0,409257.312,-0.13349,-0.07602,Sweden,Large Cap,VOLV B,9.762,2022-07-19,VOLV-B.ST,0.07251,11.207,0.994,2.397,-19303.0,2022-07-28,Q2-2022,Industrials,0.037354408447709056,0.17025801211098598,-0.03364685703528362,0.02668732652186212,0.7396276145865796,0.28845069181851984,0.268560331355839,0.33069802011325494,1.1222914229450656,9.508132811576715,10.754213466679955,-0.05469980409789332
20,159,Nordea Bank,Banks,594.76,1.332,0.015,66612.0,6353984.0,0.00817,372416.406,33.752,0.10808,283618.406,319165.594,372416.406,-0.09379,0.04627,Sweden,Large Cap,NDA SE,8.118,2022-07-18,NDA-SE.ST,0.07232,11.075,3.901,1.167,-90854.398,2022-07-28,Q2-2022,Financials,0.04463631101368842,0.010483501374885426,-0.014298808117867467,0.03288214817617496,1.0098943619910847,0.2779671666359403,0.2513785225965634,0.29841721808009486,0.9587764122678658,7.875287675963842,4.334793054529985,-0.06843832495201008
21,393,Fastator,Real Estate,1.197,-0.825,0.058,308.166,7976.396,0.10836,1091.091,38.179,0.17038,249.726,2058.109,5258.653,-0.30323,-0.18878,Sweden,Mid Cap,FASTAT,7.118,2022-05-05,FASTAT.ST,0.07123,2.584,11.383,0.53,1565.192,2022-07-28,Q1-2022,Financials,0.03130812462169632,0.03863474180569771,0.19622797062733596,-0.014769623718670188,-0.37211224993937575,0.3727593607036583,0.3631809824322364,0.3637768909131487,0.9233303505698502,-7.540610535915706,-14.77604307064301,-0.3258102889122727
22,407,Kallebäck Property,Real Estate,0.719,8.984,0.06,68.056,1211.103,0.061040000000000004,646.05,21.736,0.18831,77.153,567.729,1060.598,-0.12808,-0.04061,Sweden,First North,KAPIAB,16.19,2022-02-25,KAPIAB.ST,0.0678,6.043,14.679,1.138,-33.685,2022-07-28,Q4-2021,Financials,0.06370473857301981,0.05619340386408092,-0.027813489026119166,-0.012533305754316104,-0.6211763174597227,0.18023523289033447,0.1513098375248078,0.1849227689878993,0.2722090571872376,-4.235580174014622,-4.733120377727779,-0.08340940065691826
23,19,Atlas Copco A,Industrial Machinery,494.773,39.496,0.808,50527.0,149243.0,0.31472,559031.188,39.67,0.30879999999999996,21034.0,65845.0,579468.188,-0.13796,-0.17116,Sweden,Large Cap,ATCO A,22.053,2022-07-19,ATCO-A.ST,0.06687,27.223,4.807,8.49,-18735.0,2022-07-28,Q2-2022,Industrials,0.14093793343741415,0.3385552421219086,-0.12553352586050937,0.05272877452829361,1.0813707427414996,0.35187978432996014,0.33225839339149105,0.446902419360031,1.1485721445031323,-0.7648990245584538,3.248834158142129,-0.09566516545601189
24,70,Electrolux B,Consumer Electronics,327.617,-6.516,1.038,21605.0,125385.0,0.13066,39752.852,40.743,0.14297,1518.0,20599.0,55664.852,-0.22612,-0.33837000000000006,Sweden,Large Cap,ELUX B,11.958,2022-07-21,ELUX-B.ST,0.0655,13.259,0.428,1.93,-493.0,2022-07-28,Q2-2022,Consumer Durables,0.012106711329106352,0.17230928739482393,-0.003931889779479204,-0.039490365326655064,-0.9479120054736911,0.31601167377717254,0.29006107399275,0.38182360237208546,1.0018488854908922,2.168324667428835,-2.876230265051867,-0.2999709803750984
25,112,Intrum,Consumer Lending,45.29,26.445,0.197,8404.0,93848.0,0.08127000000000001,25123.211,35.837,0.11067,10314.0,22466.0,77336.211,-0.25326,-0.15618,Sweden,Large Cap,INTRUM,12.344,2022-07-21,INTRUM.ST,0.06541000000000001,8.812,4.176,1.118,817.0,2022-07-28,Q2-2022,Financials,0.10990111669934362,0.08954905805131702,0.008705566447873157,-0.03380098440621859,-1.0433858452135607,0.3253114628749854,0.2985154221747255,0.29690947086562125,1.3684427718968786,11.251688193008857,16.19721376240656,-0.026450649442905427
26,31,Bergs Timber,Forest & Wood Products,2.041,18.731,1.331,1465.0,2671.0,0.24919,1629.631,53.222,0.26087,252.0,1771.0,1907.631,-0.054329999999999996,-0.03101,Sweden,Small Cap,BRG B,4.12,2022-07-25,BRG-B.ST,0.06383,3.527,0.537,0.92,-19.0,2022-07-28,Q2-2022,Materials,0.0943466866342194,0.5484837139648072,-0.00711344065892924,0.011983043061212117,0.1993592835131411,0.462540625159545,0.44954952474539633,0.5508968623505329,0.7833904029138632,-3.8758188652147942,5.454489858083154,0.056748669368755555
27,38,Björn Borg,Clothing & Footwear,1.076,8.956,1.273,458.572,636.34,0.26516,988.316,34.926,0.24571,119.535,357.531,1083.386,-0.11685000000000001,0.19088000000000002,Sweden,Small Cap,BORG,9.763,2022-05-19,BORG.ST,0.06361,11.25,1.337,2.764,-114.048,2022-07-28,Q1-2022,Consumer Durables,0.18784769148568373,0.7206399094823521,-0.17922494264072664,0.028431248299834344,0.5884785815566441,0.4474512653476805,0.39324917944317406,0.442797245369361,0.8205121236052338,12.101361728972742,3.253989973459436,0.01331817951569092
28,242,Öresund,Holding Companies,2.413,9.556,,,4961.9,-0.40935000000000005,4962.375,32.834,-0.38593000000000005,65.2,4748.8,4591.375,-0.22663,-0.32732999999999995,Sweden,Mid Cap,ORES,-2.557,2022-07-08,ORES.ST,0.059519999999999997,-2.709,,1.045,-287.3,2022-07-28,Q2-2022,Financials,0.0131401277736351,,-0.05790120719885528,-0.0262247582817543,-0.7311087696866094,0.3005794941433482,0.29852426934478393,0.32875256019586013,0.7582869314732757,-12.326030981304756,-4.206670271063135,-0.2236323067366488
29,207,Skanska,Construction & Infrastructure,178.45,15.652,1.056,15059.0,144459.0,0.14010999999999998,70732.492,36.616,0.12838,3450.0,47653.0,59630.488,-0.26117999999999997,-0.28305,Sweden,Large Cap,SKA B,7.971,2022-07-21,SKA-B.ST,0.059359999999999996,11.332,0.391,1.484,-5310.0,2022-07-28,Q2-2022,Industrials,0.023882208792806264,0.10424411078575928,-0.036757834402840944,0.06675241643656071,1.6673121188260336,0.2897310548586378,0.2567038866004827,0.3669354977844686,0.9907622124491061,-5.618285319493,1.755931676607546,-0.1913974722058741
30,151,NCC B,Construction & Infrastructure,43.181,52.824,1.767,4609.0,30928.0,0.14841,11093.0,35.199,0.23392,292.0,6327.0,15476.0,-0.33137,-0.30129,Sweden,Large Cap,NCC B,8.665,2022-07-19,NCC-B.ST,0.05865,7.403,0.283,1.753,-837.0,2022-07-28,Q2-2022,Industrials,0.009441282979824108,0.1490235385411278,-0.027062855664769788,-0.12212017335387637,-3.338671649061326,0.2827442346402626,0.25944125164916004,0.3352380809491148,0.9740343644946091,1.3717690338403337,-5.663285833907945,-0.3238142526098021
31,2001,Wästbygg,Construction & Infrastructure,0.525,-2.738,0.93,459.0,4405.0,0.09074,1946.868,38.771,0.09584,-557.0,1749.0,1960.868,-0.39799999999999996,-0.3533,Sweden,Mid Cap,WBGR B,13.16,2022-05-05,WBGR-B.ST,0.05814,11.679,0.479,1.113,662.0,2022-07-28,Q1-2022,Industrials,-0.1264472190692395,0.10419977298524404,0.15028376844494892,-0.037016984324183766,-1.465235054299137,0.31838358567234043,0.2793337320630308,0.2315439180448848,,-2.7574594356767452,-0.8588692425577756,-0.3717935377299605
32,222,Tele2 B,Telecommunications,314.09,5.163,0.411,11047.0,66305.0,0.12344,81105.906,31.842,0.24844000000000002,9747.0,21196.0,111140.898,-0.14286,-0.02757,Sweden,Large Cap,TEL2 B,16.924,2022-07-19,TEL2-B.ST,0.057839999999999996,15.289,4.081,3.826,-17518.0,2022-07-28,Q2-2022,Telecom,0.1470024885001131,0.16660885302767514,-0.26420330291833194,-0.04542557092673338,-1.5083940777260978,0.22029973710236847,0.19874726810640853,0.27601025532021606,0.49651845155216046,10.208779400369611,6.570046905881753,0.0037544734235201993
33,741,Coor Service Management,Business Support & Services,14.957,120.636,1.589,1290.0,7089.0,0.11733,7961.977,33.966,0.14546,753.0,2028.0,9733.978,0.04331,0.12692,Sweden,Mid Cap,COOR,22.023,2022-07-15,COOR.ST,0.05776,26.825,0.864,3.926,282.0,2022-07-28,Q2-2022,Industrials,0.10622090562843843,0.18197206940330088,0.03977994075327973,-0.06753129038652717,-1.732713895045168,0.3003075004049249,0.28013669316591544,0.35720524993681924,0.9750349507025542,21.456778989174676,18.31177955641391,0.10178673811703942
34,99,Hexpol,Chemicals,49.921,33.858,0.849,3772.0,22400.0,0.22008,35821.449,37.764,0.20971,2201.0,12069.0,39112.449,0.00726,-0.05902,Sweden,Large Cap,HPOL B,12.024,2022-07-15,HPOL-B.ST,0.05769,14.153,2.056,2.968,-59.0,2022-07-28,Q2-2022,Materials,0.09825892857142857,0.16839285714285715,-0.0026339285714285714,0.04090467887266169,1.0877984068019952,0.3189191674100077,0.3024163193127297,0.3446388338863474,1.1715965609768124,8.536347341052211,12.919062102712465,-0.0004319012056422933
35,33,Bilia,Auto & Equipment,23.043,8.574,2.067,6093.0,16635.0,0.21161000000000002,13460.78,42.802,0.39612,1611.0,4173.0,17371.779,0.03479,-0.24592,Sweden,Large Cap,BILI A,8.332,2022-07-22,BILI-A.ST,0.05722000000000001,7.964,0.505,3.226,-2019.0,2022-07-28,Q2-2022,Consumer Durables,0.09684400360685302,0.36627592425608657,-0.12137060414788098,-0.025519894445321212,-0.6639228106856206,0.3680674151278386,0.3227849120427556,0.35229049564421117,1.0019863631707475,-9.083529644447209,3.4515393584699288,-0.024860076721785918
36,1082,Resurs Holding,Consumer Lending,9.808,6.339,0.07,1782.275,44247.25,0.02535,4640.0,37.825,0.12113,905.831,7309.005,4640.0,-0.38624,-0.40466,Sweden,Mid Cap,RESURS,4.157,2022-07-21,RESURS.ST,0.05647,5.241,1.488,0.635,-1363.568,2022-07-28,Q2-2022,Financials,0.020472029335156423,0.04027990440083847,-0.030817011226686404,-0.0076494346174271755,-0.17554002868975038,0.37730629803250637,0.30550573506370354,0.3993859795924982,1.032315001129979,2.710070432151133,-1.4867795724786728,-0.35178204112511635
37,210,Softronic,IT Consulting,0.762,13.323,1.991,528.2,412.3,0.5649799999999999,1278.982,35.623,0.36384,106.1,225.1,1248.782,-0.08474999999999999,0.11039,Sweden,Small Cap,SOF B,11.871,2022-07-15,SOF-B.ST,0.05556,15.617,1.521,5.682,-89.8,2022-07-28,Q2-2022,Technology,0.25733689061363085,1.2811059907834101,-0.21780257094348773,-0.0463463727173119,-1.272724221507405,0.3968497517437542,0.37334310649677704,0.3337498533848439,0.7565243005902492,6.136260612653164,5.749244788532448,0.0554260731917493
38,32,Betsson,Gambling & Casinos,23.976,19.319,0.726,4450.746,9680.395,0.18112999999999999,10123.84,36.059,0.16208999999999998,1227.802,6263.48,9916.438,0.41014,0.07572,Sweden,Mid Cap,BETS B,9.167,2022-07-21,BETS-B.ST,0.055549999999999995,9.551,1.412,1.616,-97.872,2022-07-28,Q2-2022,Consumer Durables,0.1268338740309667,0.45976904868034824,-0.010110331241648713,0.13274002488999903,3.54669455430234,0.41246048257591494,0.37026210940528426,0.3430186628678533,0.8232596815876536,7.8572190878903525,24.41103339609223,0.5707242520572495
39,204,Handelsbanken A,Banks,404.425,7.434,0.013,34061.0,3689057.0,0.007940000000000001,178638.0,29.584,0.109,23691.0,185679.0,178638.0,-0.08942,-0.02278,Sweden,Large Cap,SHB A,7.215,2022-07-15,SHB-A.ST,0.05542,8.826,3.824,0.962,-13507.0,2022-07-28,Q2-2022,Financials,0.0064219663724361,0.009232982846293782,-0.0036613692875984297,-0.04837739107201233,-1.5819181572483563,0.24135639421077593,0.21911079501321443,0.280283850964323,0.8610500446278592,12.75466179622693,11.741807293691004,-0.002451667860459028
40,199,SEB A,Banks,368.602,0.646,0.014,41359.0,4112682.0,0.00931,237043.406,35.105,0.13007,368072.0,192789.0,237043.406,-0.08954000000000001,-0.00477,Sweden,Large Cap,SEB A,7.743,2022-07-14,SEB-A.ST,0.05515,9.315,4.174,1.23,-28418.0,2022-07-28,Q2-2022,Financials,0.08949682956280111,0.010056454644438835,-0.006909846178236003,-0.026085996189795457,-0.7701522269378553,0.28387986851634855,0.2594181715281183,0.3104348671258553,1.0857787698793393,15.19201520886488,3.4013420638917524,-0.12667494430963078
41,223,Telia Company,Telecommunications,389.534,16.442,0.36,30831.0,246618.0,0.05051,152502.406,19.992,0.05653,25134.0,88272.0,212667.406,0.02713,0.01536,Sweden,Large Cap,TELIA,21.922,2022-07-20,TELIA.ST,0.05497,29.492,2.396,1.728,-11316.0,2022-07-28,Q2-2022,Telecom,0.10191470208987179,0.12501520570274677,-0.04588472860861738,-0.07839759271282665,-4.048169588558128,0.17110354351713247,0.15606410632571655,0.17749399823776071,0.5285483160592571,16.53579307635435,17.011277847014124,0.10139253847074281
42,1876,Akelius D,Real Estate,1.752,6.384,0.025,154.0,12185.0,0.01157,11095.38,27.374,-0.00875,113.0,7087.0,15347.38,0.11645,0.13557,Sweden,First North,AKEL D,116.268,2022-05-02,AKEL-D,0.05376,-102.762,50.651,1.566,-1143.0,2022-07-28,Q1-2022,Financials,0.00927369716864998,0.012638489946655724,-0.09380385720147723,-0.003673816431211785,-0.06876982919570494,0.27374,0.43139521080891224,0.48962000000000006,,-2.7574594356767452,-0.8588692425577756,-0.9613855998651037
43,224,TietoEVRY,IT Consulting,1.366,11.062,0.835,24106.119,35291.922,0.11705,32211.869,25.118,0.11724,3418.57,16850.801,39916.27,-0.00293,-0.024460000000000003,Sweden,Large Cap,TIETOS,14.279,2022-07-22,TIETOS.ST,0.05301,16.288,1.355,1.912,-2591.48,2022-07-28,Q2-2022,Technology,0.09686550933666918,0.6830491974905759,-0.07342983473668564,0.05170676079542336,2.420282693925483,0.2323663283553432,0.21410323621617824,0.1958036934121035,0.6248101677458424,7.865624487885355,12.81010101499078,0.03316842012528465
44,424,Inwido,Construction Supplies,13.214,10.192,0.935,2178.6,9214.8,0.16549,6869.208,48.979,0.16133,1097.0,4661.5,8126.208,-0.25472,-0.22722,Sweden,Mid Cap,INWI,8.25,2022-07-15,INWI.ST,0.0519,9.092,0.943,1.474,-927.6,2022-07-28,Q2-2022,Industrials,0.11904761904761905,0.23642401354343015,-0.10066414897773149,-0.08416876182436772,-1.5064556082233314,0.4053168538494811,0.3702670441405691,0.512075789164168,1.0929415687139388,-9.948499527471439,-7.076800764527427,-0.231024864699371
45,2101,RugVista,Home Furnishings,1.74,27.984,0.973,438.825,705.12,0.32067999999999997,1018.465,64.423,0.16435,40.258,513.704,855.739,-0.5585600000000001,-0.61365,Sweden,First North,RUG,7.814,2022-05-12,RUG.ST,0.05102,12.063,1.247,1.983,-5.804,2022-07-28,Q1-2022,Consumer Durables,0.05709382800090765,0.6223408781484002,-0.008231223054231905,-0.22410814064436957,-4.766441730605609,0.47233541883124724,0.3946799931866054,0.43092628690465357,,-2.7574594356767452,-0.8588692425577756,-0.5759130771196974
46,97,Hennes & Mauritz,Clothing & Footwear,590.309,6.729,1.161,115006.0,186055.0,0.20148,211111.297,42.427,0.23515999999999998,36991.0,56183.0,252423.297,-0.32033,-0.28608,Sweden,Large Cap,HM B,14.041,2022-06-29,HM-B.ST,0.05096,15.979,1.168,3.758,-29241.0,2022-07-28,Q2-2022,Consumer Durables,0.19881755394910108,0.6181290478621912,-0.15716320442879794,0.02188095999845885,0.4319989854549805,0.3628741540673598,0.3285797108441427,0.4642194025786107,1.0938606137207436,3.629651204750875,5.037802351490899,-0.18229475087382407
47,180,Pricer,Electronic Equipment,2.441,-16.086,1.083,377.1,1828.7,0.05717,2186.148,48.372,0.047569999999999994,-64.7,697.9,2328.648,-0.16027000000000002,-0.32529,Sweden,Mid Cap,PRIC B,57.075,2022-07-21,PRIC-B.ST,0.05076,65.514,1.176,3.132,71.7,2022-07-28,Q2-2022,Technology,-0.03538032482091103,0.20621206321430524,0.039208180674796304,0.0035601499636912504,0.06913093065402337,0.4787082065496251,0.4252911233383111,0.47199297158774595,1.1313311561314703,-7.769107523014399,0.8987684395860948,-0.1295273477937422
