,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Total_Mom_6m
0,2,AAK,Food Processing,53.911,-27.951,1.275,8528.0,30661.0,0.14941000000000002,42402.359,24.783,0.11993999999999999,-1517.0,12698.0,-0.1026,-0.17856000000000002,-0.11199999999999999,Sweden,Large Cap,AAK,21.621,2022-04-27,AAK.ST,0.01524,27.808,1.085,3.339,0.33354999999999996,2022-05-13,Q1-2022,Food and Beverage,-0.11946763269806268,0.2781383516519357,-0.012160684110906761,-0.45394509449213993,0.20606356462786404,0.19977209988718575,0.24552421038065392,0.7090232584347163,-3.8791296276311944,-1.9518492155617233,-0.15463917525773196
1,3,ABB,Industrial Machinery,335.537,15.625,0.563,79632.0,355076.406,0.30094,595207.625,26.093,0.34536,38094.0,111274.797,-0.10607,-0.054779999999999995,0.07952,Sweden,Large Cap,ABB,12.743,2022-04-21,ABB.ST,0.0259,14.186,2.979,5.349,0.04162,2022-05-13,Q1-2022,Industrials,0.34234167149278194,0.22426722433368326,0.018309595519226396,0.6547839985989569,0.21817608520789314,0.20467019761954822,0.25628331660642667,0.9370074614093414,6.164769460559582,5.59293346470012,-0.05879208597873675
2,1323,AcadeMedia,Education,11.212,2.228,0.775,11542.0,18274.0,0.09078,5143.656,38.755,0.10997,2309.0,5647.0,-0.08263999999999999,-0.18966999999999998,-0.36642,Sweden,Mid Cap,ACAD,5.302,2022-05-05,ACAD.ST,0.03599,8.283,0.363,0.911,0.04951,2022-05-13,Q3-2022,Industrials,0.40888967593412434,0.6316077487140199,-0.10656527012629624,-2.4533182446072708,0.3812330738525345,0.32958573699254645,0.39810849479525495,0.6800342769715465,-15.461109019606148,0.14487947194114403,-0.14590397223670792
3,2198,Acast,Online Services,4.305,-16.753,0.55,373.476,1864.981,-1.36358,2377.122,67.39,-0.20096,-141.889,1494.808,-0.36363999999999996,-0.47966000000000003,-0.94415,Sweden,First North,ACAST,-4.781,2022-02-11,ACAST.ST,,-8.097,2.318,1.59,1.7121600000000001,2022-05-13,Q4-2021,Technology,-0.09492122065174927,0.20025726803651084,-0.003922660723904459,-0.043885942480142666,0.6261921766421433,0.5801496035171179,0.8192094633062108,,-3.3489342748145385,-1.9518492155617233,-0.4192139557953206
4,1572,Acconeer,Measuring & Analysis,5.785,-21.565,0.168,27.989,201.113,-0.98277,1301.483,72.985,-0.28632,-60.352,185.606,-0.20189000000000001,-0.49500999999999995,0.21053,Sweden,First North,ACCON,-22.051,2022-04-22,ACCON.ST,,-24.416,38.582,7.012,0.69293,2022-05-13,Q1-2022,Industrials,-0.3251619020936823,0.1391705160780258,-0.06432545218522823,-0.7531419481119406,0.7103319497535799,0.6885730945516824,0.7827906930162333,1.028136999136884,2.1578689841652623,-8.059880042351711,-0.30494510504145755
5,1326,Acuvi,Electrical Components,2.947,626.24,0.172,-20.574,520.652,-0.19097999999999998,882.998,51.284,-0.18989,1.41,374.907,-0.15388,-0.38844,0.021589999999999998,Sweden,First North,ACUVI,-12.652,2022-04-20,ACUVI.ST,,-12.357,9.833,2.355,9.38687,2022-05-13,Q1-2022,Industrials,0.0037609327113124055,-0.03951583783410032,0.05725437742849926,0.9791599153619633,0.6146897228943264,0.5448764247474567,0.5359135199824402,1.1529087261622417,6.281136320674669,-7.624116035581705,-0.39866221499570276
6,1015,AddLife,Biotechnology,74.385,-11.134,0.714,3235.0,12372.0,0.18658000000000002,26130.83,70.736,0.15777,-2347.0,4551.0,0.00851,-0.358,0.028650000000000002,Sweden,Large Cap,ALIF B,29.831,2022-04-28,ALIF-B.ST,0.00937,36.202,2.957,5.742,1.7444499999999998,2022-05-13,Q1-2022,Health Care,-0.5157108327840035,0.2614775299062399,-0.07172706030593423,-0.8106973523666554,0.6236197921764073,0.5371991774388909,0.8108936886719886,1.071813608928819,-5.063788761402699,-13.088649043162487,-0.3504052180939231
7,7,Addnode,IT Consulting,31.402,-115.999,0.811,2462.0,5388.0,0.1398,12527.92,46.813,0.15177,-108.0,1812.0,-0.059340000000000004,-0.01194,0.25167,Sweden,Mid Cap,ANOD B,35.543,2022-04-29,ANOD-B.ST,0.00805,45.285,2.869,6.914,0.32545999999999997,2022-05-13,Q1-2022,Technology,-0.059602649006622516,0.4569413511507053,0.03149410341814962,0.6590505640825499,0.4187367836947691,0.3831096501250883,0.43797584198823525,0.9441261189462531,3.382763282801802,-1.4434821618814262,-0.03225780876252071
8,8,Addtech,Industrial Components,59.914,154.23,1.153,4023.0,11321.0,0.20126999999999998,43647.039,51.194,0.23887,283.0,3952.0,-0.030299999999999997,-0.24528,0.10411,Sweden,Large Cap,ADDT B,35.53,2022-02-08,ADDT-B.ST,0.0075,46.237,3.345,11.044,0.20912,2022-05-13,Q3-2022,Industrials,0.07160931174089069,0.3553573005918205,0.012558188795886327,0.23614960567679202,0.43578415115187963,0.40364016144808434,0.48739315556986457,1.2716004781543904,0.6509675126494058,1.6524283160320619,-0.03614457831325302
9,2288,Advanced SolTech,Solar Energy,0.812,-5.052,0.067,125.175,1752.905,0.04559,984.199,71.456,0.03212,-194.818,499.455,-0.30752,-0.5239,-0.94415,Sweden,First North,ASAB,29.374,2022-02-24,ASAB.ST,,37.877,8.387,1.971,0.39446,2022-05-13,Q4-2021,Utilities,-0.3900611666716722,0.07141003077748082,0.04680996930573078,0.5919598825294119,0.9633629585756037,0.835679181041838,0.7247458280634844,,-3.3489342748145385,-1.9518492155617233,-0.8551324570407108
10,420,Advenica,Security & Surveillance,0.871,-28.522,1.023,84.315,111.137,-0.26737,464.052,75.775,-0.22105,-16.27,33.287,-0.014790000000000001,0.13036,0.7437999999999999,Sweden,First North,ADVE,-81.985,2022-04-28,ADVE.ST,,-63.079,4.08,13.941,0.29242999999999997,2022-05-13,Q1-2022,Technology,-0.48877940337068526,0.7586582326317968,-0.13261893550251658,-1.5145268311401885,0.7802748077949717,0.7254100776674987,0.8025428114300539,0.7609240580334058,5.7386398765241795,-8.582660462904222,-0.23272728197502368
11,1700,Africa Energy,Oil & Gas -Exploration,4.006,-37.557,,-22.437,2324.988,0.08471000000000001,2953.462,39.988,0.0812,-78.639,2310.398,0.16574999999999998,0.15048999999999998,0.25595,Sweden,First North,AEC,15.231,2022-03-25,AEC.ST,,15.699,,1.278,0.09509000000000001,2022-05-13,Q4-2021,Energy,-0.03403699276055467,-0.009650372389018783,-0.00800381616689494,-0.18896278490748372,0.44583811231955595,0.39582608202156033,0.38820441232663866,1.0363281253734906,10.881303119893035,7.93303441648346,0.06565650240911136
12,258,Africa Oil,Oil & Gas -Exploration,73.079,3.604,0.22,2094.192,9264.42,0.24053000000000002,9008.422,72.238,0.2003,2499.336,8869.932,0.16113,0.33332999999999996,1.27429,Sweden,Mid Cap,AOI,4.069,2022-05-13,AOI.ST,0.011859999999999999,5.03,4.418,1.016,0.10051,2022-05-13,Q1-2022,Energy,0.2817762300770738,0.2260467465853232,-0.06827612566910846,-0.7710880171654384,0.5555770048537567,0.4898015663267718,0.8115299604503591,0.7933641608073724,20.451858932581874,13.602714182796324,0.7095993228999757
13,241,AFRY,Business Consultants,36.555,-134.41,0.806,8040.0,25762.0,0.08954000000000001,17338.881,36.894,0.09343,-129.0,11419.0,-0.22363,-0.41476,-0.41476,Sweden,Large Cap,AFRY,16.22,2022-04-28,AFRY.ST,0.03592,16.256,0.835,1.518,0.05968,2022-05-13,Q1-2022,Industrials,-0.011296961205009195,0.3120875708407732,-0.033204476261302074,-0.836217580725924,0.29821915675092414,0.2785709287732345,0.3639292676594735,1.1191480160422984,-25.104628520920123,-22.482793294355567,-0.4331449006802106
14,1358,Alcadon Group,Electrical Components,2.782,-138.102,0.944,76.8,817.3,0.12902,1491.5,55.058,0.09791,-10.8,478.7,-0.19492,-0.20501999999999998,1.02918,Sweden,First North,ALCA,23.385,2022-04-22,ALCA.ST,0.00658,31.456,1.933,3.116,0.34027999999999997,2022-05-13,Q1-2022,Industrials,-0.022561102987257158,0.09396794322770097,0.08865102016505377,1.4991514945778202,0.5077699635862878,0.46134520709879606,0.5419732586209649,0.5971832165012365,16.490661105854574,1.9764825445738108,0.14156251543488763
