,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,Res_Mom_1Y Rank,Res_Mom_6m Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,PMOM Rank,IMOM Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
344,344,188,Rejlers,Business Consultants,1.528,65.913,1.234,1106.4,2349.7,0.09002,2478.327,42.778,0.09066,37.6,1215.5,-0.0465099999999999,-0.28571,-0.16667,Sweden,Mid Cap,REJL B,21.453,2022-02-03,REJL-B.ST,0.02439,21.974,0.852,2.039,0.04949,2022-03-03,Q4-2021,Industrials,0.0309337721102427,0.4708686215261523,0.0314073148505662,0.74132174811773,0.376259228186874,0.3709564324419252,0.3882967093396899,1.3054694346708149,-2.733176309915092,-1.150310671694361,107.0,222.0,195.0,100.0,285.0,245.0,127.0,111.0,63.0,124.0,152.0,83.0,95.0,178.0,192.0,138.0,76.0,50.0,211.0,276.0,141.0,107.0,77.0,80.0
296,296,249,Nokia,Communications,56.29,34.082,0.554,91255.219,413706.188,0.10152,292218.189,27.345,0.09294,8573.9,179328.797,-0.01799,-0.0146,0.5848599999999999,Sweden,Large Cap,NOKIA SEK,10.97,2022-02-03,NOKIA-SEK.ST,0.01611,17.365,1.274,1.63,0.1037299999999999,2022-03-03,Q4-2021,Technology,0.0478110607076676,0.2205797777431359,-0.0227822660929609,-0.7032055268760949,0.2939447999983948,0.2662012980723249,0.2969301431330049,0.8043289931798706,9.793321430848842,3.8698257186598415,90.0,71.0,42.0,256.0,2.0,23.0,93.0,69.0,106.0,97.0,63.0,132.0,120.0,175.0,167.0,132.0,210.0,235.0,48.0,7.0,83.0,191.0,51.0,81.0
403,403,219,Swedish Orphan Biovitrum,Pharmaceuticals,94.176,11.248,0.319,12045.0,48661.0,0.09608,57399.607,43.772,0.11546,5103.0,23203.0,0.0898,-0.2314999999999999,0.36076,Sweden,Large Cap,SOBI,17.921,2022-02-10,SOBI.ST,0.0,20.532,3.696,2.474,0.00783,2022-03-03,Q4-2021,Health Care,0.2199284575270439,0.2475288218491194,0.0050171229230264,0.07391915723024,0.4469178175918039,0.2639111419660503,0.6220673077766433,0.114495429065089,3.353083254029541,-2.4888223085047128,49.0,180.0,54.0,173.0,46.0,305.0,116.0,143.0,226.0,41.0,130.0,53.0,272.0,152.0,174.0,54.0,168.0,276.0,108.5,200.5,80.5,164.0,82.0,82.0
9,9,7,Addnode,IT Consulting,14.349,332.008,0.943,2309.0,4322.0,0.13997,12948.32,44.108,0.13172,39.0,1693.0,0.07692,-0.02036,0.59091,Sweden,Mid Cap,ANOD B,43.66,2022-02-04,ANOD-B.ST,0.00779,57.885,3.176,7.648,0.13201,2022-03-03,Q4-2021,Technology,0.0230360307147076,0.534243405830634,0.0520377123751252,1.0350978285054535,0.3930327529031129,0.3435458000600333,0.4607617741709814,1.167697821799375,2.8182176966833614,1.2008506449477878,53.0,74.0,41.0,85.0,58.0,90.0,215.0,316.0,208.0,156.0,222.0,156.0,153.0,134.0,136.0,144.0,58.0,105.0,49.5,63.0,23.0,95.5,215.5,83.0
230,230,116,JM,Homebuilding,59.088,8.755,0.848,2795.0,17233.0,0.26802,19873.2,30.629,0.20888,2270.0,8608.0,-0.29983,-0.12634,-0.0744,Sweden,Large Cap,JM,8.353,2022-02-02,JM.ST,0.04739,11.001,1.36,2.309,0.03408,2022-03-03,Q4-2021,Industrials,0.2637081784386617,0.1621888237683514,-0.0295221651141651,-0.9464200752248432,0.2721352081884623,0.263726795365277,0.2858932515405613,1.410710010483077,-0.3485155981906053,0.4114023143414775,293.0,118.0,168.0,274.0,213.0,122.0,43.0,134.0,115.0,26.0,30.0,69.0,34.5,71.0,53.0,36.0,260.0,137.5,131.0,129.5,223.0,88.0,25.0,84.0
412,412,349,Tethys Oil,Oil & Gas -Exploration,15.153,10.148,0.396,585.65,2418.25,0.07978,2561.918,52.159,0.06508,252.45,2181.1,0.25202,0.53162,0.17247,Sweden,Mid Cap,TETY,14.509,2022-02-08,TETY.ST,0.09037,17.809,2.674,1.175,0.01498,2022-03-03,Q4-2021,Energy,0.1157443491816056,0.2421792618629173,-0.1652890000400616,-3.0708366748143345,0.4161080234814621,0.3538772426678738,0.4933179028630283,0.8045951428724999,2.335774858907283,3.593915670001269,22.0,9.0,93.0,350.0,69.0,26.0,96.0,32.0,196.0,34.0,93.0,55.0,3.0,215.0,207.0,101.0,170.0,258.0,41.5,38.0,88.5,206.0,43.5,85.0
411,411,1789,Teqnion,Industrial Components,2.158,2997.131,1.152,418.433,799.139,0.22041,1806.56,69.449,0.23559,-45.738,338.618,-0.20567,0.10345,0.3333299999999999,Sweden,First North,TEQ,18.123,2022-02-18,TEQ.ST,0.00446,22.645,1.928,5.335,0.49569,2022-03-03,Q4-2021,Industrials,-0.1350725596394757,0.5236047796440919,0.0446447831277198,0.643827690999787,0.62570958193468,0.5963783640029539,0.6355368087693234,,0.0339904601387046,-0.1373489980930668,227.0,41.0,61.5,111.0,168.0,176.0,132.0,274.0,144.0,264.0,132.0,290.0,170.0,56.0,75.0,226.0,61.0,65.0,43.0,166.0,75.0,64.5,203.0,86.0
355,355,380,Scandi Standard,Food Processing,15.462,16.319,1.555,3919.0,6494.0,0.05398,2203.031,31.868,0.05331,135.0,1951.0,-0.15625,-0.43372,-0.44943,Sweden,Mid Cap,SCST,18.842,2022-02-11,SCST.ST,0.03704,21.184,0.218,1.129,0.01707,2022-03-03,Q4-2021,Food and Beverage,0.0691952844695028,0.6034801355097013,0.083883119358044,2.3806121423226765,0.2806873758703888,0.235086477128535,0.3229427735441244,0.6133011344928562,-4.201843025920554,-2.3976981938289184,194.0,296.0,277.0,30.0,317.0,303.0,121.0,31.0,5.0,71.0,138.0,56.0,49.0,221.0,230.0,123.0,36.0,25.0,298.0,321.0,209.0,108.0,26.0,87.0
264,264,318,MedCap,Pharmaceuticals,2.852,44.852,0.783,583.8,1169.5,0.16119,2309.892,42.161,0.13831,51.5,696.0,-0.0417699999999999,-0.27442,-0.2277199999999999,Sweden,Mid Cap,MCAP,19.419,2022-02-10,MCAP.ST,0.0,23.927,2.458,3.319,0.08157,2022-03-03,Q4-2021,Health Care,0.0739942528735632,0.499187687045746,0.0712292968578025,1.469684887437741,0.3869740812985258,0.3537715024509192,0.4441954154110303,0.5092505244428698,-5.462358452699047,-4.979742066235742,101.0,210.0,215.0,68.0,333.0,345.0,137.0,200.0,171.0,109.0,143.0,112.0,272.0,125.0,112.0,120.0,67.0,153.0,215.5,350.0,129.5,95.5,121.0,88.0
19,19,739,Alimak,Installation,9.662,10.59,0.632,1271.5,5901.7,0.09939,5740.748,29.721,0.08007,542.1,3840.4,-0.00935,-0.31436,-0.2318799999999999,Sweden,Mid Cap,ALIG,13.566,2022-02-10,ALIG.ST,0.03113,18.669,1.54,1.495,0.05024,2022-03-03,Q4-2021,Industrials,0.1411571711280075,0.2154463968009217,0.0708356504085394,2.576471036286485,0.2685084133857661,0.2512131770020971,0.2519801118093899,1.240608516468968,-0.1074627201426092,0.1850213481740317,85.0,247.0,218.0,24.0,202.0,131.0,104.0,56.0,127.0,37.0,85.0,85.0,70.0,198.0,169.0,85.0,215.0,211.0,244.5,127.5,124.0,184.0,39.0,89.0
196,196,101,HMS Networks,Communications,21.432,45.901,0.895,1230.0,2203.0,0.2842599999999999,18727.6,46.624,0.30161,408.0,1177.0,-0.2,-0.11894,0.29147,Sweden,Large Cap,HMS,42.768,2022-01-26,HMS.ST,0.0075,52.751,9.497,15.911,0.19924,2022-03-03,Q4-2021,Technology,0.3466440101954121,0.5583295506128008,0.0914499890393527,1.7415061323590182,0.4214711233612895,0.4003768658114537,0.4812805298687535,1.2881002056795947,2.700693685198316,-0.0482886257600396,220.5,115.0,69.0,50.0,61.0,142.0,211.0,355.0,292.0,112.0,219.0,199.0,159.0,32.0,48.0,22.0,53.0,119.0,79.5,82.5,79.0,24.0,250.0,90.0
107,107,741,Coor Service Management,Business Support & Services,10.203,282.047,1.426,1176.0,7086.0,0.11204,6769.118,28.999,0.1323,24.0,2003.0,-0.08839,-0.20663,0.13768,Sweden,Mid Cap,COOR,20.923,2022-02-10,COOR.ST,0.06794,25.388,0.67,3.379,0.16854,2022-03-03,Q4-2021,Industrials,0.0119820269595606,0.165961049957663,0.0202543577710707,0.6050204727728663,0.2516144451102822,0.2401643554257509,0.3068230971201987,1.5817958566867782,5.258000085833991,2.0170690219683034,139.0,163.0,102.0,114.0,16.0,65.0,147.0,206.0,47.0,154.0,149.0,174.0,10.0,131.0,157.0,151.0,252.0,32.0,122.0,29.5,99.5,134.0,123.0,91.0
408,408,221,Systemair,Installation,4.859,2997.131,1.178,3112.6,7562.2,0.16482,15100.8,43.504,0.14233,-228.7,3458.8,-0.09193,-0.23979,0.13738,Sweden,Large Cap,SYSR,23.138,2021-12-09,SYSR.ST,0.0103299999999999,30.674,1.695,4.366,0.09583,2022-03-03,Q2-2022,Industrials,-0.0661211981033884,0.4115997990002909,0.0786644666894712,1.945637630167813,0.4454676698562937,0.3952896340273121,0.3705580808248883,1.3011669141004918,0.4364545741799369,-1.032958481628267,141.0,187.0,103.0,45.0,124.0,239.0,170.0,249.0,134.0,264.0,167.0,127.0,142.0,121.0,107.0,195.0,86.0,58.0,133.5,208.5,90.0,89.5,178.0,92.0
45,45,1517,Balco Group,Construction Supplies,2.793,2997.131,0.9,296.3,1245.6,0.14227,2475.717,39.78,0.13208,-39.6,692.0,-0.1171899999999999,-0.1171899999999999,0.37805,Sweden,Mid Cap,BALCO,21.803,2022-02-17,BALCO.ST,0.0177,27.087,2.209,3.578,0.01823,2022-03-03,Q4-2021,Industrials,-0.0572254335260115,0.2378773281952473,0.0774868562448701,1.713280311307043,0.3601006467352798,0.3314336050976602,0.4145140544285895,0.5508510850186329,1.7094674951376885,-5.363116063123721,160.0,114.0,53.0,54.0,87.0,350.0,160.0,218.0,162.0,264.0,158.0,57.0,116.0,133.0,132.0,191.0,175.0,117.5,68.0,243.0,58.0,142.0,160.0,93.0
422,422,229,Trelleborg,Chemicals,169.385,16.244,0.609,11015.0,55640.0,0.12611,48603.21,33.054,0.1126399999999999,2992.0,32990.0,-0.14211,-0.13757,-0.18338,Sweden,Large Cap,TREL B,11.36,2022-02-04,TREL-B.ST,0.03067,13.076,1.435,1.473,0.03489,2022-03-03,Q4-2021,Materials,0.0906941497423461,0.1979690869877785,0.0042455625089341,0.117688693879674,0.2760846861899427,0.252636585864296,0.3306283878848886,1.6219066610600037,-0.6080484795979691,2.0468654492910927,183.0,122.0,199.0,168.0,225.0,63.0,57.0,54.0,122.0,70.0,65.0,70.0,73.0,154.0,144.0,113.0,235.0,220.0,155.0,114.0,160.5,179.0,27.0,94.0
258,258,132,Lundin Energy,Oil & Gas -Exploration,334.346,7.942,0.69,33120.25,67213.75,-2.50048,111081.862,47.426,0.08583,13986.75,-12064.05,0.12413,0.47606,0.3791299999999999,Sweden,Large Cap,LUNE,3.34,2022-02-01,LUNE.ST,0.04923,26.465,2.383,3.051,0.18853,2022-03-03,Q4-2021,Energy,-0.0562922191643732,0.4927600379386658,-0.0900353930363619,-1.618912631800197,0.3722215199976962,0.3267361257222867,0.5097174433130871,0.7071272054006925,3.1801415267735003,2.2667915904160294,44.0,12.0,52.0,316.0,50.0,59.0,155.0,184.5,168.0,20.0,7.0,195.0,33.0,184.5,355.0,184.5,71.0,197.5,25.0,45.5,67.5,214.0,86.0,95.0
48,48,29,Beijer Alma,Industrial Components,16.662,2997.131,0.849,1744.9,6344.1,0.19768,14221.832,46.356,0.19909,-486.0,2854.0,0.0,0.0583,0.49033,Sweden,Mid Cap,BEIA B,20.064,2022-02-16,BEIA-B.ST,0.01483,25.03,2.639,4.983,0.3543,2022-03-03,Q4-2021,Industrials,-0.1702873160476524,0.2750429532951876,0.02645522920312,0.5457566266318847,0.3781135020052654,0.3531542401325773,0.4442752847506005,1.5457822730353472,6.178745833624265,7.295913864017219,79.0,51.0,45.0,124.0,12.0,5.0,142.0,264.0,194.0,264.0,144.0,257.0,125.0,79.0,85.0,246.0,149.0,136.0,39.0,3.0,32.0,123.0,213.0,96.0
295,295,157,Nobia,Home Furnishings,22.162,10.03,1.291,5278.0,10629.0,0.15184,6740.197,35.752,0.1434099999999999,672.0,4923.0,-0.2048999999999999,-0.42219,-0.28338,Sweden,Mid Cap,NOBI,8.676,2022-02-01,NOBI.ST,0.06316,9.466,0.491,1.369,0.05394,2022-03-03,Q4-2021,Consumer Durables,0.1365021328458257,0.4965659986828488,-0.0969101744136764,-2.864561228515889,0.3244234247777129,0.2807185813812849,0.3100636882473826,1.8604852964482177,-1.8699403530106151,-0.6583901738681508,225.0,292.0,233.0,349.0,262.0,231.0,28.0,45.5,30.0,32.5,35.0,88.0,13.5,120.0,120.0,90.0,68.0,41.0,277.5,259.5,315.0,52.0,4.0,97.0
305,305,162,NOTE,Semiconductors,28.03,2997.131,1.274,354.0,2074.0,0.28298,4853.563,68.984,0.2425,-142.0,800.0,-0.11099,0.28054,1.2737,Sweden,Mid Cap,NOTE,20.401,2022-01-28,NOTE.ST,0.0,24.919,1.836,6.067,0.86847,2022-03-03,Q4-2021,Technology,-0.1775,0.1706846673095467,0.0277374724427905,0.3970329045455401,0.5262238579265975,0.4777725620247167,0.6402948753143451,2.0363055499920737,5.118216241120893,3.18868054471488,154.0,18.0,16.0,136.0,19.0,34.0,141.0,293.0,141.0,264.0,146.0,320.0,272.0,51.0,49.0,250.0,249.0,44.0,12.0,18.0,41.0,109.0,224.0,99.0
429,429,233,VBG Group,Industrial Components,2.152,2997.131,0.774,1164.8,4663.5,0.12935,3688.09,29.175,0.12067,-21.1,2793.5,-0.10876,-0.24936,-0.1224,Sweden,Mid Cap,VBG B,9.087,2022-02-24,VBG-B.ST,0.0339,10.941,1.021,1.32,0.09541,2022-03-03,Q4-2021,Industrials,-0.0075532486128512,0.2497694864372252,0.005012737007473,0.1560095998467081,0.2692396635741053,0.2641487719199563,0.2944850419233538,1.1372532297789593,0.3437910845518521,-0.0182255416443182,152.0,194.0,185.0,164.0,129.0,141.0,40.0,41.0,79.5,264.0,39.0,125.0,58.0,144.0,141.0,161.0,164.0,155.0,191.0,107.0,172.0,144.0,58.0,99.0
202,202,104,Husqvarna B,Consumer Electronics,155.987,2997.131,0.924,15513.0,50920.0,0.19376,63340.206,32.519,0.20498,-712.0,21632.0,-0.18016,-0.05299,0.02951,Sweden,Large Cap,HUSQ B,12.698,2022-02-03,HUSQ-B.ST,0.0273,14.156,1.346,2.928,0.17012,2022-03-03,Q4-2021,Consumer Durables,-0.0329142011834319,0.3046543597800471,-0.0152353625921974,-0.4542456139258574,0.2907253806857344,0.2675814409011834,0.3073984654048384,1.4685127303336845,-0.6291883616970904,5.551265257396618,209.0,85.0,136.0,240.0,227.0,7.0,74.0,174.0,113.0,264.0,83.0,176.0,82.0,73.0,86.0,170.0,132.0,111.0,99.0,97.0,159.0,91.0,124.0,99.0
133,133,70,Electrolux B,Consumer Electronics,324.605,200.038,1.167,23984.0,107607.0,0.24438,48809.36,27.433,0.25132,244.0,18604.0,-0.23598,-0.2749,-0.2203999999999999,Sweden,Large Cap,ELUX B,8.44,2022-01-28,ELUX-B.ST,0.05823,9.692,0.389,2.624,0.08035,2022-03-03,Q4-2021,Consumer Durables,0.0131154590410664,0.2228851282909104,-0.0248988492376464,-1.000342602894823,0.2634630208718765,0.2493740104464809,0.2281235669032179,1.5398053795726625,-0.1797849187187321,8.84422535161955,247.0,211.0,209.0,277.0,208.0,1.0,30.0,158.0,19.0,151.0,31.0,110.0,20.0,47.0,64.0,148.0,204.0,60.0,212.5,86.0,262.0,76.0,41.0,101.0
174,174,1831,Gaming Innovation,Gambling & Casinos,3.246,48.984,0.942,818.325,919.648,0.22752,1728.567,54.029,-0.0052,35.288,124.852,0.2330999999999999,-0.0165,-0.07835,Sweden,Small Cap,GIGSEK,28.782,2022-02-15,GIGSEK.ST,0.0,53600.0,1.996,13.845,-0.05885,2022-03-03,Q4-2021,Consumer Durables,0.2826386441546791,0.8898241501096071,-0.1742572384325472,-2.2090213298282926,0.9598598789645956,0.7665909103066619,0.722987120792706,0.8723835963114352,2.348872411429247,2.1997469447794105,26.0,73.0,170.0,332.0,68.0,61.0,310.5,351.0,152.0,115.0,193.0,32.0,272.0,258.0,71.0,31.0,14.0,106.0,114.5,56.5,134.0,62.5,187.0,102.0
169,169,87,Formpipe Software,IT Services,1.058,45.829,0.68,224.972,696.339,0.15252,1846.026,44.513,0.11739,40.281,429.638,-0.11311,0.0438699999999999,0.16107,Sweden,Small Cap,FPIP,27.006,2022-02-16,FPIP.ST,0.02029,36.605,3.901,4.297,-0.03356,2022-03-03,Q4-2021,Technology,0.0937556733808462,0.3230782707847758,-0.0158141179115439,-0.3149731333758545,0.4651756864656099,0.4064528705754079,0.4601623738627265,1.0834728618031335,0.8808773570675812,1.8559868791888583,157.0,55.0,97.0,224.0,109.0,70.0,190.0,246.0,236.0,111.0,187.0,38.0,107.0,151.0,118.0,110.0,124.0,202.0,63.0,72.0,106.5,127.0,157.0,103.0
71,71,244,Boule Diagnostics,Medical Equipment,1.098,2997.131,0.81,198.6,572.0,0.11156,998.034,49.993,0.0788,-13.2,295.7,0.0279999999999999,-0.10609,-0.0586099999999999,Sweden,Small Cap,BOUL,27.743,2022-02-03,BOUL.ST,0.0107,42.833,2.154,3.375,0.19241,2022-03-03,Q4-2021,Health Care,-0.0446398376733175,0.3472027972027972,0.2101788124445034,4.487789990887218,0.4234168746449439,0.3661782343191311,0.4292359132038844,0.6341119073002045,-3.051162484974062,0.6685210732951087,66.0,108.0,163.0,3.0,295.0,108.0,196.0,205.0,160.0,264.0,189.0,197.0,139.0,200.0,158.0,175.0,111.0,146.0,128.0,231.0,45.0,150.0,196.0,104.0
1,1,2,AAK,Food Processing,45.808,2997.131,1.305,7941.0,27166.0,0.14911,43364.549,20.7,0.12146,-142.0,11783.0,-0.0755,-0.18883,-0.06484,Sweden,Large Cap,AAK,22.586,2022-02-04,AAK.ST,0.0149,29.935,1.217,3.68,0.21941,2022-03-03,Q4-2021,Food and Beverage,-0.0120512602902486,0.2923139218140322,0.021856825249245,0.928870132231186,0.1817479717867853,0.1769093201532329,0.2156610546094264,0.4295124718381861,-4.584449781092677,-2.287833603466244,130.0,153.0,165.0,90.0,326.0,300.0,167.0,222.0,101.0,264.0,165.0,206.0,123.0,142.0,125.0,165.0,139.0,39.5,152.0,324.0,110.5,101.0,181.0,105.0
268,268,137,Mekonomen,Auto & Equipment,17.503,6.168,0.93,5843.0,13229.0,0.10028,6328.442,40.588,0.10939,1026.0,5229.0,-0.28969,-0.30892,-0.0283,Sweden,Mid Cap,MEKO,9.611,2022-02-11,MEKO.ST,0.0267099999999999,11.064,0.504,1.21,0.08497,2022-03-03,Q4-2021,Consumer Durables,0.1962134251290878,0.4416811550381737,-0.0958863105691153,-2.568108045876879,0.3932266525560273,0.3309307749016489,0.3422023282848135,1.6742353178748586,-0.5647708044857941,-1.8953134159065408,285.0,241.0,155.0,340.0,224.0,283.0,44.0,33.0,32.0,14.0,48.0,116.0,88.0,156.0,168.0,60.0,79.0,110.0,197.0,263.5,295.0,93.0,6.0,106.5
451,451,594,Zinzino,Health Products,1.065,9.56,2.129,427.52,605.206,-2.18453,1352.822,45.448,0.56819,141.51,151.718,-0.32836,-0.36321,-0.46438,Sweden,First North,ZZ B,9.968,2022-02-28,ZZ-B.ST,0.04938,15.693,0.987,8.917,0.252,2022-03-03,Q4-2021,Food and Beverage,0.9327172781080688,0.706404100422005,0.0959656546918503,2.206555161295713,0.4503534084210799,0.4100913127899283,0.3986031117238516,1.661345276006538,-8.541930023319628,-2.395507240528092,310.0,273.0,283.0,33.0,355.0,302.0,86.0,326.0,75.0,30.0,54.0,220.0,32.0,3.0,354.0,5.0,21.0,7.0,292.5,335.5,246.0,45.0,103.0,106.5
313,313,325,Online Brands Nordic,Accessories,1.874,672.055,0.894,99.2,163.8,0.15871,739.26,54.373,0.07226,1.1,128.7,0.14907,0.27586,3.37173,Sweden,First North,OBAB,65.346,2022-02-17,OBAB.ST,0.0,77.083,5.046,5.744,24.71025,2022-03-03,Q4-2021,Consumer Durables,0.0085470085470085,0.6056166056166056,0.1225442331349021,2.4517485359964817,1.1808470294995268,0.7353815103915882,0.4580961024967127,1.100340755172226,-1.5188241891421568,1.6457380004313251,35.0,19.0,3.0,27.0,250.0,77.0,229.0,288.0,255.0,158.0,231.0,367.0,272.0,211.0,114.0,154.0,34.0,120.5,7.0,122.0,5.0,106.0,288.0,108.5
136,136,72,Elos Medtech,Medical Equipment,1.017,123.078,0.642,255.5,1126.4,0.13289,2412.332,89.125,0.11917,19.6,634.4,-0.01645,-0.1021,1.46,Sweden,Mid Cap,ELOS B,26.445,2022-02-24,ELOS-B.ST,0.0,31.909,3.334,3.803,0.12415,2022-03-03,Q4-2021,Health Care,0.0308953341740227,0.2268288352272727,0.0082385434590859,0.1123978299028479,0.8525052432282224,0.6725602255218888,0.6717878636994568,1.0317774638693178,3.717622232403719,-0.3863867343672044,89.0,105.0,11.0,169.0,40.0,215.0,179.0,228.0,215.0,142.0,184.0,149.0,272.0,147.0,140.0,139.0,199.0,206.0,51.0,103.0,55.0,169.0,175.0,108.5
138,138,2105,Embellence,Home Furnishings,0.978,43.831,1.074,350.4,594.7,0.32803,727.6,43.787,0.18692,16.6,270.7,0.0210199999999999,-0.2766,-0.94954,Sweden,First North,EMBELL,10.919,2021-10-25,EMBELL.ST,0.0,14.38,1.139,2.688,0.17759999999999998,2022-03-03,Q3-2021,Consumer Durables,0.0613224972294052,0.5892046409954598,-0.1302844819764763,-3.7758050480311622,0.3589399358672088,0.3177305227270651,0.3162443468031432,,0.0339904601387046,-0.1373489980930668,67.0,212.0,350.5,361.0,168.0,176.0,77.0,162.0,92.0,107.0,62.0,184.5,272.0,84.0,35.0,124.0,41.0,79.0,295.0,166.0,280.0,42.0,79.0,110.0
214,214,1437,Instalco,Installation,47.962,2997.131,1.171,4453.0,7589.0,0.17207,18792.225,42.944,0.2459,-361.0,2482.0,-0.04532,-0.26694,0.10813,Sweden,Large Cap,INSTAL,28.313,2022-02-17,INSTAL.ST,0.009,30.557,2.087,7.571,0.45161,2022-03-03,Q4-2021,Industrials,-0.1454472199838839,0.5867703254710765,0.0691697918581694,1.4848703873735385,0.4120305581839295,0.3856032712452312,0.4269407076735811,1.251371291166817,-1.6237296281963831,-1.2472439119010172,106.0,202.0,114.0,65.0,255.0,252.0,169.0,314.0,155.0,264.0,192.0,280.0,150.0,49.0,99.0,232.0,44.0,59.0,151.0,263.5,92.5,64.5,245.0,111.5
253,253,127,Lindab,Installation,59.562,57.451,0.936,2948.0,10305.0,0.17462,17235.436,39.158,0.09504,300.0,5650.0,-0.22007,-0.08671,0.20858,Sweden,Large Cap,LIAB,14.954,2022-02-11,LIAB.ST,0.01775,32.096,1.786,3.051,0.09569,2022-03-03,Q4-2021,Industrials,0.0530973451327433,0.2860747210092188,-0.0611695809551984,-1.469020600214552,0.3389034284465118,0.3043855547533735,0.3816341784655515,1.7702922634055172,2.8865036771992365,1.991111281405244,237.0,98.0,81.0,305.0,56.0,66.0,180.0,184.5,139.0,118.0,99.0,126.0,115.0,174.0,97.0,129.0,142.0,107.5,74.0,54.0,175.0,110.0,117.0,111.5
173,173,383,G5 Entertainment,Gaming,21.037,11.458,2.102,810.447,625.791,0.62148,1742.888,58.112,0.40253,152.106,492.41,-0.51544,-0.59415,-0.61349,Sweden,Mid Cap,G5EN,7.349,2022-02-10,G5EN.ST,0.03657,8.206,1.325,3.54,0.05496,2022-03-03,Q4-2021,Consumer Durables,0.3089011189862106,1.2950761516225064,-0.0544173257113455,-0.9164341547483272,0.501483658229455,0.454150316472235,0.5442213450846128,0.8054914106799489,-7.99794052147258,-5.493126451391779,351.0,337.0,310.0,271.0,353.0,352.0,18.0,215.0,110.0,45.0,28.0,90.0,52.0,12.0,21.0,27.0,3.0,8.0,335.0,358.0,355.0,4.0,43.5,113.0
10,10,8,Addtech,Industrial Components,61.499,150.374,1.153,4023.0,11321.0,0.2012699999999999,42555.864,49.565,0.23887,283.0,3952.0,-0.2277199999999999,-0.13812,0.23889,Sweden,Large Cap,ADDT B,34.71,2022-02-08,ADDT-B.ST,0.00769,45.081,3.261,10.768,0.20912,2022-03-03,Q3-2022,Industrials,0.0716093117408906,0.3553573005918205,0.0125581887958863,0.236149605676792,0.4068489043688446,0.3769364147842826,0.4873931555698645,1.413582387418706,0.3533855334709794,0.5627906663609775,240.0,123.0,76.0,154.0,127.0,111.0,199.0,340.0,210.0,147.0,208.0,202.0,156.0,53.0,83.0,122.0,107.0,64.0,87.5,98.0,128.0,51.0,226.5,114.0
337,337,1896,QleanAir,Energy & Recycling,1.782,8.227,0.738,321.811,610.813,0.25545,624.078,46.866,0.3053099999999999,75.856,194.094,-0.3354399999999999,-0.37685,-0.375,Sweden,First North,QAIR,9.321,2022-02-11,QAIR.ST,0.03571,10.532,1.385,3.215,0.04384,2022-03-03,Q4-2021,Industrials,0.3908209424299566,0.5268568285219862,-0.0943575993215022,-1.8952199404397876,0.4325728492163244,0.4161205198631774,0.4563067663637591,,0.0339904601387046,-0.1373489980930668,315.0,278.0,260.0,326.0,168.0,176.0,36.0,192.0,118.0,21.0,44.0,77.0,53.0,29.0,58.0,17.0,59.0,167.0,282.5,166.0,332.0,36.0,38.0,115.0
301,301,1322,Nordic Waterproofing,Construction Supplies,6.213,2997.131,1.16,1041.1,3157.8,0.16969,3911.242,50.313,0.17712,-57.8,1451.0,-0.24465,-0.23396,0.0074399999999999,Sweden,Mid Cap,NWG,12.021,2022-02-08,NWG.ST,0.03695,15.166,1.068,2.696,0.10274,2022-03-03,Q4-2021,Industrials,-0.0398345968297725,0.329691557413389,-0.0332691861620656,-0.8352321954540054,0.4189627010115513,0.3686027728638092,0.3650686952132433,1.371957239277927,-0.1715476094737065,-1.0253733084129086,254.0,183.0,142.0,267.0,207.0,237.0,81.0,163.0,86.0,264.0,69.0,131.0,50.0,91.0,102.0,173.0,120.0,62.0,159.0,250.5,221.0,82.0,104.0,116.5
181,181,90,GHP Specialty Care,Healthcare Facilities,1.152,11.421,1.201,1225.3,1222.5,0.12696,1299.754,38.271,0.10711,113.8,511.6,-0.23237,-0.36426,-0.20259,Sweden,Small Cap,GHP,16.513,2022-02-23,GHP.ST,0.02703,23.721,0.864,2.541,0.0516099999999999,2022-03-03,Q4-2021,Health Care,0.2224394057857701,1.0022903885480572,-0.0630268502576157,-1.4382128806736654,0.3253171023399865,0.3010481137068979,0.4016447300692847,1.0799527961138475,-2.772493795214285,-2.549466741331425,243.0,275.0,204.0,303.0,290.0,307.0,136.0,151.0,65.0,44.0,116.0,86.0,85.0,161.0,142.0,52.0,10.0,54.0,253.0,309.0,297.0,49.0,61.0,116.5
