,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,Res_Mom_1Y Rank,Res_Mom_6m Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,PMOM Rank,IMOM Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
234,234,117,Kabe,Auto & Equipment,1.503,5.4,1.526,466.0,2140.0,0.29138,2025.0,56.541,0.1632,375.0,1299.0,-0.11765,-0.02174,0.27294,Sweden,Small Cap,KABE B,5.981,2022-02-25,KABE-B.ST,0.03111,9.552,0.62,1.559,0.30567,2022-03-03,Q4-2021,Consumer Durables,0.2886836027713625,0.2177570093457944,0.1021288388365702,1.6842973415775024,0.4321001928879904,0.375409916346042,0.5557369510162505,1.0550698629641675,0.5862057483352417,1.5346648440838533,161.0,75.0,72.0,57.0,119.0,80.0,29.0,61.5,41.0,9.0,18.0,241.0,71.0,102.0,44.0,29.0,214.0,27.0,61.0,80.0,53.0,48.0,18.0,11.0
289,289,155,New Wave,Clothing & Footwear,26.065,8.241,0.877,3229.3,7660.6,0.18055,9009.515,53.276,0.16646,1093.2,4566.7,-0.18291,-0.03,0.87043,Sweden,Mid Cap,NEWA B,10.019,2022-02-10,NEWA-B.ST,0.0313,11.85,1.341,1.973,0.0615099999999999,2022-03-03,Q4-2021,Consumer Durables,0.2393851139772702,0.4215466151476386,0.1720989246267512,3.7214529771371234,0.4624608571546714,0.4240059575327704,0.4238432429310408,2.1485089411847453,8.507466757558715,2.455234469766115,210.0,80.0,22.0,5.0,4.0,50.0,48.0,107.0,112.0,22.0,56.0,96.0,68.0,99.0,93.0,45.0,83.0,124.0,41.5,19.0,40.0,55.5,28.0,12.0
332,332,179,Prevas,IT Consulting,6.135,59.854,1.441,874.448,823.703,0.29873,1253.588,50.693,0.21525,20.944,469.171,0.15643,-0.01578,0.6388900000000001,Sweden,Small Cap,PREV B,9.278,2022-02-11,PREV-B.ST,0.03507,12.351,1.056,2.672,0.81235,2022-03-03,Q4-2021,Technology,0.0446404402659158,1.061605942918746,0.1748416746859293,3.5984418829204303,0.4130770868871934,0.3654855921305813,0.4453178541990824,1.6791462767860084,2.3240320208947103,0.6139118010969291,33.0,72.0,38.0,8.0,71.0,109.0,51.0,160.0,84.0,119.0,42.0,316.0,56.0,69.0,39.0,133.0,8.0,30.0,44.0,73.0,11.5,27.0,94.0,13.0
118,118,245,Dedicare,Outsourcing,1.822,8.599,2.51,469.8,497.9,0.61185,578.732,44.991,0.36751,67.3,178.5,-0.01282,-0.29195,0.3215999999999999,Sweden,Small Cap,DEDI,5.084,2022-02-10,DEDI.ST,0.06494,8.822,0.463,3.242,0.29459,2022-03-03,Q4-2021,Industrials,0.3770308123249299,0.943562964450693,0.0513535379436418,1.1241816762125656,0.40630033559657,0.3792725777687606,0.4186716076415179,0.7133648870917262,2.075014046999231,-1.571979163422858,86.0,226.0,67.0,82.0,77.0,268.0,23.0,194.0,28.0,23.0,11.0,236.0,12.0,17.0,22.0,18.0,12.0,5.0,137.0,198.0,86.0,5.0,45.0,14.0
381,381,210,Softronic,IT Consulting,1.485,11.938,1.838,519.1,428.0,0.7023199999999999,1300.035,43.358,0.28744,108.9,256.4,0.01856,-0.05905,-0.08178,Sweden,Small Cap,SOF B,12.481,2022-02-25,SOF-B.ST,0.05466,17.64,1.653,5.07,-0.1699,2022-03-03,Q4-2021,Technology,0.4247269890795632,1.2128504672897196,0.0769358278654204,1.4706684161764607,0.4094888918024634,0.3778980724388425,0.4794612449269854,1.197674440089347,-1.812277339255316,3.19972694802153,68.0,86.0,172.0,67.0,258.0,33.0,95.0,265.0,132.0,48.0,79.0,20.0,27.0,36.0,14.0,15.0,4.0,12.0,120.0,115.0,60.0,6.0,71.0,15.0
416,416,224,TietoEVRY,IT Consulting,2.556,6.24,0.787,24083.461,36948.16,0.1553999999999999,30032.834,22.888,0.16012,4813.19,18757.33,-0.03939,-0.17232,-0.0213,Sweden,Large Cap,TIETOS,9.162,2022-02-17,TIETOS.ST,0.05686,9.988,0.989,1.601,-0.00488,2022-03-03,Q4-2021,Technology,0.2566031519411344,0.6518176006599516,0.0301439295954533,1.475361827225356,0.2246439325727849,0.2062943117786239,0.1872582529458172,1.0316402868517105,1.9880105162608104,2.169452846412342,99.0,142.0,153.0,66.0,79.0,62.0,31.0,65.0,76.0,16.0,40.0,48.0,24.0,106.0,117.0,38.0,28.0,152.0,138.0,61.0,84.5,53.5,5.0,16.0
52,52,31,Bergs Timber,Forest & Wood Products,2.604,2997.131,1.319,1271.0,2316.0,0.27116,1646.958,41.36,0.25804,-157.0,1616.0,0.00849,-0.10038,0.26263,Sweden,Small Cap,BRG B,4.39,2022-02-03,BRG-B.ST,0.06316,3.95,0.525,1.019,0.3696,2022-03-03,Q4-2021,Materials,-0.0971534653465346,0.5487910189982729,0.0594342227509161,1.3248725816699018,0.5175372596652341,0.4824813805340572,0.4111517264303987,1.2555653623242942,-2.319486713588673,0.3526697148809145,74.0,103.0,73.0,75.0,275.0,124.0,5.0,23.0,37.0,264.0,9.0,263.0,13.5,43.5,51.0,207.0,55.0,38.0,72.5,229.0,42.0,46.0,62.0,17.5
82,82,1379,Byggpartner,Construction & Infrastructure,1.272,16.154,2.905,145.927,785.007,1.54901,998.828,34.234,0.35459,61.832,196.465,-0.0625,-0.1128999999999999,0.11789,Sweden,First North,BYGGP,9.665,2022-02-24,BYGGP.ST,0.04545,14.338,0.438,5.084,0.06299,2022-03-03,Q4-2021,Industrials,0.3147227241493395,0.1858926098748164,0.0521409638751969,1.3502134151087324,0.3562429064288708,0.334105789909783,0.3539291064543397,0.7312764323528754,-2.7351548725376507,-2.1125635600642414,119.0,111.0,112.0,72.0,286.0,291.0,75.0,267.0,25.0,69.0,49.0,97.0,38.0,18.0,8.0,25.0,243.0,3.0,100.5,300.5,63.0,31.0,56.0,17.5
216,216,1443,International Petroleum,Oil & Gas -Exploration,39.104,5.577,0.523,1775.109,10749.81,0.17067,11153.375,40.205,0.1723,1999.833,7153.263,0.5465599999999999,0.91347,1.62257,Sweden,Mid Cap,IPCO,7.152,2022-02-08,IPCO.ST,0.0,9.17,1.983,1.559,-0.04459,2022-03-03,Q4-2021,Energy,0.2795693377973101,0.1651293371696802,-0.0205951624090228,-0.4285885418318017,0.4009907836445916,0.3819008511935999,0.4404172369418818,1.869112538511088,6.820931849884508,4.072481765866126,5.0,4.0,9.0,238.0,8.0,19.0,24.0,61.5,149.0,10.0,27.0,35.0,272.0,94.0,101.0,33.0,253.0,241.0,4.5,8.0,25.0,133.0,9.0,20.0
259,259,595,Lundin Gold,Mining - Gold & Silver,7.028,5.885,0.435,4553.037,15166.02,0.23131,18784.418,41.021,0.27186,3191.787,7330.293,0.13739,0.02358,0.2021,Sweden,Mid Cap,LUG,9.975,2022-02-24,LUG.ST,0.0,9.323,2.846,2.563,0.11941,2022-03-03,Q4-2021,Materials,0.4354242047350631,0.3002130420505841,0.0200687242826421,0.4333418410205528,0.3670173507055029,0.3570514727279239,0.4244521964914265,0.7710578093363629,0.5933742499466321,1.7307189972699106,39.5,59.0,83.0,132.0,118.0,73.0,25.0,155.0,203.0,11.0,55.0,147.0,272.0,40.0,70.0,14.0,135.0,253.0,59.0,78.0,39.0,71.0,60.0,21.0
14,14,258,Africa Oil,Oil & Gas -Exploration,43.6,5.108,0.226,2041.911,8924.562,0.22576,8160.244,59.111,0.20117,1597.446,8532.522,0.27515,0.52566,1.07836,Sweden,Mid Cap,AOI,4.059,2022-02-08,AOI.ST,0.0,4.754,3.996,0.956,0.08909,2022-03-03,Q4-2021,Energy,0.1872185035092789,0.2287967745643987,-0.0110828136066924,-0.1898862622807536,0.4654002072036721,0.4188765283784484,0.5349289796506005,0.7151539261592486,4.181613740321602,2.0249213141346383,20.0,10.0,20.0,209.0,31.0,64.0,8.0,18.0,239.0,7.0,8.0,118.0,272.0,76.0,73.0,66.0,196.0,302.0,10.5,38.0,26.0,129.0,16.5,22.0
420,420,775,Transtema,Telecom Services,6.838,6.028,1.966,1114.606,859.8,0.7574599999999999,1185.417,67.16,0.35189,196.66,250.425,-0.35892,0.0197999999999999,1.24727,Sweden,Small Cap,TRANS,9.486,2022-02-10,TRANS.ST,0.0,13.394,0.7,4.734,0.13377,2022-03-03,Q4-2021,Telecom,0.7853049815313966,1.296354966271226,0.0179773709869632,0.234107157612646,0.5426146255812548,0.4883073753823851,0.7038030292125682,0.7491810478322537,4.349345874263865,-0.5428371520730676,320.0,62.0,17.0,155.0,28.0,225.0,62.0,259.0,51.0,13.0,47.0,158.0,272.0,19.0,13.0,6.0,2.0,10.0,32.0,102.0,118.0,3.0,59.0,23.0
151,151,79,eWork,IT Consulting,1.182,34.604,3.541,483.569,3724.151,2.26946,1841.232,37.995,0.4926,53.208,198.917,-0.05487,-0.05986,-0.02,Sweden,Small Cap,EWRK,15.16,2022-02-10,EWRK.ST,0.04682,18.791,0.14,9.256,0.10752,2022-03-03,Q4-2021,Technology,0.2674884499565145,0.1298467758154811,0.1183295212534869,3.3226427904062468,0.3349744480479681,0.302160177019681,0.3263992082794373,0.8646131762643356,3.881280531067577,1.6306287172046208,110.0,87.0,152.0,14.0,35.0,78.0,105.0,329.0,1.5,99.0,101.0,137.0,36.0,6.0,6.0,34.0,285.0,1.0,112.0,49.0,51.5,37.0,95.0,24.0
366,366,202,Semcon,Business Consultants,2.358,14.912,1.263,1448.8,1355.2,0.25995,2050.392,48.529,0.16673,137.5,796.5,-0.06755,-0.07818,0.2017,Sweden,Small Cap,SEMC,10.488,2022-02-09,SEMC.ST,0.0353399999999999,15.44,1.198,2.574,0.16416,2022-03-03,Q4-2021,Industrials,0.17263025737602,1.0690672963400236,0.0039208470738818,0.0912745458021114,0.3955039665486439,0.3525604038096039,0.3937040353696078,1.1950578201260575,1.0328353917036426,-1.0263733114106754,124.0,95.0,85.0,170.0,104.0,238.0,84.0,156.0,99.0,65.0,61.0,173.0,54.0,98.0,56.0,71.0,7.0,45.5,75.0,133.0,88.5,25.5,70.0,25.0
168,168,1425,FM Mattsson,Installation,1.328,20.709,1.054,703.5,1731.4,0.31521,3151.904,49.511,0.2940899999999999,152.2,806.9,-0.05485,-0.14176,0.25275,Sweden,Mid Cap,FMM B,10.228,2022-02-23,FMM-B.ST,0.0334799999999999,13.282,1.727,3.906,0.26407,2022-03-03,Q4-2021,Industrials,0.1886231255421985,0.4063185861152824,0.1049927469525269,2.085805559258756,0.4719834736233964,0.4221355264459904,0.4613442592436881,0.562350598968802,-1.838122982227236,-8.69549567473492,109.0,126.0,74.0,37.0,261.0,365.0,59.0,234.0,137.0,82.0,58.0,226.0,62.0,33.0,36.0,64.0,90.0,80.0,89.0,324.0,47.0,32.0,106.0,26.0
396,396,213,Studsvik,Energy & Recycling,1.254,10.858,0.852,207.1,936.6,0.156,798.065,37.127,0.16314,73.5,387.0,-0.03094,0.12125,0.1958099999999999,Sweden,Small Cap,SVIK,8.778,2022-02-10,SVIK.ST,0.0206,12.628,1.0,2.062,0.23156,2022-03-03,Q4-2021,Industrials,0.189922480620155,0.2211189408498825,0.0296087246490215,0.8379658315824757,0.3381577472170278,0.2982222732212664,0.323841896223883,0.6934978661248575,0.1727296521200802,1.272586039186126,96.0,35.0,86.0,95.0,135.0,86.0,53.0,113.0,77.0,38.0,37.0,213.0,104.0,103.0,115.0,63.0,206.0,134.0,54.0,92.5,38.0,102.0,48.0,27.0
53,53,32,Betsson,Gambling & Casinos,42.083,10.545,0.727,4318.1,9175.4,0.2387999999999999,7657.464,44.248,0.18565,726.2,5816.3,0.11771,-0.35048,-0.26507,Sweden,Mid Cap,BETS B,6.437,2022-02-10,BETS-B.ST,0.07344,6.792,1.148,1.317,0.1101999999999999,2022-03-03,Q4-2021,Consumer Durables,0.1248560081151247,0.4706170848137411,0.1359215716571873,3.4607578919504327,0.3974594337358189,0.3538867566627129,0.3599621297665433,0.7788887840430025,-1.9403579737041163,-1.32432852529473,45.0,264.0,226.0,11.0,265.0,258.0,12.0,40.0,93.0,36.0,21.0,139.0,8.0,86.0,68.0,97.0,77.0,169.0,258.5,271.0,115.0,68.0,12.0,28.0
221,221,424,Inwido,Construction Supplies,20.047,10.926,0.916,2020.8,8437.2,0.16773,8289.424,34.831,0.15331,758.7,4648.0,-0.11345,-0.10513,0.06478,Sweden,Mid Cap,INWI,9.953,2022-02-08,INWI.ST,0.04301,11.632,1.073,1.783,0.05243,2022-03-03,Q4-2021,Industrials,0.1632314974182444,0.239510738159579,0.0505900872925277,1.3289131396456262,0.3236966198239399,0.3191664396122817,0.3489060308249397,1.431262298131833,-3.4717914022074323,1.0508392663252553,158.0,107.0,125.0,74.0,304.0,95.0,46.0,86.0,87.0,39.0,53.0,87.0,43.0,110.0,104.0,77.0,172.0,113.0,106.0,229.0,87.0,94.0,16.5,29.0
67,67,40,Boliden,Mining - Steel & Aluminum,543.683,18.137,0.852,12929.0,80549.0,0.18516,129644.214,32.908,0.171,7148.0,50882.0,0.51196,0.58,0.38354,Sweden,Large Cap,BOL,11.616,2022-02-11,BOL.ST,0.05485,14.9,1.889,2.548,0.11114,2022-03-03,Q4-2021,Materials,0.1404818992964113,0.1605109933084209,0.0446219673357868,1.3616209555381256,0.3173973616661468,0.3070466020188299,0.3003531080252453,0.8278848814327826,3.651284993139029,7.701392178501773,7.0,8.0,50.0,71.0,42.0,2.0,80.0,153.5,143.0,77.0,66.0,140.0,26.0,95.0,90.0,86.0,262.0,134.0,22.5,13.0,7.5,116.5,76.0,30.0
260,260,131,Lundin Mining,Mining,77.654,8.676,0.436,11587.86,64608.23,0.2039399999999999,70824.576,49.465,0.1563,8163.401,37606.0,0.31237,0.37634,0.00682,Sweden,Large Cap,LUMI,6.127,2022-02-17,LUMI.ST,0.0443799999999999,10.728,2.515,1.883,0.08195,2022-03-03,Q4-2021,Materials,0.2170770887624315,0.1793557879545686,0.042419504006932,0.7047565760319436,0.4786153778117317,0.4300727309333786,0.55165313716899,0.9310667388381072,-0.0698915939503424,4.33773036122209,17.0,16.0,143.0,106.0,200.0,15.0,38.0,99.0,174.0,24.0,19.0,113.0,39.0,108.0,81.0,55.0,247.0,252.0,65.0,89.0,30.0,140.0,34.0,31.0
402,402,218,Swedish Match,Tobacco,295.987,22.005,1.145,12240.0,16152.0,0.90153,113984.504,28.991,0.08583,5180.0,-6686.0,0.1277599999999999,-0.09571,0.17629,Sweden,Large Cap,SWMA,15.45,2022-02-16,SWMA.ST,0.02563,18.334,6.165,3.051,0.06579,2022-03-03,Q4-2021,Food and Beverage,-0.0562922191643732,0.7578008915304606,0.0386045194017322,1.5187413071512683,0.2326657994450883,0.2031137203167296,0.2329667751747127,0.6198102460859487,-2.010376590469521,-1.3105473253134017,43.0,101.0,92.0,61.0,268.0,256.0,100.0,184.5,274.0,84.0,103.0,99.0,92.0,184.5,12.0,184.5,19.0,68.0,84.0,272.5,31.0,59.5,116.0,32.0
41,41,24,Axfood,Food Retail,73.021,69.723,2.439,8946.0,23731.0,0.24721,52152.944,19.278,0.4153799999999999,748.0,4952.0,0.01844,0.1049399999999999,0.23509,Sweden,Large Cap,AXFO,22.113,2022-02-03,AXFO.ST,0.03119,24.257,0.901,10.532,0.26135,2022-03-03,Q4-2021,Food and Beverage,0.1510500807754442,0.3769752644220639,0.0694647213608796,3.50908684538952,0.1636252899156194,0.1503552485456822,0.1814303024067285,-0.0111039281242718,0.8935836614705049,1.3967133689244402,69.0,39.0,78.0,10.0,107.0,83.0,138.0,337.0,68.5,129.0,161.0,225.0,69.0,11.0,61.0,81.0,100.0,6.0,52.0,77.0,17.0,22.0,169.0,33.0
27,27,381,Arctic Paper,Forest & Wood Products,0.689,2997.131,1.382,1345.515,5121.378,0.11315,1316.472,45.249,0.07416,-16.633,1878.28,0.13095,0.04972,0.34345,Sweden,Small Cap,ARP,4.689,2021-05-19,ARP.ST,0.03521,6.903,0.186,0.701,0.08134,2022-03-03,Q3-2021,Materials,-0.0088554422130885,0.2627251884160865,-0.0161959757716348,-0.3584337756206209,0.4037642271346229,0.3745208797421472,0.4141310890620089,0.7102127169719201,1.283614695570837,1.8413974102751505,41.0,53.0,58.0,227.0,97.0,71.0,13.0,8.0,4.0,264.0,10.0,111.0,55.0,205.0,155.0,162.0,156.0,37.0,45.0,71.0,57.0,130.0,24.0,34.0
270,270,251,Micro Systemation,Electronic Equipment,3.889,111.964,1.613,240.8,206.5,1.71042,1119.645,53.036,0.38326,10.0,90.8,0.62448,0.16103,0.6875,Sweden,Small Cap,MSAB B,24.01,2022-01-27,MSAB-B.ST,0.0,31.047,3.362,12.331,0.09433,2022-03-03,Q4-2021,Technology,0.1101321585903083,1.1661016949152545,0.060350044809863,1.080442317078441,0.5274431048355345,0.4652603819140948,0.5119359805954286,0.5035869092109716,2.375681699223419,1.185590413509001,3.0,30.0,33.0,83.0,67.0,91.0,173.0,347.0,216.0,141.0,175.0,124.0,272.0,14.0,7.0,103.0,6.0,22.0,24.0,69.0,10.0,11.0,190.5,35.0
392,392,212,Stora Enso R,Forest & Wood Products,98.601,13.106,0.534,46324.488,192733.406,0.10904,136352.398,30.595,0.11869,10403.51,108046.602,0.08537,0.00934,0.0304499999999999,Sweden,Large Cap,STE R,10.057,2022-01-28,STE-R.ST,0.03222,10.632,1.281,1.262,0.03821,2022-03-03,Q4-2021,Materials,0.0962872483486338,0.2403552604679232,0.0450395972908665,1.7256867563324083,0.2724203496802017,0.2537713397005991,0.2392060588033708,0.8914425192673396,0.1943106916128888,1.7907522194835055,50.0,66.0,135.0,52.0,134.0,72.0,37.0,36.0,107.0,53.0,57.0,73.0,64.0,148.0,161.0,109.0,171.0,238.0,90.5,85.0,33.5,166.5,13.0,36.0
284,284,152,Nederman,Installation,1.177,16.53,0.855,1523.3,4729.0,0.16216,6593.724,58.098,0.17777,398.9,1717.4,-0.06,0.02174,0.3333299999999999,Sweden,Mid Cap,NMAN,16.695,2022-02-15,NMAN.ST,0.01862,21.598,1.631,3.839,0.11284,2022-03-03,Q4-2021,Industrials,0.2322697100267846,0.3221188411926411,0.0793007150949374,1.3764014770939217,0.4720162618864882,0.4459889212725361,0.5280458291194938,1.390637469564144,3.321162960505837,4.337911951898112,116.0,61.0,61.5,69.0,48.0,14.0,123.0,230.0,130.0,72.0,117.0,142.0,113.0,90.0,110.0,48.0,125.0,132.0,55.0,25.0,37.0,69.0,109.0,37.0
364,364,201,Securitas,Security,150.229,13.855,1.681,19845.0,63363.0,0.1409099999999999,40886.608,26.215,0.15062,2951.0,20792.0,-0.14406,-0.21624,-0.18882,Sweden,Large Cap,SECU B,11.808,2022-02-08,SECU-B.ST,0.03929,13.039,0.38,1.966,0.07164,2022-03-03,Q4-2021,Industrials,0.1419295883031935,0.313195397945173,0.0383035502291346,1.4975460607276243,0.224826854396075,0.200506470994023,0.2344220627514684,1.009604211479495,-0.5181176897349729,-0.2455305087321239,184.0,168.0,203.0,63.0,220.0,212.0,56.0,106.0,15.0,57.0,68.0,103.0,48.0,113.0,135.0,84.0,129.0,19.0,183.5,239.5,138.0,62.5,21.0,38.0
