,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m
10,10,8,Addtech,Industrial Components,61.499,150.374,1.153,4023.0,11321.0,0.2012699999999999,42555.864,49.565,0.23887,283.0,3952.0,-0.2277199999999999,-0.13812,0.23889,Sweden,Large Cap,ADDT B,34.71,2022-02-08,ADDT-B.ST,0.00769,45.081,3.261,10.768,0.20912,2022-03-03,Q3-2022,Industrials,0.0716093117408906,0.3553573005918205,0.0125581887958863,0.236149605676792,0.4068489043688446,0.3769364147842826,0.4873931555698645,1.413582387418706,0.3533855334709794,0.5627906663609775
11,11,2288,Advanced SolTech,Solar Energy,1.258,-6.337,0.067,125.175,1752.905,0.04559,1234.56,110.42,0.03212,-194.818,499.455,-0.46128,-0.81243,-0.94954,Sweden,First North,ASAB,33.501,2022-02-24,ASAB.ST,,47.718,8.041,2.472,0.39446,2022-03-03,Q4-2021,Utilities,-0.3900611666716722,0.0714100307774808,0.0468099693057307,0.5919598825294119,1.0675901077537004,0.92342958449154,0.7247458280634844,,0.0339904601387046,-0.1373489980930668
12,12,420,Advenica,Security & Surveillance,0.584,-13.584,0.798,71.909,126.864,-0.47487,524.167,69.27,-0.43004,-38.586,39.571,0.13944,-0.29557,1.88889,Sweden,First North,ADVE,-34.257,2022-02-17,ADVE.ST,,-30.806,5.176,13.246,0.26457,2022-03-03,Q4-2021,Technology,-0.9751080336610144,0.5668195863286669,-0.0484174813640354,-0.7050385024561575,0.7585281494030623,0.6875416565194061,0.6294032809182745,0.7360281001358032,3.7466235651792528,-1.193753221348751
13,13,1700,Africa Energy,Oil & Gas -Exploration,3.163,-12.06,,-21.227,2092.359,-0.01853,2783.22,54.642,-0.01693,-230.785,2078.491,0.17059,-0.0946299999999999,-0.005,Sweden,First North,AEC,-73.216,2021-11-10,AEC.ST,,-78.968,,1.339,1.3903100000000002,2022-03-03,Q3-2021,Energy,-0.1110348805936614,-0.0101450085764441,-0.0338336258892788,-0.8190525911893872,0.4291309296732115,0.3699172108522139,0.378596327855551,1.391980236557412,1.246212681348874,0.7510540662064382
14,14,258,Africa Oil,Oil & Gas -Exploration,43.6,5.108,0.226,2041.911,8924.562,0.22576,8160.244,59.111,0.20117,1597.446,8532.522,0.27515,0.52566,1.07836,Sweden,Mid Cap,AOI,4.059,2022-02-08,AOI.ST,,4.754,3.996,0.956,0.08909,2022-03-03,Q4-2021,Energy,0.1872185035092789,0.2287967745643987,-0.0110828136066924,-0.1898862622807536,0.4654002072036721,0.4188765283784484,0.5349289796506005,0.7151539261592486,4.181613740321602,2.0249213141346383
15,15,241,AFRY,Business Consultants,56.373,68.205,0.776,7838.0,25913.0,0.0958099999999999,19438.5,30.406,0.1027,285.0,10992.0,-0.31811,-0.41319,-0.26495,Sweden,Large Cap,AFRY,15.104,2022-02-04,AFRY.ST,0.0320299999999999,17.23,0.967,1.768,0.09754,2022-03-03,Q4-2021,Industrials,0.0259279475982532,0.3024736618685602,-0.0451190844950106,-1.4964336661097886,0.264360398685821,0.2453021315400583,0.276339171816421,1.575405496364528,-4.580385902389383,-5.153833077128948
16,16,1358,Alcadon Group,Electrical Components,5.592,-46.214,1.019,77.4,722.8,0.13792,1432.625,53.953,0.13824,-31.0,340.5,-0.21166,0.06414,1.14076,Sweden,First North,ALCA,24.079,2022-02-22,ALCA.ST,0.00685,27.814,1.945,4.207,0.57576,2022-03-03,Q4-2021,Industrials,-0.0910425844346549,0.1070835639180963,-0.0792301270391959,-1.3914200887201886,0.4587361036267042,0.4032890700316955,0.5218812886509894,1.5180537252352395,5.173814958032435,1.2631607882574836
17,17,10,Alfa Laval,Industrial Components,274.358,536.869,0.636,14510.0,64361.0,0.16241,128311.59,31.938,0.14714,239.0,32096.0,-0.10972,-0.13072,0.12317,Sweden,Large Cap,ALFA,22.092,2022-02-02,ALFA.ST,0.01961,26.87,3.136,3.998,0.05753,2022-03-03,Q4-2021,Industrials,0.0074464107676969,0.2254470875219465,-0.0247718924101955,-0.7390790090144079,0.278096861093761,0.2547051081032169,0.3071906269626174,1.2972407037182,4.468059602086793,1.0451346095771354
18,18,2146,Aligro Planet SPAC,Investment Banking,0.864,,,,,,1187.5,9.028,,,,-0.01961,-0.03061,-0.94954,Sweden,Mid Cap,APAC SPAC A,,,APAC-SPAC-A.ST,,,,,,2022-03-03,Q4-2020,Financials,,,-0.0005463457772232,-0.0108168620052922,0.0836954136003765,0.0795513804266071,0.46292,,0.0339904601387046,-0.1373489980930668
19,19,739,Alimak,Installation,9.662,10.59,0.632,1271.5,5901.7,0.09939,5740.748,29.721,0.08007,542.1,3840.4,-0.00935,-0.31436,-0.2318799999999999,Sweden,Mid Cap,ALIG,13.566,2022-02-10,ALIG.ST,0.03113,18.669,1.54,1.495,0.05024,2022-03-03,Q4-2021,Industrials,0.1411571711280075,0.2154463968009217,0.0708356504085394,2.576471036286485,0.2685084133857661,0.2512131770020971,0.2519801118093899,1.240608516468968,-0.1074627201426092,0.1850213481740317
20,20,1385,Alligator Bioscience,Biotechnology,0.968,-4.079,0.039,-71.856,333.2,-18.53916,518.375,53.521,-0.50212,-127.078,282.273,0.00642,-0.49189,-0.6434000000000001,Sweden,Small Cap,ATORX,-1.766,2022-02-11,ATORX.ST,,-3.658,34.27,1.836,1.193,2022-03-03,Q4-2021,Health Care,-0.4501953782331289,-0.2156542617046818,0.0481353860828579,0.8122696800656835,0.5940646631768576,0.4592631639705378,0.5431300853499372,1.0360786410341678,-0.4095871506984245,0.4747761307066413
21,21,1477,Alligo,Industrial Components,1.308,15.136,0.976,3521.0,8679.0,0.0755,9051.087,43.146,0.0843999999999999,598.0,3429.0,-0.14519,-0.1768499999999999,0.22621,Sweden,Mid Cap,ALLIGO B,26.518,2022-02-15,ALLIGO-B.ST,0.00984,30.844,1.064,2.64,0.45866,2022-03-03,Q4-2021,Industrials,0.1743948673082531,0.4056918999884779,-0.0178452366919289,-0.4261292675535347,0.4275801423668607,0.3970282642684167,0.3838138056306778,1.233505745096457,1.048872426090946,-0.1221800965119176
22,22,364,ALM Equity,Real Estate,1.098,-17.302,0.16,3323.0,13132.0,0.40378,23859.84,39.178,0.4733,-1379.0,7154.0,-0.05882,0.17359,0.37143,Sweden,First North,ALM,8.134,2022-02-25,ALM.ST,0.00125,2.894,11.384,3.335,0.38743,2022-03-03,Q4-2021,Financials,-0.1927592954990215,0.2530459945172099,-0.0037966274836684,-0.0760301853010896,0.3278688344042874,0.2859562102940164,0.4576690892061058,0.5638541669301956,-1.7761374718466525,0.2145409158283591
23,23,1419,Ambea,Healthcare Facilities,16.353,4.767,0.688,9849.0,16674.0,0.04847,4528.417,42.974,0.05232,950.0,4530.0,-0.10542,-0.25798,-0.34168,Sweden,Mid Cap,AMBEA,23.996,2022-02-09,AMBEA.ST,0.02403,19.071,0.388,1.0,0.1329,2022-03-03,Q4-2021,Health Care,0.2097130242825607,0.5906801007556675,-0.057455943259034,-1.4244196194597705,0.3589665877827102,0.3209644474170043,0.3696891077777623,1.3684171620025445,-0.7088631428803955,-0.1749633020483329
24,24,2048,Annehem Fastigheter,Real Estate,1.191,-2.17,0.073,238.1,3954.0,0.04396,1864.179,29.595,0.09802,-859.2,2208.7,-0.13187,-0.19695,0.09913,Sweden,Mid Cap,ANNE B,19.765,2021-10-29,ANNE-B.ST,,8.611,5.399,0.844,,2022-03-03,Q3-2021,Financials,-0.389007108253724,0.0602175012645422,0.0375582866886656,1.0885217497478887,0.3256531153414675,0.29698744754448,0.3162338129918412,,0.0339904601387046,-0.1373489980930668
25,25,505,AQ Group,Industrial Components,2.845,-31.985,1.164,2748.0,4699.0,0.14504,4893.645,39.277,0.13932,-153.0,2615.0,-0.07118,-0.19306,-0.03136,Sweden,Mid Cap,AQ,12.23,2022-02-17,AQ.ST,0.01245,13.371,0.872,1.871,0.2159499999999999,2022-03-03,Q4-2021,Industrials,-0.0585086042065009,0.5848052777186635,0.011997733477454,0.3024037151674119,0.3599274258923696,0.3373705805567444,0.3636233225369035,1.5833790625551545,-1.116086238566084,0.9682723415764566
26,26,296,Arcane Crypto,Internet Transactions,3.749,-6.686,1.835,27.788,181.044,-0.25819,838.662,87.086,-1.0973,-125.433,148.948,-0.42,-0.56659,-0.6657599999999999,Sweden,First North,ARCANE,-24.375,2022-02-25,ARCANE.ST,,-5.135,2.521,5.631,68.10076,2022-03-03,Q4-2021,Technology,-0.8421261111260305,0.1534875499878482,0.020039413201139,0.203694205483506,0.9743320633761317,0.864610159307082,0.9016665708161526,2.125048595105244,-4.067601363046477,-2.0848988927441714
27,27,381,Arctic Paper,Forest & Wood Products,0.689,-79.146,1.382,1345.515,5121.378,0.11315,1316.472,45.249,0.07416,-16.633,1878.28,0.13095,0.04972,0.34345,Sweden,Small Cap,ARP,4.689,2021-05-19,ARP.ST,0.03521,6.903,0.186,0.701,0.08134,2022-03-03,Q3-2021,Materials,-0.0088554422130885,0.2627251884160865,-0.0161959757716348,-0.3584337756206209,0.4037642271346229,0.3745208797421472,0.4141310890620089,0.7102127169719201,1.283614695570837,1.8413974102751505
28,28,1710,Arion Banki,Banks,2.319,4.381,0.041,3184.92,106423.0,0.02732,22775.2,27.424,0.147,5198.175,15762.44,0.05538,0.2098799999999999,0.715,Sweden,Large Cap,ARION SDB,8.269,2022-02-09,ARION-SDB.ST,0.00825,10.266,5.211,1.445,0.12037,2022-03-03,Q4-2021,Financials,0.3297823814079546,0.0299269894665626,0.0438441668322273,1.6050945177853926,0.3025325117654363,0.2927676018932533,0.2503518778048905,0.7772608311613538,5.239604243428706,2.366389658018241
29,29,14,Arise Windpower,Wind Energy,3.589,82.742,0.184,232.0,1511.0,0.07322,1572.09,49.894,0.08432,19.0,676.0,0.00603,0.02206,-0.11839,Sweden,Small Cap,ARISE,26.292,2022-02-17,ARISE.ST,,27.581,5.655,2.326,0.06559,2022-03-03,Q4-2021,Utilities,0.0281065088757396,0.1535407015221707,-0.0070598641871518,-0.1415315936996828,0.4675163190845439,0.441569092215007,0.4571751251862551,1.218095072745119,-2.726031968474093,2.5384694549738573
30,30,1574,Arjo,Medical Supplies,55.635,20.631,0.621,4209.0,14612.0,0.14511,21435.519,42.982,0.1077699999999999,1039.0,6885.0,-0.2845499999999999,-0.31206,0.23645,Sweden,Large Cap,ARJO B,23.934,2022-02-03,ARJO-B.ST,0.01461,28.889,2.363,3.113,0.05441,2022-03-03,Q4-2021,Health Care,0.1509077705156136,0.2880509170544758,-0.0635173315268656,-1.5304261274581803,0.3519918915957372,0.3121436183122744,0.380381613252902,0.330277269456083,-0.2320299344792138,-5.37183550882071
31,31,1793,Ascelia Pharma,Pharmaceuticals,2.735,-6.717,,,333.493,-2.94836,783.146,40.411,-0.409,-116.597,307.834,-0.26935,-0.2229799999999999,-0.47448,Sweden,Small Cap,ACE,-3.785,2022-02-10,ACE.ST,,-6.08,,2.544,0.3059,2022-03-03,Q4-2021,Health Care,-0.3787658283360512,,0.0147819974675516,0.3350889811071882,0.3996300774750184,0.3743261416055006,0.4043082651890138,0.7337498876083602,-5.972398182515654,-2.407125753683434
32,32,1473,Aspire Global,Gambling & Casinos,20.787,8.883,0.983,760.324,2254.295,0.28465,5012.798,68.208,0.63144,564.322,1362.97,0.3004799999999999,0.39433,0.74516,Sweden,First North,ASPIRE,15.738,2022-02-17,ASPIRE.ST,,5.78,2.262,3.678,0.4822099999999999,2022-03-03,Q4-2021,Consumer Durables,0.4140384601275156,0.3372779516434184,0.0483968428766107,0.5960709081757305,0.4845596239184094,0.36362024004757,0.7441470229027461,0.6384626971369712,3.99935414853663,2.7115939260629123
33,33,17,Assa Abloy,Construction Supplies,418.413,30.031,0.731,37777.0,129975.0,0.15027,281147.955,28.07,0.15663,9362.0,69583.0,-0.0262,-0.08009,0.12946,Sweden,Large Cap,ASSA B,21.735,2022-02-04,ASSA-B.ST,0.01662,25.752,2.959,4.04,0.10685,2022-03-03,Q4-2021,Industrials,0.1345443570987166,0.2906482015772264,0.0976380174806357,3.5324223535500554,0.2398308668580701,0.2148176942597847,0.2533296197498964,0.8913105712315101,1.631755676094641,1.9232613006062855
34,34,18,AstraZeneca,Pharmaceuticals,621.4,-42.424,0.355,210831.203,889263.812,0.01381,1824287.108,27.976,0.0028499999999999,-43001.801,331421.906,0.1896499999999999,0.1669,0.488,Sweden,Large Cap,AZN,227.718,2022-02-10,AZN.ST,0.0152699999999999,1863.564,5.777,5.504,0.57897,2022-03-03,Q4-2021,Health Care,-0.1297494227795551,0.2370851036047782,0.0364078722757548,1.2595573224699417,0.2439824268780502,0.2215121276426383,0.2649213777246126,0.1624156472982635,3.33023266347455,0.7162367449893065
35,35,19,Atlas Copco A,Industrial Machinery,637.231,34.157,0.811,46529.0,136683.0,0.3064,581729.91,33.227,0.26806,17031.0,67633.0,-0.15185,-0.19976,-0.04839,Sweden,Large Cap,ATCO A,25.038,2022-01-25,ATCO-A.ST,0.01606,31.776,5.245,8.601,0.20568,2022-03-03,Q4-2021,Industrials,0.2518149424097703,0.3404154137676229,-0.0463433369484064,-1.4219822214680435,0.2731286459406404,0.2580982904707012,0.2986983188913082,1.0805260833385888,-4.867955763433547,-1.6781255142410418
36,36,20,Atrium Ljungberg,Real Estate,20.809,-149.146,0.042,3084.0,54285.0,0.0317099999999999,25951.451,29.482,0.1471,-174.0,25541.0,-0.01367,-0.0794,0.19311,Sweden,Large Cap,ATRLJ B,28.102,2022-02-10,ATRLJ-B.ST,0.02669,6.569,8.415,1.016,0.09412,2022-03-03,Q4-2021,Financials,-0.0068125758584237,0.0568112738325504,0.0408290079231707,1.2073780629934938,0.2599922007013987,0.2496692239386559,0.3099311228067097,0.7114872914452273,3.942923190613451,2.3578180811429714
37,37,920,Attendo,Healthcare Facilities,13.145,5.144,0.611,4182.0,21076.0,0.04332,4964.264,29.698,0.0113,965.0,4957.0,-0.06505,-0.26832,-0.34076,Sweden,Mid Cap,ATT,24.278,2022-02-10,ATT.ST,,88.391,0.385,1.001,0.0500199999999999,2022-03-03,Q4-2021,Health Care,0.1946741981036917,0.1984247485291326,-0.0422444076957413,-1.2877963497553562,0.2829144331736211,0.2541345263771399,0.3006503256374128,0.969240260769209,-2.384714923875287,0.2526658460061306
38,38,21,Autoliv,Auto & Equipment,226.639,32.313,1.092,12677.29,63235.43,0.14967,81332.195,31.43,0.16427,2517.0,22090.869,-0.11221,0.0512899999999999,-0.0088,Sweden,Large Cap,ALIV SDB,15.92,2022-01-28,ALIV-SDB.ST,0.0271499999999999,19.099,1.178,3.682,-0.18481,2022-03-03,Q4-2021,Consumer Durables,0.1139384783821768,0.2004776436247844,-0.0188639885301094,-0.5900653178944275,0.2802276882223076,0.2591075402025419,0.2930036818855083,1.415146349968622,2.598906788783927,6.709021061622181
39,39,22,Avanza Bank,Retail & Mortgage Banks,157.775,17.635,0.012,2548.0,279082.0,0.00873,33665.781,42.363,0.43553,1909.0,4700.0,-0.36128,-0.36502,-0.24599,Sweden,Large Cap,AZA,13.814,2022-01-20,AZA.ST,0.04251,16.402,10.199,7.163,0.3628699999999999,2022-03-03,Q4-2021,Financials,0.4061702127659574,0.0091299331379307,0.0256420398541135,0.714038413898261,0.3815209132935833,0.3640531575873598,0.3291324004909696,1.211960986985526,-4.2070367320605415,-3.924792962568453
40,40,1557,Awardit,Advertising,4.459,-17.113,0.453,195.454,1168.476,0.11871,2092.336,56.283,0.06088,-122.269,505.595,-0.10676,0.12054,1.40381,Sweden,First North,AWRD,31.482,2022-02-25,AWRD.ST,,59.197,3.792,4.138,2.83117,2022-03-03,Q4-2021,Consumer Durables,-0.2418319010275022,0.1672725841181162,0.1195339619967355,2.1326101425848702,0.4865283466021063,0.4415303045999963,0.5137117357081272,1.3790679188783328,4.158417054599179,1.923528712917552
41,41,24,Axfood,Food Retail,73.021,69.723,2.439,8946.0,23731.0,0.24721,52152.944,19.278,0.4153799999999999,748.0,4952.0,0.01844,0.1049399999999999,0.23509,Sweden,Large Cap,AXFO,22.113,2022-02-03,AXFO.ST,0.03119,24.257,0.901,10.532,0.26135,2022-03-03,Q4-2021,Food and Beverage,0.1510500807754442,0.3769752644220639,0.0694647213608796,3.50908684538952,0.1636252899156194,0.1503552485456822,0.1814303024067285,-0.0111039281242718,0.8935836614705049,1.3967133689244402
42,42,1769,Azelio,Renewable Energy,16.259,-1.929,0.001,137.736,1252.402,-0.61422,809.802,105.896,-0.36293,-419.732,1008.102,-0.64534,-0.81243,-0.88043,Sweden,First North,AZELIO,-1.06,2022-02-25,AZELIO.ST,,-2.213,5.337,0.803,0.35811,2022-03-03,Q4-2021,Utilities,-0.4163586621195078,0.1099774672988385,-0.2821371801147424,-2.0725517187965625,0.9580592177857952,0.7396785540288948,1.2476552189374888,1.1176010442897013,-6.610638596469976,-3.5254536678880024
43,43,1313,B3 Consulting,IT Consulting,1.76,12.442,1.647,283.5,559.7,0.3386099999999999,874.64,52.026,0.23279,70.3,194.6,0.38298,0.4942499999999999,1.33058,Sweden,Small Cap,B3,13.101,2022-02-18,B3.ST,0.03365,19.308,0.947,4.495,0.0927399999999999,2022-03-03,Q4-2021,Technology,0.3612538540596094,0.5065213507236019,0.2333668976975584,4.717970561419316,0.4466502514159259,0.411139476325762,0.4533396126466552,0.8400307411063783,6.837198437785803,3.819045865154238
44,44,377,Bactiguard,Medical Equipment,1.236,-875.421,0.211,78.795,849.29,-0.09515,4520.676,32.581,-0.10855,-5.164,541.45,-0.1502,-0.23669,-0.17042,Sweden,Mid Cap,BACTI B,-83.988,2022-02-08,BACTI-B.ST,,-76.786,25.248,8.349,0.2578,2022-03-03,Q4-2021,Health Care,-0.0095373534028996,0.092777496497074,-0.0434133116568212,-1.2008976022113866,0.3590840956240504,0.3385649754008746,0.3313268116611215,0.174758781995185,-8.849444619387388,-5.91300633649481
45,45,1517,Balco Group,Construction Supplies,2.793,-62.518,0.9,296.3,1245.6,0.14227,2475.717,39.78,0.13208,-39.6,692.0,-0.1171899999999999,-0.1171899999999999,0.37805,Sweden,Mid Cap,BALCO,21.803,2022-02-17,BALCO.ST,0.0177,27.087,2.209,3.578,0.01823,2022-03-03,Q4-2021,Industrials,-0.0572254335260115,0.2378773281952473,0.0774868562448701,1.713280311307043,0.3601006467352798,0.3314336050976602,0.4145140544285895,0.5508510850186329,1.7094674951376885,-5.363116063123721
46,46,1450,Bambuser,Online Services,8.69,-7.256,0.159,-35.796,869.472,-0.89554,1886.001,66.785,-0.3003699999999999,-259.938,769.494,-0.35503,-0.3718999999999999,-0.61713,Sweden,First North,BUSER,-5.817,2022-02-11,BUSER.ST,,-8.16,11.309,2.451,1.28789,2022-03-03,Q4-2021,Technology,-0.3378038035384291,-0.0411698134039969,-0.1827767948160368,-3.1075825431072155,0.6719078999609953,0.6193263521573436,0.539061142162558,0.0907133336540522,-13.26782881680718,-9.46098849475722
47,47,27,BE Group,Industrial Components,7.025,259.271,1.735,1102.0,3105.0,0.29827,1814.895,55.586,0.3503199999999999,7.0,1413.0,0.13878,0.58163,8.39498,Sweden,Small Cap,BEGR,3.311,2022-01-27,BEGR.ST,0.08602,3.659,0.337,1.284,0.28412,2022-03-03,Q4-2021,Industrials,0.0049539985845718,0.3549114331723027,0.1209975820471807,2.2804236028727183,0.5470519796592853,0.4696496090297911,0.4862961231758341,0.8932377656467297,5.517955021226474,1.66704672163933
48,48,29,Beijer Alma,Industrial Components,16.662,-29.263,0.849,1744.9,6344.1,0.19768,14221.832,46.356,0.19909,-486.0,2854.0,0.0,0.0583,0.49033,Sweden,Mid Cap,BEIA B,20.064,2022-02-16,BEIA-B.ST,0.01483,25.03,2.639,4.983,0.3543,2022-03-03,Q4-2021,Industrials,-0.1702873160476524,0.2750429532951876,0.02645522920312,0.5457566266318847,0.3781135020052654,0.3531542401325773,0.4442752847506005,1.5457822730353472,6.178745833624265,7.295913864017219
49,49,30,Beijer Electronics,Computer Hardware,1.361,-17.927,0.757,,2139.075,0.05316,1673.426,60.317,0.04875,-93.348,729.196,-0.2092999999999999,-0.07372,0.35191,Sweden,Mid Cap,BELE,36.398,2022-01-27,BELE.ST,0.00865,46.229,1.026,2.295,0.13544,2022-03-03,Q4-2021,Technology,-0.1280149644265739,,-0.034991916232027,-0.5280512724633172,0.5068022566170667,0.4811572431382465,0.6073391475671795,1.3043236223034895,4.050216043836096,1.5840371763911243
50,50,28,Beijer Ref,Installation,60.399,-94.619,1.105,,15300.0,0.14462,54784.163,45.74,0.18591,-579.0,5266.0,-0.18672,-0.28278,0.16956,Sweden,Large Cap,BEIJ B,43.622,2022-01-27,BEIJ-B.ST,0.00768,55.961,3.232,10.403,0.34116,2022-03-03,Q4-2021,Industrials,-0.1099506266616027,,0.004098758819478,0.0828558427451446,0.372901558009751,0.3547409228749357,0.4533867962311397,1.851288679318172,1.0599727044542444,-1.477310507042041
51,51,26,Bergman & Beving,Industrial Components,3.046,67.03,0.88,1904.0,5097.0,0.08402,3418.526,40.027,0.1059099999999999,51.0,1778.0,-0.13712,-0.2503,0.18305,Sweden,Mid Cap,BERG B,14.679,2022-02-09,BERG-B.ST,0.02408,17.386,0.761,1.923,0.07896,2022-03-03,Q3-2022,Industrials,0.0286839145106861,0.3735530704335884,0.0369970438297913,0.8833781232012413,0.3881033762832766,0.376182088273247,0.3838486586586986,1.440897781646206,3.7576256086715634,0.7310537094615219
52,52,31,Bergs Timber,Forest & Wood Products,2.604,-10.49,1.319,1271.0,2316.0,0.27116,1646.958,41.36,0.25804,-157.0,1616.0,0.00849,-0.10038,0.26263,Sweden,Small Cap,BRG B,4.39,2022-02-03,BRG-B.ST,0.06316,3.95,0.525,1.019,0.3696,2022-03-03,Q4-2021,Materials,-0.0971534653465346,0.5487910189982729,0.0594342227509161,1.3248725816699018,0.5175372596652341,0.4824813805340572,0.4111517264303987,1.2555653623242942,-2.319486713588673,0.3526697148809145
