,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m
357,357,569,Senzime,Medical Equipment,0.728,-14.9,0.063,-4.923,174.632,-0.957,1256.109,42.615,-0.54478,-84.302,150.782,-0.11842,-0.06075,-0.13734,Sweden,Small Cap,SEZI,-14.05,2022-02-17,SEZI.ST,,-15.292,114.4,8.331,-0.32547,2022-03-30,Q4-2021,Health Care,-0.5590985661418472,-0.0281907096064867,-0.0333488280971154,-0.7577154729559775,0.3701979249124298,0.3295893024845844,0.4033797237818336,0.5157922451569809,-7.454716991387231,-2.5210012401678887
358,358,1377,Serneke,Construction & Infrastructure,1.857,10.223,1.263,391.0,6914.0,0.08929,1380.144,33.641,0.14147,135.0,2467.0,-0.12249,0.01911,-0.0302999999999999,Sweden,Small Cap,SRNKE B,2.158,2022-02-09,SRNKE-B.ST,,3.842,0.158,0.559,0.15387,2022-03-30,Q4-2021,Industrials,0.0547223348196189,0.0565519236332079,0.00990260705291,0.3254488980258531,0.2832853206485494,0.2674740252772225,0.278872945477043,1.7563015977736256,5.473347773617503,4.742972385418496
359,359,342,ShaMaran,Oil & Gas -Exploration,5.892,3.623,0.239,382.961,3095.706,6.60201,1528.206,72.424,0.52655,421.816,119.092,0.62945,0.65901,0.93785,Sweden,First North,SNM,2.803,2021-05-10,SNM.ST,,24.24,2.065,12.832,0.56043,2022-03-30,Q3-2021,Energy,3.541933967017096,0.1237071608221194,-0.0274037299837387,-0.547863870326395,0.5730105302803898,0.4986095538549291,0.4584338328417185,1.060269614542,4.079876519877289,2.3687451532239168
360,360,908,Sinch,Communications,424.56,-2.033,0.284,3933.0,57045.0,0.004,58627.452,74.132,0.02589,-28840.0,34026.0,-0.35951,-0.56914,-0.50457,Sweden,Large Cap,SINCH,438.535,2022-02-17,SINCH.ST,,62.438,3.624,1.723,3.90343,2022-03-30,Q4-2021,Technology,-0.8475871392464586,0.0689455692874046,-0.2858389124931682,-4.306547399048855,0.662267718739453,0.5683460634832495,0.60831953381175,0.5919368280217367,-10.12681486894992,-12.6269134562558
361,361,206,SinterCast,Industrial Components,0.736,29.769,0.818,76.1,131.3,0.35755,899.012,40.617,0.29064,30.2,113.2,-0.0994299999999999,-0.0758,-0.0437399999999999,Sweden,Small Cap,SINT,27.67,2022-02-08,SINT.ST,0.03943,27.326,8.371,7.942,0.02819,2022-03-30,Q4-2021,Industrials,0.2667844522968198,0.5795887281035795,-0.0834260619841623,-2.375498805048123,0.3451704609389329,0.2884456927899591,0.3218744990837889,1.320405519390952,0.7779853354202141,0.189365945038799
362,362,489,Sivers Semiconductors,Semiconductors,11.057,-5.457,0.095,4.58,951.379,-0.2592,1789.725,86.89,-0.16736,-327.975,798.903,-0.56859,-0.66216,-0.6782699999999999,Sweden,Mid Cap,SIVE,-10.897,2022-02-15,SIVE.ST,,-10.053,11.599,2.24,0.47002,2022-03-30,Q4-2021,Technology,-0.4105316915820819,0.004814064636701,-0.1941214185524065,-3.233529238636904,0.7441293758894184,0.6021684925432146,0.5502199169249566,1.2071277961755316,-8.141191919603319,-7.563115210631395
363,363,207,Skanska,Construction & Infrastructure,223.711,-22.768,1.035,15709.0,139038.0,0.16125,89523.32,28.094,0.1498799999999999,-3932.0,45683.0,-0.08967,-0.03398,-0.06039,Sweden,Large Cap,SKA B,8.658,2022-02-03,SKA-B.ST,0.0469,12.809,0.622,1.96,0.10672,2022-03-30,Q4-2021,Industrials,-0.0860714051178775,0.1129835009134193,0.0752709896465373,3.067753297483264,0.2444554759700423,0.2165686400156741,0.2248779313333141,1.2280329387328723,0.4982367704814879,0.8548914567338733
364,364,208,SKF B,Industrial Components,467.795,33.382,0.82,23275.0,99628.0,0.1750799999999999,70101.286,37.776,0.1616,2100.0,43645.0,-0.28228,-0.25843,-0.37243,Sweden,Large Cap,SKF B,8.13,2022-02-03,SKF-B.ST,0.04547,9.562,0.858,1.606,0.10017,2022-03-30,Q4-2021,Industrials,0.0481154771451483,0.2336190629140402,-0.0590802861418934,-1.7421728836968478,0.3258076307057564,0.2996165820526876,0.3108071372921083,1.1922583061572216,-5.06225414830833,-2.002588600250061
365,365,209,SkiStar,Leisure,15.092,17.388,0.426,2805.415,8451.773,0.13771,13715.8,36.54,0.17758,788.823,3117.897,0.02941,-0.03581,0.47622,Sweden,Mid Cap,SKIS B,21.827,2022-03-17,SKIS-B.ST,0.00857,24.755,3.729,4.399,0.29443,2022-03-30,Q2-2022,Consumer Durables,0.2529984152779903,0.331932128323844,0.0453789674594891,1.0544478648455915,0.3204153875131517,0.2923989397217652,0.3944292748366433,1.0621500302518851,3.959667440397664,-0.0594857888399477
366,366,1390,Smart Eye,Biometric,20.494,-6.764,0.063,97.25,1745.342,-0.09559,2826.212,57.663,-0.09153,-417.844,1449.895,-0.35097,-0.32128,-0.45236,Sweden,First North,SEYE,-19.486,2022-02-23,SEYE.ST,,-21.295,25.768,1.949,3.51614,2022-03-30,Q4-2021,Technology,-0.2881891447311702,0.0557197385956448,0.0322448387077067,0.4796953366649351,0.5363878517269454,0.5006032532940559,0.6160760918671224,1.202600908013813,-5.115688227058956,-2.5663543852597077
