,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
193,99,Hexpol,Chemicals,55.265,21.666,0.891,3473.0,17963.0,0.2332,33451.721,31.343,0.2024,1544.0,11650.0,-0.12819,-0.13671,-0.029769999999999998,Sweden,Large Cap,HPOL B,11.175,2022-01-28,HPOL-B.ST,0.06178,14.187,2.09,2.871,0.19172999999999998,Q4-2021,Materials,0.13253218884120171,0.19334186939820744,0.05297920384835142,1.6390839078859571,0.2558443378228079,0.2336107149524274,0.29624012623819646
194,101,HMS Networks,Communications,20.052,42.401,0.895,1230.0,2203.0,0.28425999999999996,17299.62,47.175,0.30161,408.0,1177.0,-0.30414,-0.15542999999999998,0.24202,Sweden,Large Cap,HMS,39.566,2022-01-26,HMS.ST,0.00812,48.729,8.773,14.698,0.19924,Q4-2021,Technology,0.3466440101954121,0.5583295506128008,0.09144998903935275,1.756543016753089,0.4257275326616872,0.40022678204294443,0.4771605284684286
195,742,Hoist Finance,Consumer Lending,13.175,4.213,0.074,1388.0,30372.0,-0.00329,2043.253,40.726,-0.041890000000000004,485.0,4941.0,-0.25326,-0.31783,-0.44113,Sweden,Mid Cap,HOFI,-20.433,2022-02-08,HOFI.ST,,-9.871,0.906,0.414,-0.04682,Q4-2021,Financials,0.09815826755717466,0.045699986829974976,-0.01797872651548249,-0.4204883973015153,0.3728096814677509,0.3397312862630034,0.39187228796246865
196,102,Holmen B,Forest & Wood Products,88.675,38.463,0.286,11059.0,68101.0,0.05959,73926.709,24.128,0.06393,1922.0,46992.0,0.12739,0.01973,0.23212,Sweden,Large Cap,HOLM B,20.913,2022-01-28,HOLM-B.ST,0.02528,24.521,3.492,1.573,0.08887,Q4-2021,Materials,0.04090057882192714,0.1623911543149146,-0.019115949575354896,-0.7882573924659617,0.23506007562561076,0.22393949460233878,0.22226315096386615
197,103,Hufvudstaden A,Real Estate,59.37,66.081,0.049,1343.6,51098.801,0.02743,24185.682,26.71,0.09512999999999999,366.0,31066.0,-0.15213,-0.22771,-0.00209,Sweden,Large Cap,HUFV A,25.605,2022-02-17,HUFV-A.ST,0.02175,8.184,9.721,0.779,0.0781,Q4-2021,Financials,0.011781368698899118,0.02629415903516014,0.0033465875403220213,0.12240018130151177,0.23705202930711364,0.22755483923474026,0.25058771253849976
198,1010,Humana,Healthcare Facilities,6.464,5.983,0.908,1855.0,9002.0,0.07427,2566.662,36.382,0.10811,429.0,2553.0,-0.32636000000000004,-0.30901,-0.28761,Sweden,Mid Cap,HUM,13.778,2022-02-10,HUM.ST,,8.522,0.313,1.005,0.11909,Q4-2021,Health Care,0.16803760282021152,0.20606531881804044,-0.18611369007190282,-5.485848273781689,0.31033268418376486,0.2802120773332042,0.31093826517156303
199,431,Humble Group,Food Processing,32.92,-2.67,0.145,237.033,4633.0,-0.07084,4123.642,57.714,-0.09664,-1544.317,2356.0,-0.457,-0.41247999999999996,-0.27401,Sweden,First North,HUMBLE,-19.681,2021-11-26,HUMBLE.ST,,-16.875,5.802,1.75,14.125689999999999,Q3-2021,Food and Beverage,-0.65548259762309,0.051161882149794946,-0.04483823341987314,-0.8182599009475847,0.5700077895046457,0.5285115267433714,0.5022233117783672
200,104,Husqvarna B,Consumer Electronics,147.358,-86.33,0.924,15513.0,50920.0,0.19376000000000002,61467.088,32.711,0.20498000000000002,-712.0,21632.0,-0.19932,-0.06570000000000001,0.04303,Sweden,Large Cap,HUSQ B,12.372,2022-02-03,HUSQ-B.ST,0.028130000000000002,13.737,1.306,2.841,0.17012,Q4-2021,Consumer Durables,-0.032914201183431954,0.3046543597800471,-0.015235362592197488,-0.45339324746085624,0.2904434093163834,0.26453264132787985,0.3079763658141878
201,753,Hövding,Recreation & Sport,1.759,-17.606,1.785,53.243,90.599,-4.96155,545.726,57.781,-1.09075,-30.996,25.377,0.12457000000000001,0.09090999999999999,0.00923,Sweden,First North,HOVD,-18.641,2022-02-18,HOVD.ST,,-19.717,3.282,21.505,-0.20675000000000002,Q4-2021,Consumer Durables,-1.2214209717460693,0.5876775681850793,0.03779411354529305,0.6893248338863024,0.461084330065725,0.3526248700318416,0.5025044148449409
202,106,I.A.R Systems,IT Services,2.685,26.867,0.438,152.1,812.8,-0.1315,1544.861,49.702,-0.11515,57.5,585.3,0.08431,-0.05631,-0.11943,Sweden,Mid Cap,IAR B,-21.715,2022-02-10,IAR-B.ST,,-22.366,4.341,2.639,-0.02484,Q4-2021,Technology,0.09824021869126945,0.18713090551181102,0.03636217096346073,0.5891500342542133,0.3888077556937796,0.3240628159435533,0.565670512381176
203,2108,Idun Industrier,Holding Companies,0.932,-8.995,0.643,589.438,1534.986,0.07969,2298.888,54.534,0.03594,-255.583,380.195,-0.35231999999999997,-0.17870999999999998,-0.95301,Sweden,First North,IDUN B,32.554,2021-11-26,IDUN-B.ST,,70.813,2.304,6.047,,Q3-2021,Financials,-0.6722418758794829,0.38400219936859353,0.062445888023386464,1.3565106319096585,0.6610406423398206,0.55850240509406,0.4219104546243804
204,391,Immunicum,Biotechnology,1.715,-3.161,0.0,-43.459,720.984,-0.24178,440.676,97.398,-0.20314,-139.394,656.742,-0.54898,-0.47444000000000003,-0.68939,Sweden,Small Cap,IMMU,-2.196,2022-02-17,IMMU.ST,,-3.303,14215.362,0.671,-0.01054,Q4-2021,Health Care,-0.21225077732199252,-0.06027734318653396,-0.10803312245920083,-1.0841406326627911,0.6873397763871765,0.5371013096402921,0.9132947263783759
205,924,Immunovia,Medical Equipment,6.375,-3.965,0.002,-85.184,493.809,-0.95955,699.751,78.699,-0.35945,-176.474,433.903,-0.68206,-0.7471800000000001,-0.71685,Sweden,Mid Cap,IMMNOV,-2.674,2022-02-17,IMMNOV.ST,,-4.487,731.957,1.613,-0.25314,Q4-2021,Health Care,-0.4067130211130137,-0.17250394383253442,-0.21753174157913646,-2.567680985790988,0.6861262937885968,0.5847500672631161,0.7764638032203823
206,304,Impact Coatings,Industrial Machinery,1.109,-14.849,0.33,23.339,173.449,-1.02923,502.839,57.259,-0.19978,-33.864,160.638,-0.39610999999999996,-0.38287999999999994,-0.66753,Sweden,First North,IMPC,-11.638,2022-02-11,IMPC.ST,,-15.67,9.218,3.13,0.8114,Q4-2021,Industrials,-0.21080939752735964,0.13455828514433635,0.0008896081338225503,0.013874570226322826,0.5818850696568721,0.5410688450671853,0.587650146359984
207,1972,Implantica,Medical Equipment,1.894,-4.273,0.002,-9.043,1701.456,-0.17386,2811.6,57.319,-0.09619,-657.935,1665.546,-0.36982,-0.63339,-0.71955,Sweden,First North,IMP A SDB,-14.141,2022-02-18,IMP-A-SDB.ST,,-17.549,696.561,1.688,0.39884000000000003,Q4-2021,Health Care,-0.39502661589652877,-0.005314859743654846,-0.09031998864232849,-1.2876723754087287,0.4770484232783299,0.44038287396546627,0.6428625675683131
208,1384,InDex Pharmaceuticals,Pharmaceuticals,1.156,-5.324,,-1.663,445.196,-16.64941,660.533,40.488,-0.23739999999999997,-124.058,434.039,-0.15875,-0.22207999999999997,-0.24574000000000001,Sweden,First North,INDEX,-2.268,2022-02-23,INDEX.ST,,-6.412,51.929,1.522,6.27635,Q4-2021,Health Care,-0.28582224178011656,-0.003735433382150783,-0.029435294546256596,-0.7142126836824098,0.35779536679731794,0.35050925067788813,0.37772912311236195
209,109,Industrivärden C,Holding Companies,144.238,23.001,,,150752.0,0.18039000000000002,108795.358,23.56,0.18587,4730.0,143079.0,-0.10003999999999999,-0.1722,-0.09746,Sweden,Large Cap,INDU C,4.314,2022-02-10,INDU-C.ST,0.0268,4.095,,0.76,0.16762,Q4-2021,Financials,0.03305865990117348,,0.013902298269904412,0.5449544516175975,0.21896072929912905,0.20856232807099848,0.23381159275452862
210,110,Indutrade,Industrial Components,97.964,84.237,0.987,7609.0,22000.0,0.18398,71854.292,37.473,0.20334,853.0,10303.0,-0.20954,-0.28644,0.029750000000000002,Sweden,Large Cap,INDT,27.378,2022-02-02,INDT.ST,0.011659999999999998,34.245,3.309,6.974,0.22481,Q4-2021,Industrials,0.08279141997476464,0.3458636363636364,0.012515276014098964,0.28933918643927475,0.31360994912105,0.3006434862900752,0.39643575682694854
211,1075,Infant Bacterial,Pharmaceuticals,0.87,-9.879,,,408.478,-5.243239999999999,549.513,53.234,-0.11382999999999999,-55.623,395.254,-0.30271000000000003,-0.46678,-0.55821,Sweden,Small Cap,IBT B,-3.651,2022-02-04,IBT-B.ST,,-12.214,,1.39,-0.09291,Q4-2021,Health Care,-0.1407272285669468,,0.011547342805320437,0.19022407639743613,0.5355751972005283,0.4448661861182305,0.5563604090832935
212,1437,Instalco,Installation,45.781,-45.788,1.171,4453.0,7589.0,0.17207,16529.355,42.906,0.2459,-361.0,2482.0,-0.20163,-0.30379,0.00873,Sweden,Large Cap,INSTAL,25.179,2022-02-17,INSTAL.ST,0.01023,26.878,1.836,6.66,0.45161,Q4-2021,Industrials,-0.14544721998388396,0.5867703254710765,0.0691697918581694,1.4855190223024706,0.40932856492155956,0.38284839022546013,0.42675428888565414
213,1455,Integrum,Medical Equipment,2.963,-60.479,0.272,51.772,176.553,0.013009999999999999,793.672,75.886,0.10769999999999999,-13.123,158.191,-0.5,-0.36963,-0.17603000000000002,Sweden,First North,INTEG B,1102.09,2021-12-02,INTEG-B.ST,,46.585,13.035,5.017,4.13923,Q2-2022,Health Care,-0.08295667895139419,0.29323772464925546,-0.328837123049158,-4.753674522234392,0.7325420431784165,0.654643596916893,0.634002601833989
214,1443,International Petroleum,Oil & Gas -Exploration,33.555,5.294,0.523,1775.109,10749.81,0.17067,10586.125,39.275,0.1723,1999.833,7153.263,0.39494999999999997,0.86622,1.4076,Sweden,Mid Cap,IPCO,6.813,2022-02-08,IPCO.ST,,8.703,1.882,1.48,-0.04459,Q4-2021,Energy,0.27956933779731014,0.1651293371696802,-0.020595162409022816,-0.42817113365921566,0.39344773566859553,0.37556379547789454,0.4408465833867863
215,1436,Intervacc,Biotechnology,29.474,-44.286,0.016,8.762,329.393,-0.15248,2151.864,126.501,-0.0953,-48.59,308.252,-0.37645,-0.42646999999999996,-0.37915999999999994,Sweden,First North,IVACC,-69.273,2022-02-18,IVACC.ST,,-73.208,188.116,6.981,-0.07287,Q4-2021,Health Care,-0.15763076963004297,0.026600443846711987,-0.08257343777907866,-0.5247660026331754,0.8108278913383866,0.5643203723120449,1.4421628959064432
216,112,Intrum,Consumer Lending,96.595,13.741,0.2,8233.0,88839.0,0.09119999999999999,27934.97,36.742,0.12471,2033.0,22152.0,-0.05711,-0.14874,-0.02506,Sweden,Large Cap,INTRUM,11.768,2022-01-27,INTRUM.ST,0.05882,8.868,1.57,1.261,0.09993,Q4-2021,Financials,0.09177500902853016,0.0926732628687851,0.15749870779545527,5.045711049875933,0.30671921719292955,0.26889784954209106,0.2860844559650922
217,2294,Investment AB Spiltan,Holding Companies,5.553,-100.916,,,8162.42,0.030990000000000004,7360.746,82.474,0.02541,-72.939,7996.548,-0.020659999999999998,0.24736999999999998,0.32402000000000003,Sweden,PepMarket,SPLTN,29.488,2022-01-28,SPLTN.ST,0.00422,36.228,,0.92,0.03691,Q4-2021,Financials,-0.009121310845629888,,-0.0008568871941454503,-0.01702840602432718,0.82474,0.3790477728090277,0.4612
218,113,Investor B,Holding Companies,749.528,48.724,,,795542.0,0.30362,559546.758,26.797,0.33366999999999997,11484.0,683505.0,-0.13521,-0.11869999999999999,0.15332,Sweden,Large Cap,INVE B,2.716,2022-01-21,INVE-B.ST,0.02194,2.446,,0.819,0.39313000000000003,Q4-2021,Financials,0.016801632760550397,,0.0007383633495948727,0.028045971073992496,0.2267059922941906,0.20936499953227025,0.24128998286226722
219,424,Inwido,Construction Supplies,19.881,10.72,0.916,2020.8,8437.2,0.16773,8132.91,35.041,0.15331,758.7,4648.0,-0.16038,-0.16289,0.13788,Sweden,Mid Cap,INWI,9.779,2022-02-08,INWI.ST,0.04383,11.413,1.053,1.75,0.052430000000000004,Q4-2021,Industrials,0.16323149741824441,0.239510738159579,0.050590087292527786,1.3429831850630132,0.3234672014070455,0.31767028105747774,0.34525064350906887
220,306,Invisio,Communications,11.636,-66.032,0.859,340.4,690.0,0.056929999999999994,5104.284,47.792,0.03473,-100.9,417.5,-0.28553999999999996,-0.34625999999999996,-0.46197000000000005,Sweden,Mid Cap,IVSO,80.081,2022-02-14,IVSO.ST,0.00611,124.728,8.319,12.554,0.33773000000000003,Q4-2021,Technology,-0.24167664670658684,0.4933333333333333,0.11595052002800543,2.542188822554669,0.40000739442483974,0.3684289735121993,0.41802719780969494
221,1860,Inzile,Auto & Equipment,0.961,-6.617,0.102,-23.332,76.578,-2.037,921.696,66.602,-1.6292,-139.285,65.701,-0.24561,-0.07027,-0.6082,Sweden,First North,INZILE,-8.77,2021-11-18,INZILE.ST,,-3.186,25.987,14.029,0.22425,Q3-2021,Consumer Durables,-2.119982953075296,-0.3046828070725274,0.0011414608526275627,0.009510183150897923,0.823981517750814,0.6695822397028146,1.1000483748834553
222,412,Irisity,Security & Surveillance,5.055,-10.389,0.086,71.304,898.888,-0.03328,1221.834,58.332,-0.03141,-117.603,762.041,-0.46115,-0.36706000000000005,-0.39811,Sweden,First North,IRIS,-44.923,2022-02-18,IRIS.ST,,-51.048,13.131,1.603,5.52001,Q4-2021,Technology,-0.15432634202096734,0.07932467671167041,-0.19814800966507284,-3.640119500600299,0.5798947757918245,0.5100155667007529,0.4989002437668836
223,1410,IRLAB Therapeutics,Pharmaceuticals,0.769,13.146,0.44,126.169,472.449,45.71826,1681.81,43.951,0.12961999999999999,127.933,399.481,-0.33606,-0.45652000000000004,-0.08451,Sweden,Mid Cap,IRLAB A,24.47,2022-02-23,IRLAB-A.ST,,32.481,8.089,4.21,0.27665,Q4-2021,Health Care,0.3202480218082963,0.2670531634102305,0.02887892191976127,0.6910842772908381,0.5635353585009485,0.42939679600545777,0.38299191584800335
224,1434,Isofol Medical,Pharmaceuticals,2.41,-6.896,0.08,,453.923,,1251.741,90.495,-0.51064,-181.512,379.403,-0.31294,-0.13504,-0.6948799999999999,Sweden,Mid Cap,ISOFOL,-4.353,2021-08-24,ISOFOL.ST,,-6.461,34.388,3.299,1.41963,Q3-2021,Health Care,-0.47841477268234567,,-0.00710470775300065,-0.11513766673904662,0.8170886064035042,0.6088326274906385,0.5655466536846844
225,114,ITAB Shop Concept,Construction Tools,1.738,-9.456,1.037,1680.0,6024.0,0.059539999999999996,2534.322,53.159,0.03415,-268.0,2654.0,-0.1197,-0.31079,-0.15797,Sweden,Mid Cap,ITAB,16.845,2022-02-08,ITAB.ST,,23.413,0.406,0.955,0.0915,Q4-2021,Industrials,-0.10097965335342879,0.2788844621513944,-0.013402336630067069,-0.25404014337688824,0.4404641978978712,0.3994946486531214,0.48352375557783017
226,1697,I-Tech,Chemicals,0.725,-188.188,0.46,28.098,115.124,-0.06488000000000001,494.182,55.869,-0.025230000000000002,-2.626,104.938,-0.39238999999999996,-0.31518,-0.43767,Sweden,First North,ITECH,-98.051,2022-02-23,ITECH.ST,,-186.685,9.233,4.709,-0.042050000000000004,Q4-2021,Materials,-0.02502430006289428,0.2440672665994927,-0.10543774342447021,-2.3576975549943073,0.46163328845073254,0.3760570495918437,0.4098714352266729
227,1771,Jetpak,Rail & Highway,0.713,16.334,0.844,317.477,1185.027,0.15086,1063.2,43.824,0.09813000000000001,65.092,715.533,-0.12709,-0.20893,0.042350000000000006,Sweden,First North,JETPAK,11.549,2022-02-24,JETPAK.ST,,15.142,1.03,1.486,0.09423999999999999,Q4-2021,Industrials,0.09096994827631989,0.26790697595919755,0.011285294660504874,0.2258442548278514,0.4327536838179793,0.4035747834087527,0.45797682177981097
228,116,JM,Homebuilding,59.077,8.718,0.848,2795.0,17233.0,0.26802,19789.494,30.462,0.20888,2270.0,8608.0,-0.29673,-0.10392,-0.02809,Sweden,Large Cap,JM,8.315,2022-02-02,JM.ST,0.04759,10.955,1.355,2.299,0.03408,Q4-2021,Industrials,0.26370817843866173,0.16218882376835142,-0.029522165114165166,-0.9879295704855345,0.2761304647202587,0.26305704432468013,0.2738809736166864
229,1852,John Mattson,Real Estate,10.293,-1.312,0.025,249.8,16545.699,0.01493,5418.385,31.402,0.2518,-4131.0,5250.2,-0.26960999999999996,-0.16573000000000002,0.06581000000000001,Sweden,Mid Cap,JOMA,77.566,2022-02-23,JOMA.ST,,3.9,13.284,1.032,1.05302,Q4-2021,Financials,-0.7868271684888195,0.015097579135218161,-0.005221592784630746,-0.1438966677673421,0.2957463248680043,0.2682506783142784,0.3325767657454577
230,378,Josemaria Resources,Mining,9.428,14.435,,,298.193,-2.15311,4451.73,60.646,-1.48301,308.402,139.005,0.25431000000000004,0.9207899999999999,1.3004,Sweden,Mid Cap,JOSE,-15.68,2021-11-16,JOSE.ST,,-19.692,,32.026,0.44075000000000003,Q3-2021,Materials,2.218639617279954,,-0.039894119608175016,-0.619128418105403,0.5151182450359951,0.43141410652008516,0.5905651155459009
231,1853,K2A,Real Estate,2.491,-2.07,0.029,183.9,9563.2,0.01688,4185.09,48.725,0.25995999999999997,-2022.0,2905.5,-0.35356000000000004,-0.32692,0.20098,Sweden,Mid Cap,K2A B,77.248,2022-02-16,K2A-B.ST,0.00306,5.54,15.347,1.44,0.4738,Q4-2021,Financials,-0.6959215281362933,0.01922996486531705,-0.00602420378442492,-0.11786457800783913,0.43147141316155274,0.4011240739022045,0.4684421784826743
232,117,Kabe,Auto & Equipment,1.481,4.733,1.414,392.0,2147.0,0.24024,1827.0,48.327,0.13234,386.0,1277.0,-0.20392,-0.09778,0.17681000000000002,Sweden,Small Cap,KABE B,6.65,2021-11-02,KABE-B.ST,0.01478,10.811,0.602,1.431,0.28409,Q3-2021,Consumer Durables,0.30227094753328115,0.18258034466697717,0.05171801577909374,1.9214478425667394,0.40371369244302546,0.3649135770363484,0.24669076812829033
233,408,Kambi,Gambling & Casinos,52.787,18.221,0.825,1179.254,2068.988,0.69277,6263.145,52.845,0.34298,343.729,1422.812,-0.24833,-0.09651,-0.53793,Sweden,First North,KAMBI,9.485,2022-02-11,KAMBI.ST,,12.835,3.669,4.402,0.44151,Q4-2021,Consumer Durables,0.2415842711475585,0.5699665730299064,0.08330115766622548,1.733784173197578,0.6191197949571301,0.5067128721567892,0.4403476123315929
234,1796,Karnov,Business Consultants,9.476,-77.028,0.194,739.35,4521.922,0.04256,5491.582,44.373,0.039420000000000004,-71.293,2147.522,-0.030529999999999998,-0.11189,0.05067,Sweden,Mid Cap,KAR,50.291,2022-02-23,KAR.ST,,58.438,6.254,2.557,0.22585999999999998,Q4-2021,Industrials,-0.03319779727518508,0.1635034836956498,0.005415593217031112,0.10071841416025676,0.33590562118492306,0.2743184101204588,0.4928069222902311
235,119,Karo Pharma,Biotechnology,4.681,-41.255,0.226,1627.912,12923.0,0.03397,12984.404,32.538,0.01081,-314.733,5886.9,0.01228,0.06852,0.154,Sweden,Large Cap,KARO,78.039,2021-10-28,KARO.ST,,202.456,4.446,2.206,0.042089999999999995,Q3-2021,Health Care,-0.05346328288233196,0.12597013077458794,-0.007679349898433219,-0.27372714380587915,0.2907459990599085,0.24605209913576853,0.2571261418091473
236,243,Karolinska Development,Holding Companies,6.168,-34.989,0.002,-40.655,1127.028,0.24853999999999998,883.155,126.525,0.27885000000000004,-25.241,990.601,-0.47258,-0.32017,1.0310599999999999,Sweden,Small Cap,KDEV,3.636,2021-11-18,KDEV.ST,,2.077,396.211,0.892,0.37752,Q3-2021,Financials,-0.02548049113618904,-0.036072750632637346,-0.2038585224580719,-1.9436764817314434,1.2244691620756345,0.837637941749054,0.9612681112381203
237,1887,K-Fast Holding,Real Estate,6.132,-5.678,0.109,277.9,11482.7,0.023849999999999996,12435.365,56.276,0.24669,-2190.1,4233.7,-0.33082,-0.2446,0.42475,Sweden,Large Cap,KFAST B,77.088,2022-02-17,KFAST-B.ST,,11.907,9.927,2.937,0.49912999999999996,Q4-2021,Financials,-0.5173016510380991,0.02420162505334111,0.01175707349580235,0.19231348007789206,0.5784652876819232,0.5204052989611423,0.5603110008081749
238,231,Kindred,Gambling & Casinos,125.281,13.618,1.035,8779.44,14183.88,0.6674500000000001,22290.004,40.283,0.52247,1636.825,6584.58,-0.0762,-0.37711,-0.25948,Sweden,Large Cap,KIND SDB,5.337,2022-02-09,KIND-SDB.ST,0.04053,6.392,1.519,3.385,0.22695,Q4-2021,Consumer Durables,0.2485845718329795,0.6189730877587798,-0.013994437075703359,-0.4149231702556951,0.4236366839237028,0.3973435627256882,0.3091202025097169
239,120,Kinnevik B,Holding Companies,219.889,55.765,,,78587.0,0.20329999999999998,61229.731,40.967,0.20413,1098.0,72391.0,-0.32711,-0.36832,-0.44903,Sweden,Large Cap,KINV B,3.783,2022-02-03,KINV-B.ST,,4.133,,0.846,-0.32104999999999995,Q4-2021,Financials,0.015167631335386995,,-0.07112585227123269,-1.7150767587067492,0.38451285679362357,0.36774907232521536,0.38008748033755035
240,2249,Kjell Group,Retailers,1.513,-15.681,0.928,987.002,2418.447,0.08519,1573.176,28.93,0.05662,-100.326,816.86,-0.20722000000000002,-0.81553,-0.95301,Sweden,First North,KJELL,18.453,2021-11-18,KJELL.ST,,34.016,0.696,1.926,,Q3-2021,Consumer Durables,-0.12281908772617094,0.4081139673517757,0.018883371725548437,0.5820458303939364,0.30950823053000437,0.29625280638123697,0.2973459332222925
241,2322,KlaraBo,Real Estate,3.879,,,,,,4666.711,54.476,,,,-0.68206,-0.81553,-0.95301,Sweden,Mid Cap,KLARA B,,,KLARA-B.ST,,,,,,Q4-2020,Financials,,,-0.0008568871941454503,-0.01702840602432718,0.54476,0.3790477728090277,0.4612
242,122,KnowIT,IT Consulting,14.656,152.661,0.76,,6335.4,0.10213,7770.452,40.093,0.07463,50.9,3884.7,-0.23065999999999998,-0.1435,0.07795,Sweden,Mid Cap,KNOW,21.503,2022-02-04,KNOW.ST,0.02469,23.124,1.615,2.0,1.06897,Q4-2021,Technology,0.013102684892012254,,0.009496380659669512,0.2348179012739277,0.382448886709703,0.3381586526827535,0.3706521774103097
243,124,Lagercrantz,Electrical Components,19.493,-839.928,0.902,1926.0,5568.0,0.18927,18478.416,44.587,0.26424,-22.0,2002.0,-0.26837,-0.24788,0.26934,Sweden,Large Cap,LAGR B,28.407,2022-02-04,LAGR-B.ST,0.01129,34.085,3.677,9.23,0.31321,Q3-2022,Industrials,-0.01098901098901099,0.3459051724137931,-0.01040358120561391,-0.20638843398565318,0.383093340009855,0.36090120996276237,0.4619948652419133
244,126,Latour,Holding Companies,89.835,-178.003,0.387,7088.0,47937.0,0.06174,157532.883,33.657,0.13814,-885.0,31553.0,-0.26557,-0.17675000000000002,0.27404,Sweden,Large Cap,LATO B,63.696,2022-02-11,LATO-B.ST,0.013389999999999999,35.991,8.485,4.993,0.13902,Q4-2021,Financials,-0.02804804614458213,0.14786073387988402,-0.03441322033191663,-0.9376754736139948,0.2861244102282645,0.27788275206447244,0.33636624080693583
245,1661,Leading Edge Materials,Mining,1.625,-36.284,,-0.901,199.279,-0.08563000000000001,539.856,82.609,-0.12535,-14.879,128.926,0.21088,1.2043300000000001,0.47107,Sweden,First North,LEMSE,-33.089,2022-01-26,LEMSE.ST,,-32.393,,4.187,0.05651,Q4-2021,Materials,-0.11540728790158697,-0.004521299283918526,0.17104143301252295,2.0333261941534,0.7882752506326997,0.7395074755024318,0.7709636712568434
246,1004,LeoVegas,Gambling & Casinos,18.31,17.606,1.52,2692.945,2650.138,0.22065,3193.843,35.92,0.13071,181.404,803.266,-0.05815000000000001,-0.15173,-0.19601,Sweden,Mid Cap,LEO,17.157,2022-02-11,LEO.ST,0.053470000000000004,28.192,0.793,3.976,0.03212,Q4-2021,Consumer Durables,0.22583303662796633,1.0161527437439108,-0.0014539336465290154,-0.038191379537876026,0.385805329798817,0.34444683621205036,0.34891439226774396
247,440,Lifco,Holding Companies,114.265,-263.159,0.703,7330.0,24876.0,0.2011,91842.475,41.629,0.22219999999999998,-349.0,10756.0,-0.21077,-0.19921,0.2559,Sweden,Large Cap,LIFCO B,31.504,2022-02-02,LIFCO-B.ST,0.0074199999999999995,38.428,5.254,8.539,0.36217,Q4-2021,Financials,-0.03244700632205281,0.2946615211448786,0.0003755162763976472,0.008143348290319518,0.3424322558819475,0.3212258569925124,0.4226349407959948
248,1772,Lime Technologies,IT Services,4.826,-32.105,0.607,181.894,665.087,0.20271999999999998,3183.326,50.381,0.43454,-99.154,135.066,-0.27657,-0.42951999999999996,-0.48026,Sweden,Mid Cap,LIME,45.007,2022-02-16,LIME.ST,0.01085,54.239,7.878,23.569,0.8254,Q4-2021,Technology,-0.7341151733226718,0.2734890322619447,-0.005686765796913407,-0.1049393128761465,0.5284376189253622,0.48308750205993756,0.496668674676737
249,2150,Linc,Holding Companies,2.608,-11.82,,,3763.411,-0.01268,4182.26,37.482,-0.00827,-353.839,3632.932,-0.18524000000000002,-0.23963,-0.95301,Sweden,Mid Cap,LINC,-90.288,2022-02-07,LINC.ST,,-121.174,,1.151,0.4264,Q4-2021,Financials,-0.09739763915206781,,0.004413137796502875,0.10323634559775725,0.4797390704264611,0.39032116079060675,0.3917910477680526
250,127,Lindab,Installation,58.228,54.801,0.936,2948.0,10305.0,0.17462,16440.19,39.065,0.09504,300.0,5650.0,-0.25087,-0.13446,0.15096,Sweden,Large Cap,LIAB,14.326,2022-02-11,LIAB.ST,0.018600000000000002,30.615,1.704,2.91,0.09569000000000001,Q4-2021,Industrials,0.05309734513274336,0.2860747210092188,-0.06116958095519842,-1.47259261331942,0.3387931714039884,0.29998696195808916,0.3807084626399969
251,2314,Logistea B,Real Estate,11.893,,,,,,1910.398,89.707,,,,-0.41941,-0.81553,-0.95301,Sweden,Mid Cap,LOGI B,,,LOGI-B.ST,,,,,,Q4-2020,Financials,,,-0.0008568871941454503,-0.01702840602432718,0.8970699999999999,0.3790477728090277,0.4612
252,129,Loomis,Security,40.178,13.844,0.694,5357.0,27228.0,0.11785,18994.64,32.188,0.10971,1372.0,10063.0,0.01318,-0.08348000000000001,0.12511,Sweden,Large Cap,LOOMIS,14.961,2022-02-03,LOOMIS.ST,0.03352,17.205,0.963,1.888,0.09367,Q4-2021,Industrials,0.13634105137632913,0.1967459967680329,0.12780164701173935,3.910422082636461,0.2877838058082806,0.2610126538876823,0.29953836644481197
253,316,Lucara Diamond,Mining - Precious Stones,1.193,-5.85,0.489,1193.763,3844.917,0.19088999999999998,1993.354,36.04,0.07793,-340.735,2295.603,-0.011240000000000002,-0.06878000000000001,-0.15547,Sweden,Mid Cap,LUC,3.196,2021-11-03,LUC.ST,,10.155,1.061,0.868,0.29966000000000004,Q3-2021,Materials,-0.14842941048604658,0.3104782235871411,0.02703109312705476,0.6513024997080809,0.3789388721660938,0.3387670994769496,0.38038248103653677
254,130,Lundbergföretagen,Holding Companies,55.582,63.36,0.126,,188949.0,0.06775,105747.2,25.948,0.08916,1669.0,91462.0,-0.15228999999999998,-0.27729,0.02697,Sweden,Large Cap,LUND B,10.446,2021-11-24,LUND-B.ST,0.00821,12.967,4.427,1.156,0.08368,Q3-2021,Financials,0.018248015569307472,,0.004043222010039593,0.21789164133848934,0.22892125128675228,0.21415077037908503,0.17006958870656783
