,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
70,244,Boule Diagnostics,Medical Equipment,0.801,-75.903,0.81,198.6,572.0,0.11156,1001.917,52.845,0.0788,-13.2,295.7,-0.04267000000000001,-0.12542,-0.01149,Sweden,Small Cap,BOUL,27.85,2022-02-03,BOUL.ST,0.010660000000000001,43.0,2.163,3.388,0.19241,Q4-2021,Health Care,-0.04463983767331755,0.3472027972027972,0.21017881244450343,4.572284056161579,0.42759207526464754,0.36894465320396136,0.4213037972585782
71,909,Bravida,Installation,25.153,24.078,1.121,3299.0,19516.0,0.21492999999999998,22344.428,26.479,0.16803,928.0,6816.0,-0.10723,-0.17984999999999998,0.03096,Sweden,Large Cap,BRAV,15.441,2022-02-15,BRAV.ST,0.0273,19.464,1.021,3.278,0.14443,Q4-2021,Industrials,0.13615023474178403,0.16904078704652592,0.0676184408814311,2.2647120768207007,0.2627873195304995,0.2491218266639828,0.27364769842977876
72,268,Bredband2,Telecommunications,2.491,15.029,1.134,533.485,1332.779,0.14771,1870.164,22.353,0.15184,124.438,534.663,-0.06507,-0.21050999999999997,-0.09537000000000001,Sweden,First North,BRE2,21.202,2022-02-10,BRE2.ST,0.040940000000000004,23.042,1.237,3.498,0.16096,Q4-2021,Telecom,0.2327409976003576,0.4002801664792137,0.051741795485228836,2.0976339893187785,0.2132384011801995,0.1917711917257951,0.22607442061995658
73,42,Brinova Fastigheter,Real Estate,1.286,-3.523,0.051,239.6,7313.2,0.03849,3720.565,48.65,0.1242,-1056.0,2704.6,-0.28464,-0.15673,0.31271,Sweden,Mid Cap,BRIN B,36.026,2021-10-29,BRIN-B.ST,,10.065,9.927,1.376,0.34421,Q3-2021,Financials,-0.3904459069733048,0.03276267570967566,0.03075236619122701,0.605091639164779,0.4169357015672674,0.3965652666778051,0.46579736604796085
74,43,BTS Group,Business Consultants,3.375,51.874,0.769,,2491.837,0.33237,6751.839,45.683,0.21836,130.158,983.25,-0.14163,-0.15821,0.38844999999999996,Sweden,Mid Cap,BTS B,21.096,2022-02-23,BTS-B.ST,0.01377,31.357,3.523,6.867,0.27129000000000003,Q4-2021,Industrials,0.13237528604118992,,0.1230209716746874,2.282582850128323,0.4857682129002671,0.39008403343680886,0.49396052785955186
75,375,Bufab,Industrial Components,26.925,-74.352,0.894,1638.0,6573.0,0.14095000000000002,12119.298,50.793,0.19773,-163.0,2377.0,-0.22344,-0.01242,0.5179,Sweden,Large Cap,BUFAB,21.269,2022-02-10,BUFAB.ST,0.01179,25.316,2.062,5.099,0.31697,Q4-2021,Industrials,-0.068573832562053,0.24920127795527156,-0.0034589917539391557,-0.06360904133467384,0.43981147074121607,0.41895920962585076,0.4983911471721453
76,254,Bulten,Industrial Components,9.472,-12.732,1.091,710.0,3419.0,0.11122,1489.632,42.805,0.08477,-117.0,1660.0,-0.20539000000000002,-0.25316,-0.31262,Sweden,Mid Cap,BULTEN,9.244,2022-02-10,BULTEN.ST,0.03178,10.391,0.399,0.897,0.11332,Q4-2021,Industrials,-0.07048192771084337,0.207663059374086,-0.12556509979479502,-3.148776260260988,0.3766905807770331,0.3420451105975206,0.3654826681185909
77,44,Bure Equity,Holding Companies,31.602,-28.605,,,24004.0,0.26883,19737.665,46.662,0.26515,-690.0,23943.0,-0.34914,-0.31779,-0.1091,Sweden,Large Cap,BURE,3.033,2022-02-24,BURE.ST,0.00845,3.107,,0.824,0.33842,Q4-2021,Financials,-0.02881844380403458,,-0.05850618362118842,-1.1245809188007234,0.39264720719692864,0.36328108639107104,0.4768158708454677
78,2282,Byggfakta,Information Services,3.613,,,,,,10058.682,39.878,,,,-0.38089,-0.81553,-0.95301,Sweden,Large Cap,BFG,,,BFG.ST,,,,,,Q4-2020,Industrials,,,-0.0008568871941454503,-0.01702840602432718,0.39878,0.3790477728090277,0.4612
79,45,Byggmax,Retailers,29.357,10.859,1.259,2633.0,6073.0,0.24272,3778.888,36.166,0.27575,348.0,2252.0,-0.28997,-0.18218,0.16997,Sweden,Mid Cap,BMAX,6.969,2022-01-26,BMAX.ST,0.06457,6.056,0.493,1.678,0.2311,Q4-2021,Consumer Durables,0.15452930728241562,0.4335583731269554,-0.055085612314151655,-1.5321034969144711,0.3742786020587208,0.3503699686953488,0.32952602567773337
80,598,Byggmästare AJ Ahlström,Holding Companies,0.546,-14.862,0.353,1013.001,2226.699,0.38856999999999997,2025.786,54.371,0.33753999999999995,-136.311,1729.861,-0.16765999999999998,-0.027970000000000002,0.40404,Sweden,First North,AJA B,3.264,2021-11-19,AJA-B.ST,,3.331,1.618,1.171,0.88024,Q3-2021,Financials,-0.07879881678354504,0.45493396278527093,-0.02501947118591119,-0.6170595086220718,0.5845437349576617,0.45101228634405177,0.37161284756224733
81,1379,Byggpartner,Construction & Infrastructure,1.214,15.997,2.905,145.927,785.007,1.54901,989.142,34.017,0.35459,61.832,196.465,-0.12433,-0.06629,0.11918,Sweden,First North,BYGGP,9.556,2022-02-24,BYGGP.ST,0.045899999999999996,14.199,0.434,5.035,0.06299,Q4-2021,Industrials,0.31472272414933955,0.1858926098748164,0.06264152416540592,1.7106249953256574,0.3529059505624204,0.3294820828349004,0.33561946881377075
82,1719,Calliditas Therapeutics,Pharmaceuticals,63.056,-8.854,0.157,-128.138,1459.91,-1.42146,4302.512,99.535,-0.49618,-485.928,1008.281,-0.07328,-0.14017,-0.32177999999999995,Sweden,Mid Cap,CALTX,-6.788,2022-02-24,CALTX.ST,,-8.806,18.76,4.267,-0.03089,Q4-2021,Health Care,-0.4819370790484002,-0.08777116397586153,-0.047250630345262556,-0.43996622969447224,0.7616579904740731,0.5639332312239309,0.9843009557433929
83,921,Camurus,Pharmaceuticals,13.94,-48.447,0.555,515.218,1081.897,-0.24181,7188.108,49.016,-0.10654,-148.37,848.908,-0.20888,-0.29443,-0.41680999999999996,Sweden,Mid Cap,CAMX,-61.517,2022-02-16,CAMX.ST,,-79.474,11.969,8.467,0.0362,Q4-2021,Health Care,-0.1747774788316284,0.47621723694584606,0.1481787498013426,2.7468232178459897,0.4266410260049169,0.36773610790875405,0.49441866730765927
84,748,Cantargia,Biotechnology,6.268,-3.569,,-352.709,600.244,-1.29322,1602.086,70.704,-0.6879500000000001,-448.874,532.745,-0.09251,-0.35211,-0.7033400000000001,Sweden,Mid Cap,CANTA,-2.816,2022-02-24,CANTA.ST,,-4.371,,3.007,-0.35145000000000004,Q4-2021,Health Care,-0.8425682080545102,-0.5876093721886433,0.019551073525929885,0.23646351494727694,0.7393912191864643,0.6421072823372256,0.7577851861856765
85,2319,Careium,Security & Surveillance,2.238,-2.341,0.559,240.3,1051.7,0.01183,429.597,57.849,0.008159999999999999,-183.5,551.5,-0.68206,-0.81553,-0.95301,Sweden,First North,CARE,67.36,2022-02-17,CARE.ST,,95.511,0.731,0.779,,Q4-2021,Technology,-0.3327289211242067,0.22848721118189597,-0.18360188700331603,-4.0416235139103485,0.6114218077093554,0.5327952714208468,0.41635226142841963
86,2252,Cary Group,Auto & Equipment,13.658,-25.169,0.623,1397.0,3417.0,0.06191,9539.203,67.003,0.01541,-379.0,1557.0,-0.27286,-0.81553,-0.95301,Sweden,Mid Cap,CARY,62.761,2022-02-11,CARY.ST,,397.527,4.455,6.127,0.37522,Q4-2021,Consumer Durables,-0.24341682723185612,0.4088381621305239,-0.04194458440285598,-0.570931670537215,0.6503388752422119,0.577875811801574,0.6733353321902381
87,46,Castellum,Real Estate,159.182,-4.84,0.036,4346.0,177632.0,0.02412,55027.356,31.33,0.14142,-11369.0,83637.0,-0.22817,-0.21414000000000002,-0.02261,Sweden,Large Cap,CAST,30.297,2022-02-16,CAST.ST,0.03907,4.652,8.662,0.658,0.61607,Q4-2021,Financials,-0.13593266138192428,0.024466312376148443,0.04363494755974939,1.2650616132928174,0.260443912460295,0.24433561342875243,0.3161276068088178
88,274,Catella B,Investment Banking,2.858,-3.156,0.344,1139.0,4843.0,0.00724,3149.642,36.37,0.042039999999999994,-998.0,1586.0,-0.15420999999999999,-0.024620000000000003,0.02443,Sweden,Mid Cap,CAT B,191.459,2021-11-11,CAT-B.ST,0.025249999999999998,44.363,1.838,1.986,0.19876000000000002,Q3-2021,Financials,-0.6292559899117276,0.23518480280817675,-0.0493221929519575,-0.9460220755845252,0.36500208998014044,0.3108560193542174,0.477838072655775
89,47,Catena,Real Estate,17.881,-24.571,0.054,1095.4,25864.1,0.04689,19273.36,28.569,0.24019,-784.4,11255.0,-0.18288000000000001,-0.1329,0.22141,Sweden,Large Cap,CATE,28.032,2022-02-22,CATE.ST,0.0171,7.13,13.892,1.712,0.26794,Q4-2021,Financials,-0.0696934695690804,0.04235214061189062,0.005866334186980682,0.19113186709659083,0.2727068554594602,0.2681461071962741,0.2813023371990668
90,984,Catena Media,Gambling & Casinos,31.94,23.194,0.372,1272.499,3863.125,0.01161,2892.555,60.424,-0.03137,124.712,2410.928,-0.30534,-0.30838,-0.025910000000000002,Sweden,Mid Cap,CTM,96.324,2022-02-23,CTM.ST,,-37.654,2.014,1.2,0.07428,Q4-2021,Consumer Durables,0.051727799419974387,0.32939627891926876,-0.12824204540093476,-2.2483922162501324,0.5393121514535009,0.4853885976152218,0.5227547721241249
91,2023,CDON,Retailers,3.632,-8.544,1.423,226.9,380.9,-15.02439,1352.542,81.839,-0.31347,-158.3,199.7,-0.52423,-0.52563,-0.7188,Sweden,First North,CDON,-18.663,2022-02-16,CDON.ST,,-21.606,2.495,6.773,0.28813,Q4-2021,Consumer Durables,-0.7926890335503256,0.5956944079810974,-0.21606809692487938,-4.214828490966313,0.763233736022164,0.6458720794844341,0.46984042721809954
92,387,Cell Impact,Industrial Machinery,11.071,-6.01,0.343,34.9,238.7,-0.59954,843.794,86.191,-0.56031,-140.4,142.6,-0.60387,-0.66019,-0.6848399999999999,Sweden,First North,CI B,-10.615,2022-02-18,CI-B.ST,,-10.561,10.315,5.917,-0.01729,Q4-2021,Industrials,-0.9845722300140253,0.14620863007959783,-0.14782309990167564,-1.581750741300192,0.7859649239530248,0.7332287241034096,0.8565326091841998
93,49,CellaVision,Medical Equipment,7.67,91.512,0.685,392.303,825.212,0.29037,6897.998,54.394,0.23071000000000003,75.378,543.28,-0.19263000000000002,-0.38258000000000003,-0.01633,Sweden,Mid Cap,CEVI,42.428,2022-02-04,CEVI.ST,0.006919999999999999,55.035,12.197,12.697,0.2353,Q4-2021,Health Care,0.1387461345898984,0.47539662535203075,0.010678211510967262,0.236795723269797,0.4385712945066097,0.38655330970969154,0.4132989554038765
94,2140,checkin.com,IT Services,1.588,-17.949,0.17,50.419,228.481,-0.05605,772.057,57.294,-0.03744,-43.014,181.722,-0.53386,-0.5267000000000001,-0.95301,Sweden,First North,CHECK,-106.452,2022-02-16,CHECK.ST,,-113.497,13.593,4.249,7.2481100000000005,Q4-2021,Technology,-0.2367022154719847,0.22067042773797382,0.03589738258582009,0.5888862432504641,1.0775933121380237,0.793565346027781,0.5586901539499685
95,436,Christian Berner Tech,Industrial Components,0.671,-11.184,1.258,310.551,592.903,0.23257000000000003,472.727,45.305,0.18219000000000002,-42.27,190.369,-0.25444,-0.22222,-0.19231,Sweden,Small Cap,CBTT B,15.002,2021-10-21,CBTT-B.ST,0.029759999999999998,13.63,0.63,2.483,0.12514,Q3-2021,Industrials,-0.22204245439120868,0.5237804497531636,0.11011440944426121,2.6013769743523554,0.41905191439628725,0.38401291362318724,0.3879542422022979
96,1676,Cibus Nordic,Real Estate,42.991,-6.906,0.052,786.158,16178.35,0.04699,8992.0,37.45,0.08807000000000001,-1302.064,6007.599,-0.08544,0.03594,0.37241,Sweden,Mid Cap,CIBUS,24.834,2022-02-24,CIBUS.ST,0.04536,16.995,10.77,1.497,0.18638000000000002,Q4-2021,Financials,-0.2167361703069729,0.04859321253403468,0.010703543953929917,0.2755508999089334,0.29526932531208033,0.2338788195950997,0.3560126306201955
97,2077,Cint Group,IT Services,52.814,-3.579,0.096,715.829,14604.08,-0.0025,18754.755,62.472,-0.0028000000000000004,-5239.821,11548.13,-0.34161,-0.22071000000000002,0.036000000000000004,Sweden,Large Cap,CINT,-603.81,2022-02-22,CINT.ST,,-374.087,13.419,1.624,6.2692499999999995,Q4-2021,Technology,-0.45373761812518565,0.049015686027466296,-0.024412862942101543,-0.41362220296066615,0.485282775556443,0.4339651844487927,0.5409467459047475
98,51,Clas Ohlson,Retailers,34.254,6.025,1.305,3426.2,6395.4,0.21384,6658.4,43.511,0.2225,1105.2,2029.7,-0.07643,0.04424,0.33729,Sweden,Mid Cap,CLAS B,12.306,2021-12-08,CLAS-B.ST,0.06158,14.237,0.798,3.28,0.11706,Q2-2022,Consumer Durables,0.544513967581416,0.5357288050786503,0.08018084553833282,3.0902846342167485,0.3614394788633038,0.2829908777538423,0.2377999682596235
99,1542,Climeon,Renewable Energy,5.094,-3.269,0.053,4.126,545.788,-0.58357,552.207,120.534,-0.30437000000000003,-168.936,352.362,-0.27984000000000003,-0.42441,-0.78594,Sweden,First North,CLIME B,-2.662,2022-02-09,CLIME-B.ST,,-4.824,9.55,1.567,-0.14227,Q4-2021,Utilities,-0.4794387590035248,0.007559711829501565,-0.16189127461656927,-1.2381507153205111,0.8950977219884525,0.7392440378293185,1.1983662588140844
100,52,Cloetta,Food Processing,18.249,9.97,0.633,2148.0,9549.0,0.07684,6649.782,19.101,0.10454000000000001,667.0,4515.0,-0.13057,-0.21526,-0.01706,Sweden,Mid Cap,CLA B,14.741,2022-01-28,CLA-B.ST,0.0434,13.992,1.1,1.473,0.03154,Q4-2021,Food and Beverage,0.1477297895902547,0.2249450204209865,0.017471223615682208,0.8475855624554902,0.17581873415347438,0.16719964851807173,0.18892064293879052
101,2097,CoinShares,Internet Transactions,3.385,-3.043,0.02,590.06,48293.32,-11.46209,4764.694,67.283,-10.803379999999999,-1565.993,2433.299,-0.16158999999999998,-0.05789,-0.95301,Sweden,First North,CS,-0.176,2022-02-22,CS.ST,,-0.181,4.864,1.958,1.03309,Q4-2021,Technology,-0.6435678476011374,0.012218252959208436,0.03920418171608131,0.5617428112216282,0.7978275558762149,0.7599424836818296,0.6396383778620904
102,740,Collector,Consumer Lending,16.62,-1.625,0.06,2364.0,44465.0,0.02181,5914.973,43.144,0.12104,-3639.0,5990.0,-0.29481,-0.23323,0.1497,Sweden,Mid Cap,COLL,6.098,2022-02-09,COLL.ST,,8.159,2.233,0.987,0.17084,Q4-2021,Financials,-0.6075125208681135,0.053165410997413697,-0.09641199855435001,-2.302597682158593,0.4696157880884111,0.4329596930166766,0.38375377922129916
103,56,Concejo B,Security & Surveillance,1.049,-4.063,0.148,-9.2,1542.7,-0.24115999999999999,809.778,34.342,-0.14289,-199.3,881.1,0.0029,-0.0086,-0.0028799999999999997,Sweden,Small Cap,CNCJO B,-0.931,2021-11-29,CNCJO-B.ST,0.21675999999999998,-6.432,3.542,0.919,-0.029079999999999998,Q3-2021,Technology,-0.22619452956531608,-0.0059635703636481486,0.0004627976472438844,0.022898314093260524,0.3538281479129506,0.27021944253904,0.18523680313798915
104,247,Concentric,Industrial Components,11.759,-7.744,0.559,620.0,3783.0,0.16687000000000002,7464.921,60.779,0.23119,-964.0,1462.0,-0.29893000000000003,0.06949,0.06027999999999999,Sweden,Mid Cap,COIC,21.481,2022-02-16,COIC.ST,0.019039999999999998,22.086,3.53,5.106,0.84807,Q4-2021,Industrials,-0.6593707250341997,0.16389109172614327,-0.014282221225960345,-0.2911518112974295,0.44075444091106974,0.38157428097099066,0.44958923366070175
105,741,Coor Service Management,Business Support & Services,13.007,273.863,1.426,1176.0,7086.0,0.11204,6572.703,28.655,0.1323,24.0,2003.0,-0.16341,-0.19294,0.15101,Sweden,Mid Cap,COOR,20.436,2022-02-10,COOR.ST,0.06997,24.651,0.651,3.281,0.16854,Q4-2021,Industrials,0.011982026959560658,0.165961049957663,0.020254357771070763,0.6196573141402666,0.25784619331324393,0.24359679416595204,0.2995756703604038
106,312,Copperstone,Mining,1.893,-20.547,,-55.809,571.47,-0.03786,1286.577,34.305,0.00049,-62.617,547.711,-0.15347,-0.16039,0.29873,Sweden,First North,COPP B,-78.82,2021-08-20,COPP-B.ST,,5130.0,,2.349,0.67927,Q2-2021,Materials,-0.11432489031624342,-0.09765866974644337,0.00037297142184922194,0.004815371821462681,0.46355108147981955,0.41578886209059607,0.7098807053949165
107,57,Corem Property A,Real Estate,0.718,105.635,0.03,1894.0,92236.0,0.02373,24929.976,43.764,0.12988,236.0,33342.0,-0.36841999999999997,-0.04,0.36752,Sweden,Large Cap,CORE A,40.452,2022-02-24,CORE-A.ST,0.01667,5.656,8.888,0.748,3.93927,Q4-2021,Financials,0.0070781596784835945,0.020534281625395723,-0.0059560507800422435,-0.12623110994961917,0.48838758433156815,0.4059792208550266,0.43244575055131573
108,2218,Corem Property D,Real Estate,3.303,1263.224,0.03,1894.0,92236.0,0.02373,298120.963,11.619,0.12988,236.0,33342.0,-0.0712,-0.06817999999999999,-0.95301,Sweden,Large Cap,CORE D,194.102,2022-02-24,CORE-D.ST,0.06969,67.633,106.282,8.941,3.93927,Q4-2021,Financials,0.0070781596784835945,0.020534281625395723,0.03439745552369744,2.295340395020729,0.11542909568306894,0.10027500771499107,0.13734689982641715
109,398,Cortus Energy,Biomass Energy,1.569,-5.899,0.001,-36.758,128.626,-1.35927,429.498,61.086,-0.88981,-72.808,88.357,-0.38321,-0.38171,-0.324,Sweden,First North,CE,-5.717,2022-02-23,CE.ST,,-4.712,399.161,4.861,0.07657,Q4-2021,Utilities,-0.8240207340674763,-0.2857742602584237,-0.05687035947242103,-0.9745468105291818,0.7604361577260095,0.6493094400860094,0.5348388076714443
110,270,C-RAD,Medical Equipment,2.123,115.8,0.852,165.7,306.7,0.31277,1424.334,37.323,0.10861000000000001,12.3,231.1,-0.17578,-0.28836,-0.26736,Sweden,Small Cap,CRAD B,36.343,2022-01-27,CRAD-B.ST,,55.99,5.453,6.163,0.13383,Q4-2021,Health Care,0.05322371267849416,0.5402673622432345,0.07935918002892861,1.9916088746090523,0.3812084102967353,0.35356489437008587,0.36520167610076604
111,278,Creades,Holding Companies,20.041,-14.09,,,13520.0,0.3261,13779.843,49.356,0.32391,-978.0,12945.0,-0.18864999999999998,-0.02357,0.27995000000000003,Sweden,Large Cap,CRED A,3.155,2022-01-27,CRED-A.ST,0.01379,3.286,,1.064,0.62091,Q4-2021,Financials,-0.07555040556199305,,0.026995607216883988,0.5451096866109281,0.49297094628037247,0.45547755998951744,0.4538881496375412
112,2205,Creaspac SPAC,Investment Banking,4.979,-1207.407,,-8.0,2466.0,,2445.0,10.28,-0.0032500000000000003,-2.025,2459.0,-0.04399,0.00411,-0.95301,Sweden,Mid Cap,CPAC SPAC,2.5,2021-11-17,CPAC-SPAC.ST,,-305.625,,0.994,,Q3-2021,Financials,-0.0008235054900366003,-0.0032441200324412004,-0.005141344227724165,-0.48760288559864573,0.09866994425777707,0.08522810961210933,0.09663847279510727
113,1382,Crunchfish,Biometric,2.496,-13.644,0.062,4.123,64.192,-1.5967799999999999,480.576,103.349,-0.6888599999999999,-35.222,55.843,-0.10695,-0.53867,-0.32389,Sweden,First North,CFISH,-12.162,2022-02-17,CFISH.ST,,-12.493,23.624,8.606,0.44919,Q4-2021,Technology,-0.6307325895815052,0.06422918743768695,-0.06510394140323872,-0.5202365212591116,1.0735013130240707,0.961003720897142,1.1469542307342795
114,2253,CTEK,Electrical Components,24.421,-57.139,0.588,492.4,1566.4,0.06686,5439.607,75.119,0.00672,-95.2,655.1,-0.39016,-0.81553,-0.95301,Sweden,Mid Cap,CTEK,72.611,2022-02-16,CTEK.ST,,1237.251,5.871,8.303,0.07738,Q4-2021,Industrials,-0.14532132498855135,0.3143513789581205,-0.1259766285403322,-2.01113767687672,0.7354175817860447,0.6774609912867244,0.5741003639074025
115,58,CTT Systems,Installation,2.364,106.352,0.46,138.5,328.5,0.11256000000000001,2307.842,34.024,0.0667,21.7,212.9,-0.24508,-0.14722,0.2379,Sweden,Mid Cap,CTT,86.968,2022-02-08,CTT.ST,0.0042899999999999995,162.534,13.098,10.84,0.06829,Q4-2021,Industrials,0.10192578675434476,0.4216133942161339,-0.02380544756775005,-0.5974528442884887,0.34760063535496605,0.3198157369255756,0.365184521169812
116,245,Dedicare,Outsourcing,1.734,8.292,2.51,469.8,497.9,0.61185,558.063,45.748,0.36751,67.3,178.5,-0.07187,-0.27205999999999997,0.20487,Sweden,Small Cap,DEDI,4.848,2022-02-10,DEDI.ST,0.06734,8.507,0.446,3.126,0.29459,Q4-2021,Industrials,0.37703081232492996,0.943562964450693,0.051353537943641836,1.1447061540450303,0.4080026235196334,0.380353657385072,0.41116486357470594
117,2080,Desenio,Home Furnishings,10.458,-5.901,0.72,1008.2,1703.7,0.10771000000000001,1505.96,80.268,0.21941,-255.2,260.7,-0.5355599999999999,-0.75698,-0.95301,Sweden,First North,DSNO,17.372,2022-02-16,DSNO.ST,,26.329,1.227,5.777,-0.14644000000000001,Q4-2021,Consumer Durables,-0.9789029535864979,0.5917708516757645,-0.10521062520725333,-1.4517021802917685,0.8940048192548107,0.5956383075617012,0.6642349380903539
118,2321,Devyser Diagnostics,Medical Equipment,0.913,,,,,,1264.048,70.11,,,,-0.68206,-0.81553,-0.95301,Sweden,First North,DVYSR,,,DVYSR.ST,,,,,,Q4-2020,Health Care,,,-0.0008568871941454503,-0.01702840602432718,0.7011,0.3790477728090277,0.4612
119,62,Diamyd Medical,Biotechnology,3.54,-8.351,0.001,-80.756,332.166,-1.48625,1034.668,104.601,-0.28142,-123.898,293.646,-0.21345,-0.55017,-0.46838,Sweden,First North,DMYD B,-7.098,2022-01-26,DMYD-B.ST,,-11.736,2192.094,3.524,0.7393000000000001,Q1-2022,Health Care,-0.42192980663792456,-0.24311940415334501,0.11840612741978385,0.9535849436612539,0.8342787251021334,0.6231434035134754,1.138031897954332
120,282,DistIT,Computer Hardware,2.285,-4.929,1.44,547.1,1750.2,0.07409,957.267,69.257,0.07236,-194.2,598.5,-0.44741,-0.33982,0.10029,Sweden,First North,DIST,17.515,2022-02-23,DIST.ST,0.02681,22.007,0.379,1.599,0.51835,Q4-2021,Technology,-0.3244778613199666,0.31259284653182495,-0.25246555623619693,-3.9450677687312337,0.5959440629420127,0.5341709828065951,0.5865260571650891
121,63,Diös Fastigheter,Real Estate,19.53,-18.592,0.067,1289.0,29437.0,0.04388,12307.718,34.815,0.19504000000000002,-662.0,11823.0,-0.19119,-0.08929000000000001,0.35698,Sweden,Mid Cap,DIOS,21.339,2022-02-11,DIOS.ST,0.03834,5.337,6.257,1.041,0.18268,Q4-2021,Financials,-0.055992556880656345,0.043788429527465436,0.01244176955717946,0.3471347789301891,0.2957782630232901,0.2846332325643059,0.328491146583951
122,910,Dometic,Auto & Equipment,121.713,-3.543,0.414,6361.0,52030.0,0.06846000000000001,26953.02,35.5,0.07689,-7607.0,22447.0,-0.34655,-0.38736,-0.27119,Sweden,Large Cap,DOM,13.926,2022-01-27,DOM.ST,0.02904,15.132,1.253,1.201,0.38322,Q4-2021,Consumer Durables,-0.3388871564128837,0.12225639054391697,0.0482174066790364,1.3593910568931071,0.30832598715505527,0.29298213057366507,0.32508661109799886
123,64,Doro,Consumer Electronics,1.392,-9.177,1.049,379.3,990.9,0.25951,637.832,88.336,0.19649999999999998,-69.5,422.9,-0.60305,-0.58466,-0.54064,Sweden,Small Cap,DORO,5.284,2022-02-17,DORO.ST,,7.509,0.614,1.508,-0.37335999999999997,Q4-2021,Consumer Durables,-0.16434145187987706,0.3827833282874155,0.012614422228573008,0.0777303106446057,0.7771297356049681,0.365627115279577,1.4873617313809357
124,401,Doxa,Holding Companies,4.065,-4.43,0.012,7.9,878.8,0.08935,1820.235,63.715,0.08761,-410.9,869.8,-0.41438,0.20423,3.07143,Sweden,First North,DOXA,23.597,2022-02-09,DOXA.ST,,18.603,166.994,2.093,59.60689,Q4-2021,Financials,-0.4724074499885031,0.008989531178880293,-0.023518282929963052,-0.3800818815682646,1.5837512621219816,1.0299354914382612,0.5671110198531614
125,65,Duni,Personal Products,4.005,-118.116,0.791,928.0,6396.0,0.05534,4488.404,40.393,0.027999999999999997,-38.0,2714.0,-0.20944,-0.16957,-0.03827,Sweden,Mid Cap,DUNI,33.893,2022-02-17,DUNI.ST,,59.06,0.887,1.654,0.10657,Q4-2021,Food and Beverage,-0.01400147383935151,0.14509068167604752,-0.035738812630080385,-0.950481354660571,0.34084869608895574,0.29623170938270127,0.3446165741645161
126,602,Dustin Group,Computer Hardware,27.756,-2.953,1.197,2800.6,15401.2,0.0782,8506.549,43.124,0.08968999999999999,-2881.1,4826.5,-0.32374,-0.18438,-0.10154999999999999,Sweden,Mid Cap,DUST,17.928,2022-01-12,DUST.ST,0.02939,19.65,0.462,1.762,0.82765,Q1-2022,Technology,-0.5969335957733347,0.18184297327480975,0.029394637383902467,0.6923346984621184,0.3908683162298273,0.3372323074351549,0.38912725633058
127,67,Eastnine,Real Estate,1.487,-4.247,0.033,203.912,6916.691,0.0256,2609.152,28.145,0.19238,-614.334,3985.536,-0.23506,-0.17622,-0.05,Sweden,Mid Cap,EAST,29.86,2022-02-11,EAST.ST,0.02886,3.403,11.433,0.655,0.29925,Q4-2021,Financials,-0.1541408733982079,0.029481149295233808,0.050900454467468936,2.2147390387112176,0.22129987626741124,0.18269760588712755,0.21063897951657862
128,460,Ecoclime,Energy & Recycling,1.041,-16.882,0.394,89.854,359.617,-0.08176,559.788,41.209,-0.03952,-33.158,308.507,-0.3039,-0.25062,-0.11062,Sweden,First North,ECC B,-30.338,2022-02-17,ECC-B.ST,,-45.063,3.561,1.815,0.57502,Q4-2021,Industrials,-0.1074789226824675,0.24986026800735225,-0.005375888798464512,-0.12236076492155047,0.46381376720313927,0.40283678174827414,0.4026685737445889
129,332,Egetis Therapeutics,Biotechnology,1.507,-5.999,0.04,-16.154,569.269,-0.15863,816.266,52.961,-0.24283000000000002,-136.067,527.039,-0.18264,-0.08086,-0.27599,Sweden,Small Cap,EGTX,-10.976,2022-02-17,EGTX.ST,,-6.378,21.041,1.549,-0.36321,Q4-2021,Health Care,-0.2581725451057702,-0.028376742805246727,0.037743455894094224,0.61976535931646,0.4991376128990579,0.42026581496295456,0.5581539562478104
130,68,Elanders,Broadcasting & Publishing,4.721,-14.485,0.994,1645.0,11800.0,0.07264,4794.545,42.442,0.09746,-331.0,3304.0,-0.19763000000000003,-0.18116,-0.18017,Sweden,Mid Cap,ELAN B,17.316,2022-02-03,ELAN-B.ST,0.026549999999999997,14.89,0.409,1.451,0.36590000000000006,Q4-2021,Consumer Durables,-0.100181598062954,0.13940677966101694,-0.02687554012001181,-0.55748436846387,0.3744245268009655,0.33742980933930544,0.44183910405286464
131,70,Electrolux B,Consumer Electronics,310.435,208.584,1.167,23984.0,107607.0,0.24438,50894.57,26.937,0.25132,244.0,18604.0,-0.20372,-0.24908999999999998,-0.20678999999999997,Sweden,Large Cap,ELUX B,8.747,2022-01-28,ELUX-B.ST,0.055839999999999994,10.106,0.405,2.736,0.08035,Q4-2021,Consumer Durables,0.013115459041066438,0.22288512829091045,-0.024898849237646403,-0.916886332170683,0.2794273854340313,0.2546279142418003,0.24888769162624558
