,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
113,270,C-RAD,Medical Equipment,2.26,125.404,0.852,165.7,306.7,0.31277,1542.466,35.761,0.10861000000000001,12.3,231.1,-0.10916000000000001,-0.23833,-0.2066,Sweden,Small Cap,CRAD B,39.624,2022-01-27,CRAD-B.ST,-0.2066,,60.634,5.905,6.674,0.13383,2022-02-25,Q4-2021,Health Care,0.05322371267849416,0.5402673622432345,0.07935918002892861,1.9916088746090523,0.3652098725310682,0.34325684432073905,0.36520167610076604
114,278,Creades,Holding Companies,20.469,-15.082,,,13520.0,0.3261,14750.54,48.765,0.32391,-978.0,12945.0,-0.17345,0.05332,0.38777,Sweden,Large Cap,CRED A,3.385,2022-01-27,CRED-A.ST,0.37011000000000005,0.012889999999999999,3.518,,1.139,0.62091,2022-02-25,Q4-2021,Financials,-0.07555040556199305,,0.03016199993260149,0.6090472993046746,0.48954575264724454,0.45191597261528665,0.4538880574963529
115,2205,Creaspac SPAC,Investment Banking,5.308,-1223.457,,-8.0,2466.0,,2477.5,10.03,-0.0032500000000000003,-2.025,2459.0,-0.02075,0.011739999999999999,-0.95011,Sweden,Mid Cap,CPAC SPAC,-1.562,2021-11-17,CPAC-SPAC.ST,,,-309.688,,1.008,,2022-02-25,Q3-2021,Financials,-0.0008235054900366003,-0.0032441200324412004,-0.005141344227724165,-0.48760288559864573,0.09685615051443844,0.08453542308834945,0.09663847279510727
116,1382,Crunchfish,Biometric,2.593,-16.419,0.062,4.123,64.192,-1.5967799999999999,578.297,103.776,-0.6888599999999999,-35.222,55.843,0.00107,-0.42988,-0.24291000000000001,Sweden,First North,CFISH,-14.812,2022-02-17,CFISH.ST,-0.24291000000000001,,-13.99,146.182,10.356,0.44919,2022-02-25,Q4-2021,Technology,-0.6307325895815052,0.06422918743768695,-0.06510394140323872,-0.5202365212591116,1.0754303774664558,0.9635323987502431,1.1469542307342795
117,2253,CTEK,Electrical Components,25.676,-63.221,0.588,492.4,1566.4,0.06686,6018.675,75.779,0.00672,-95.2,655.1,-0.36735999999999996,-0.8257800000000001,-0.95011,Sweden,Mid Cap,CTEK,79.69,2022-02-16,CTEK.ST,,,1353.659,6.529,9.187,0.07738,2022-02-25,Q4-2021,Industrials,-0.14532132498855135,0.3143513789581205,-0.1259766285403322,-2.01113767687672,0.7382804275690754,0.682027460157537,0.5741003639074025
118,58,CTT Systems,Installation,2.26,116.629,0.46,138.5,328.5,0.11256000000000001,2530.858,31.786,0.0667,21.7,212.9,-0.17382,-0.07339000000000001,0.36284,Sweden,Mid Cap,CTT,95.289,2022-02-08,CTT.ST,0.35753,0.00391,178.24,16.738,11.888,0.06829,2022-02-25,Q4-2021,Industrials,0.10192578675434476,0.4216133942161339,-0.02380544756775005,-0.5974528442884887,0.3389669866421234,0.3148668669801742,0.365184521169812
119,245,Dedicare,Outsourcing,1.794,8.795,2.51,469.8,497.9,0.61185,591.885,45.159,0.36751,67.3,178.5,-0.00316,-0.24279,0.35902999999999996,Sweden,Small Cap,DEDI,5.233,2022-02-10,DEDI.ST,0.27789,0.06349,9.023,0.474,3.316,0.29459,2022-02-25,Q4-2021,Industrials,0.37703081232492996,0.943562964450693,0.051353537943641836,1.1447061540450303,0.40657898634879913,0.379755143431362,0.41116486357470594
120,2080,Desenio,Home Furnishings,10.5,-5.901,0.72,1008.2,1703.7,0.10771000000000001,1505.96,80.431,0.21941,-255.2,260.7,-0.55265,-0.7597700000000001,-0.8825799999999999,Sweden,First North,DSNO,17.372,2022-02-16,DSNO.ST,-0.8825799999999999,,26.329,1.227,5.777,-0.14644000000000001,2022-02-25,Q4-2021,Consumer Durables,-0.9789029535864979,0.5917708516757645,-0.10521062520725333,-1.4517021802917685,0.8958078912991768,0.5973093383034004,0.6642349380903539
121,2321,Devyser Diagnostics,Medical Equipment,0.758,,,,,,1318.04,45.522,,,,-0.69208,-0.8257800000000001,-0.95011,Sweden,First North,DVYSR,,,DVYSR.ST,,,,,,,2022-02-25,Q4-2020,Health Care,,,-0.00102339019817288,-0.020604380513172007,0.6793759472984726,0.5718582193108843,0.45521999999999996
122,62,Diamyd Medical,Biotechnology,3.556,-9.469,0.001,-80.756,332.166,-1.48625,1173.137,105.651,-0.28142,-123.898,293.646,-0.10819000000000001,-0.49570000000000003,-0.39722999999999997,Sweden,First North,DMYD B,-8.332,2022-01-26,DMYD-B.ST,-0.39722999999999997,,-13.307,5778.999,3.995,0.7393000000000001,2022-02-25,Q1-2022,Health Care,-0.42192980663792456,-0.24311940415334501,0.11840612741978385,0.9535849436612539,0.829287009317315,0.6194255144866657,1.138031897954332
123,282,DistIT,Computer Hardware,2.331,-5.873,1.44,547.1,1750.2,0.07409,1140.456,67.939,0.07236,-194.2,598.5,-0.38577,-0.31667,0.23893999999999999,Sweden,First North,DIST,19.913,2022-02-23,DIST.ST,0.20944,0.024390000000000002,24.19,0.453,1.906,0.51835,2022-02-25,Q4-2021,Technology,-0.3244778613199666,0.31259284653182495,-0.21382495797326073,-3.341263507095698,0.5834248665746631,0.5257167229391826,0.5865260571650891
124,63,Diös Fastigheter,Real Estate,19.258,-20.743,0.067,1289.0,29437.0,0.04388,13731.88,34.608,0.19504000000000002,-662.0,11823.0,-0.15561999999999998,-0.042039999999999994,0.48367,Sweden,Mid Cap,DIOS,22.512,2022-02-11,DIOS.ST,0.43162999999999996,0.03634,5.631,6.981,1.161,0.18268,2022-02-25,Q4-2021,Financials,-0.055992556880656345,0.043788429527465436,0.01244176955717946,0.3471347789301891,0.28970614361643665,0.2806630178386884,0.328491146583951
125,910,Dometic,Auto & Equipment,125.019,-3.738,0.414,6361.0,52030.0,0.06846000000000001,28435.5,34.298,0.07689,-7607.0,22447.0,-0.32549999999999996,-0.3546,-0.20994,Sweden,Large Cap,DOM,14.445,2022-01-27,DOM.ST,-0.2311,0.027530000000000002,15.964,1.322,1.267,0.38322,2022-02-25,Q4-2021,Consumer Durables,-0.3388871564128837,0.12225639054391697,0.0482174066790364,1.3593910568931071,0.30020132050621773,0.2879878874157742,0.32508661109799886
126,64,Doro,Consumer Electronics,1.223,-9.177,1.049,379.3,990.9,0.25951,637.832,88.157,0.19649999999999998,-69.5,422.9,-0.60426,-0.58132,-0.54064,Sweden,Small Cap,DORO,5.284,2022-02-17,DORO.ST,-0.54064,,7.509,0.614,1.508,-0.37335999999999997,2022-02-25,Q4-2021,Consumer Durables,-0.16434145187987706,0.3827833282874155,0.012614422228573008,0.0777303106446057,0.7763955574197033,0.3650581988123821,1.4873617313809357
127,401,Doxa,Holding Companies,4.042,-5.652,0.012,7.9,878.8,0.08935,2322.512,62.62,0.08761,-410.9,869.8,-0.38079,0.28966000000000003,3.45238,Sweden,First North,DOXA,30.162,2022-02-09,DOXA.ST,3.45238,,20.344,213.074,2.67,59.60689,2022-02-25,Q4-2021,Financials,-0.4724074499885031,0.008989531178880293,-0.023518282929963052,-0.3800818815682646,1.5810857500177238,1.0299856570204429,0.5671110198531614
128,65,Duni,Personal Products,4.414,-122.321,0.791,928.0,6396.0,0.05534,4648.201,40.05,0.027999999999999997,-38.0,2714.0,-0.20113,-0.14740999999999999,-0.004030000000000001,Sweden,Mid Cap,DUNI,34.816,2022-02-17,DUNI.ST,-0.004030000000000001,,61.163,0.918,1.713,0.10657,2022-02-25,Q4-2021,Food and Beverage,-0.01400147383935151,0.14509068167604752,-0.035738812630080385,-0.950481354660571,0.3391865787212761,0.29535356857205014,0.3446165741645161
129,602,Dustin Group,Computer Hardware,28.238,-3.112,1.197,2800.6,15401.2,0.0782,8964.681,42.342,0.08968999999999999,-2881.1,4826.5,-0.29805,-0.15691,-0.026760000000000003,Sweden,Mid Cap,DUST,18.587,2022-01-12,DUST.ST,-0.05317,0.02789,20.709,0.486,1.857,0.82765,2022-02-25,Q1-2022,Technology,-0.5969335957733347,0.18184297327480975,0.029394637383902467,0.7281155909559165,0.38115993956140976,0.3303965770056244,0.3700048522808443
130,67,Eastnine,Real Estate,1.546,-4.078,0.033,203.912,6916.691,0.0256,2505.44,33.489,0.19238,-614.334,3985.536,-0.27273,-0.22545,-0.06935,Sweden,Mid Cap,EAST,29.224,2022-02-11,EAST.ST,-0.09677,0.03036,3.235,10.978,0.629,0.29925,2022-02-25,Q4-2021,Financials,-0.1541408733982079,0.029481149295233808,0.050900454467468936,2.1872602094659666,0.2557527076139103,0.1882317971165118,0.21328526390719676
131,460,Ecoclime,Energy & Recycling,1.058,-18.523,0.394,89.854,359.617,-0.08176,614.198,39.295,-0.03952,-33.158,308.507,-0.21277000000000001,-0.14834,-0.02418,Sweden,First North,ECC B,-34.392,2022-02-17,ECC-B.ST,-0.02418,,-49.443,4.333,1.991,0.57502,2022-02-25,Q4-2021,Industrials,-0.1074789226824675,0.24986026800735225,-0.005375888798464512,-0.12236076492155047,0.4533063004824759,0.3960940428962755,0.4026685737445889
132,332,Egetis Therapeutics,Biotechnology,1.264,-6.393,0.04,-16.154,569.269,-0.15863,869.914,54.222,-0.24283000000000002,-136.067,527.039,-0.12458,-0.03303,-0.2284,Sweden,Small Cap,EGTX,-11.852,2022-02-17,EGTX.ST,-0.2284,,-6.797,38.507,1.651,-0.36321,2022-02-25,Q4-2021,Health Care,-0.2581725451057702,-0.028376742805246727,0.037743455894094224,0.61976535931646,0.5013221117857034,0.42209564441902336,0.5581539562478104
133,68,Elanders,Broadcasting & Publishing,4.779,-15.062,0.994,1645.0,11800.0,0.07264,4985.478,41.894,0.09746,-331.0,3304.0,-0.16271000000000002,-0.1506,-0.12576,Sweden,Mid Cap,ELAN B,17.646,2022-02-03,ELAN-B.ST,-0.14752,0.02553,15.483,0.425,1.509,0.36590000000000006,2022-02-25,Q4-2021,Consumer Durables,-0.100181598062954,0.13940677966101694,-0.02687554012001181,-0.55748436846387,0.3711098949382275,0.33593030399458446,0.44183910405286464
134,70,Electrolux B,Consumer Electronics,320.621,217.51,1.167,23984.0,107607.0,0.24438,53072.461,26.933,0.25132,244.0,18604.0,-0.17838,-0.21373,-0.12855,Sweden,Large Cap,ELUX B,9.067,2022-01-28,ELUX-B.ST,-0.17285,0.05355000000000001,10.539,0.422,2.853,0.08035,2022-02-25,Q4-2021,Consumer Durables,0.013115459041066438,0.22288512829091045,-0.024898849237646403,-0.916886332170683,0.25853679649205236,0.24457845638322165,0.24888769162624558
135,1930,Electrolux Professional B,Consumer Electronics,22.774,-13.823,0.741,2653.0,10609.0,0.12633,15620.03,38.852,0.13816,-1130.0,3525.0,-0.13593,-0.17149,0.19917,Sweden,Large Cap,EPRO B,29.341,2022-01-28,EPRO-B.ST,0.18824000000000002,0.0092,32.074,1.987,4.431,0.45051,2022-02-25,Q4-2021,Consumer Durables,-0.32056737588652484,0.25007069469318505,0.06885164979471403,1.7067700662104563,0.35279327140461697,0.33620866712655123,0.36972513539262214
136,71,Elekta,Medical Equipment,133.089,133.668,0.507,5277.0,27577.0,0.14846,30877.221,32.639,0.1206,231.0,8947.0,-0.27379000000000003,-0.29044000000000003,-0.30621,Sweden,Large Cap,EKTA B,20.125,2022-02-24,EKTA-B.ST,-0.32466,0.02733,28.502,2.209,3.451,0.08298,2022-02-25,Q3-2022,Health Care,0.02581871018218397,0.19135511476955433,-0.00818122051438086,-0.19450496662548922,0.28740396489060543,0.25860785239552897,0.38550236464103504
137,72,Elos Medtech,Medical Equipment,1.013,123.49,0.642,255.5,1126.4,0.13289,2420.4,91.674,0.11917,19.6,634.4,-0.12023,0.11939999999999999,1.5862100000000001,Sweden,Mid Cap,ELOS B,26.525,2022-02-24,ELOS-B.ST,1.5862100000000001,,32.016,3.345,3.815,0.12415,2022-02-25,Q4-2021,Health Care,0.030895334174022702,0.2268288352272727,0.008238543459085923,0.11257655504308936,0.8524232160136134,0.6715653532963518,0.6707213416327066
138,596,Eltel,Installation,0.577,10.696,1.288,929.455,6654.94,0.050789999999999995,2189.236,29.17,0.01887,204.67,2323.11,-0.13125,-0.33173,-0.48613999999999996,Sweden,Mid Cap,ELTEL,22.766,2022-02-17,ELTEL.ST,-0.48613999999999996,,47.981,0.255,0.942,-0.06865,2022-02-25,Q4-2021,Industrials,0.08810172570390554,0.13966391883322765,0.02467137714063139,1.136699734833259,0.24995972789555762,0.2215799012608391,0.19892404261417537
139,2105,Embellence,Home Furnishings,0.906,46.281,1.074,350.4,594.7,0.32803,768.26,40.875,0.18692,16.6,270.7,0.024249999999999997,-0.24817,-0.95011,Sweden,First North,EMBELL,11.452,2021-10-25,EMBELL.ST,,,15.184,1.202,2.838,,2022-02-25,Q3-2021,Consumer Durables,0.061322497229405255,0.5892046409954598,-0.13028448197647635,-3.7758050480311627,0.3446881641868082,0.3061973593523066,0.3162443468031432
140,1374,Embracer,Gaming,473.071,-15.492,0.236,12294.5,60230.5,-0.04662,87895.148,50.57,-0.05847,-5673.7,42031.602,-0.10220000000000001,-0.20670000000000002,-0.30402,Sweden,First North,EMBRAC B,-40.737,2022-02-17,EMBRAC-B.ST,-0.30402,,-33.042,6.184,2.091,1.47261,2022-02-25,Q3-2022,Consumer Durables,-0.13498652751803275,0.20412415636596076,0.013174941574155774,0.22332581300577822,0.45825214149225446,0.4406279809550513,0.5406913444316208
141,1576,Enad Global 7,Gaming,5.682,-5.179,0.273,1310.3,6116.2,0.03987,2587.405,101.058,0.021030000000000004,-499.6,4597.8,0.13793,-0.49831000000000003,-0.7116500000000001,Sweden,First North,EG7,12.811,2022-02-25,EG7.ST,-0.7116500000000001,,26.221,1.549,0.563,0.33919,2022-02-25,Q4-2021,Consumer Durables,-0.10866066379572839,0.21423432850462706,0.03577390023397964,0.3053815700478112,0.8213109902852151,0.6713865934042851,1.0736509456045031
142,73,Enea,IT Consulting,5.807,-22.155,0.322,649.7,3033.3,0.09801,4078.703,45.686,0.11278,-184.1,1776.0,-0.26245,-0.15182,-0.18158000000000002,Sweden,Mid Cap,ENEA,21.324,2022-02-02,ENEA.ST,-0.18158000000000002,,20.123,4.181,2.297,0.29961,2022-02-25,Q4-2021,Technology,-0.1036599099099099,0.21418916691392215,-0.09978132484127455,-1.899376464942282,0.3962279622700117,0.3691886845896285,0.48147956181189516
143,75,EnQuest,Oil & Gas -Exploration,13.879,1.142,0.239,1888.522,36648.371,0.03896,5061.82,57.862,-1.64666,4430.891,370.941,0.17103000000000002,-0.14413,0.11833,Sweden,Mid Cap,ENQ,23.341,2021-09-02,ENQ.ST,0.11833,,-7.291,0.577,13.646,-0.00313,2022-02-25,Q2-2021,Energy,11.945002035364114,0.051530857947274106,-0.10543784181376248,-1.6661459101428806,0.5645610949506246,0.540593306961012,0.579993490705639
144,484,Enzymatica,Health Products,1.051,-17.025,0.365,33.352,157.04,-0.47892,715.066,62.529,-0.36323,-42.002,124.972,-0.4816,-0.53039,-0.6817300000000001,Sweden,First North,ENZY,-15.163,2022-02-17,ENZY.ST,-0.6817300000000001,,-15.382,12.492,5.722,-0.03079,2022-02-25,Q4-2021,Food and Beverage,-0.3360912844477163,0.21237901171676005,0.01251121060371363,0.1981392197216257,0.6519658080018284,0.5176962426940628,0.5787200505543755
145,291,Eolus Vind,Wind Energy,12.91,-19.422,1.387,171.0,1885.0,-0.0336,1942.248,65.693,-0.015029999999999998,-100.0,984.0,-0.43615000000000004,-0.59543,-0.58967,Sweden,Mid Cap,EOLU B,-60.13,2022-02-18,EOLU-B.ST,-0.59742,0.01924,-105.492,0.743,1.974,0.042460000000000005,2022-02-25,Q4-2021,Utilities,-0.1016260162601626,0.09071618037135279,-0.16224015657227298,-2.370864118339017,0.5402454031792915,0.47883730975147704,0.6271787509904152
146,1712,Epiroc B,Industrial Machinery,75.912,46.007,0.816,15453.0,48583.0,0.35479,190192.906,30.08,0.27372,4134.0,25729.0,-0.14418,-0.06168,-0.06197,Sweden,Large Cap,EPI B,20.999,2022-01-26,EPI-B.ST,-0.07959,0.01914,26.775,4.797,7.392,0.10703,2022-02-25,Q4-2021,Industrials,0.16067472501846167,0.3180742234938147,-0.08494221405295388,-2.8470191494870964,0.26867357945995735,0.2605657128327487,0.27344679129743743
147,293,Episurf Medical,Medical Equipment,2.954,-12.522,0.024,2.1,270.6,-3.73118,828.939,74.719,-0.27413,-66.2,252.8,-0.28833,-0.07578,-0.10244999999999999,Sweden,Small Cap,EPIS B,-8.558,2022-02-11,EPIS-B.ST,-0.10244999999999999,,-10.17,127.529,3.279,0.45954999999999996,2022-02-25,Q4-2021,Health Care,-0.26186708860759494,0.007760532150776053,-0.05871924995988809,-1.0234812482771285,0.5808507381393703,0.4930031607174046,0.5258238158152546
148,1874,EQT,Holding Companies,357.766,-105.011,0.41,12040.7,40087.602,0.29793,310422.5,45.715,0.30887,-2956.1,30312.9,-0.38966999999999996,-0.29347999999999996,0.32603000000000004,Sweden,Large Cap,EQT,34.354,2022-01-19,EQT.ST,0.31424,0.00897,32.613,18.884,10.241,1.31487,2022-02-25,Q4-2021,Financials,-0.09751953788651035,0.3003596972450485,-0.038078765864933084,-0.7712474146433504,0.41360542996972177,0.3935237566929761,0.45251063052768953
149,77,Ericsson B,Communications,920.637,16.553,0.76,100749.0,305614.0,0.25503,317511.312,35.87,0.2119,19182.0,107099.0,-0.00345,-0.07328,-0.058929999999999996,Sweden,Large Cap,ERIC B,7.921,2022-01-25,ERIC-B.ST,-0.083,0.02625,13.969,1.367,2.965,0.12553,2022-02-25,Q4-2021,Technology,0.17910531377510527,0.32966094485200287,0.09430538608350914,3.4753153060610686,0.3003570332002971,0.23462509855339897,0.2487035172987102
150,1470,Essity B,Personal Products,441.512,70.012,0.696,35093.0,175050.0,0.10622999999999999,177411.594,24.454,0.12583,2534.0,59874.0,-0.16302,-0.08710000000000001,0.00232,Sweden,Large Cap,ESSITY B,17.641,2022-01-26,ESSITY-B.ST,-0.02471,0.02771,20.58,1.456,2.963,0.13195,2022-02-25,Q4-2021,Food and Beverage,0.042322209974279316,0.20047415024278778,-0.04410759820731969,-2.2405471950964047,0.19628467863011864,0.17489374109424677,0.18042593162072984
151,750,Evolution,Gambling & Casinos,1410.672,48.156,0.274,8934.916,40474.801,0.21019,221693.406,64.794,0.18972999999999998,4603.689,33090.148,0.0054600000000000004,-0.30627,-0.03479,Sweden,Large Cap,EVO,32.148,2022-02-09,EVO.ST,-0.04838,0.01429,35.311,20.003,6.7,0.2316,2022-02-25,Q4-2021,Consumer Durables,0.1391256696706222,0.22075256157528728,-0.025788532633028605,-0.30215763933807693,0.5742961156890117,0.5105537899665104,0.7822268079111249
152,79,eWork,IT Consulting,1.129,35.252,3.541,483.569,3724.151,2.26946,1875.712,38.504,0.4926,53.208,198.917,-0.05882,-0.04561,0.14372,Sweden,Small Cap,EWRK,15.432,2022-02-10,EWRK.ST,0.09347,0.04596,19.142,0.142,9.43,0.10752,2022-02-25,Q4-2021,Technology,0.2674884499565145,0.12984677581548118,0.11832952125348695,3.273439463723106,0.3380615854520529,0.3029740464192828,0.3313053405149869
153,1355,ExpreS2ion Biotech,Biotechnology,7.467,-4.328,0.081,6.217,151.956,-0.45067999999999997,634.275,84.197,-0.31297,-146.567,140.347,-0.56496,-0.60543,-0.45415999999999995,Sweden,First North,EXPRS2,-10.276,2022-02-24,EXPRS2.ST,-0.45415999999999995,,-13.553,51.845,4.519,0.27847,2022-02-25,Q4-2021,Health Care,-1.044318724304759,0.04091315907236305,0.029301736289827462,0.2889531908494668,0.8537279343599711,0.7742708197849049,0.9294060684847886
154,1968,Exsitec,IT Consulting,3.902,-8.529,0.973,419.364,551.117,-0.01771,2280.952,68.929,-0.09558,-267.432,230.862,-0.22931,-0.058949999999999995,0.55431,Sweden,First North,EXS,-485.078,2022-02-08,EXS.ST,0.54138,0.00839,-102.753,4.255,9.88,1.54102,2022-02-25,Q4-2021,Technology,-1.158406320659095,0.7609346109809714,-0.004450576043472543,-0.06453337367032251,0.5788948055444618,0.5296882938867966,0.6320792001224405
155,80,Fabege,Real Estate,81.892,-31.448,0.034,2176.0,87988.0,0.02476,45945.762,29.682,0.11967,-1461.0,45174.0,-0.12614,-0.10039,0.2198,Sweden,Large Cap,FABG,35.536,2022-02-07,FABG.ST,0.18566,0.0288,8.304,15.57,1.017,0.11144,2022-02-25,Q4-2021,Financials,-0.03234161243192987,0.02473064508796654,0.01231414581249235,0.416308349644867,0.26612797347812667,0.25731382538989267,0.27109956047054007
156,81,Fagerhult,Construction Tools,4.99,18.093,0.56,2620.5,12652.7,0.08068,9692.457,32.153,0.07485,535.7,6218.7,-0.17247,-0.31625,0.19149000000000002,Sweden,Mid Cap,FAG,17.406,2022-02-24,FAG.ST,0.16383,0.02377,20.699,1.368,1.559,0.031869999999999996,2022-02-25,Q4-2021,Industrials,0.08614340617814013,0.20710994491294346,-0.021903313224364784,-0.5906411718540103,0.30419263167810034,0.28180436870319436,0.33988010184223455
157,2046,Fasadgruppen,Construction Supplies,8.571,-15.207,0.8,1365.2,3345.5,0.11622,7107.761,35.785,0.14627,-467.4,1269.6,-0.11525,-0.050910000000000004,0.36034,Sweden,Mid Cap,FG,30.721,2022-02-17,FG.ST,0.35,0.00766,38.237,2.656,5.598,0.50522,2022-02-25,Q4-2021,Industrials,-0.3681474480151229,0.40807054251980274,0.05119347749247505,1.2145161352030853,0.33512840087255236,0.31640207239303614,0.38632337421858415
158,83,Fast Balder,Real Estate,140.012,-3.814,0.039,6744.0,229933.0,0.02696,108132.703,34.114,0.20897,-28353.0,88567.0,-0.17945,-0.059989999999999995,0.45167999999999997,Sweden,Large Cap,BALD B,37.359,2022-02-11,BALD-B.ST,0.45167999999999997,,5.639,12.074,1.221,0.27457,2022-02-25,Q4-2021,Financials,-0.320130522655165,0.029330283169445012,0.012977496840805514,0.3684845640160189,0.2864339133706764,0.2775411191718951,0.32278346184105683
159,393,Fastator,Real Estate,2.855,-0.94,0.049,222.738,7396.13,0.11055999999999999,1581.46,36.19,0.18905000000000002,-1681.882,2104.069,-0.13771,0.054400000000000004,0.048620000000000003,Sweden,Mid Cap,FASTAT,5.035,2022-02-16,FASTAT.ST,-0.00049,0.049139999999999996,3.342,4.322,0.752,1.1890399999999999,2022-02-25,Q4-2021,Financials,-0.7993473598061661,0.030115479311477757,0.06473034451735338,1.7493251417209656,0.3260336718267466,0.30353535347510285,0.3391384442340077
160,82,Fastpartner A,Real Estate,10.476,-31.033,0.049,1301.0,37922.102,0.037309999999999996,20487.801,47.902,0.19291,-660.2,17457.4,-0.3271,-0.27273,0.23206,Sweden,Large Cap,FPAR A,28.967,2022-02-11,FPAR-A.ST,0.20574,0.02183,5.425,11.037,1.174,0.14401,2022-02-25,Q4-2021,Financials,-0.03781777355161708,0.034307169998118774,0.02082701741424653,0.3890725277855141,0.3663581914201826,0.33653793740987736,0.49060972947214926
161,1903,Fastpartner D,Real Estate,2.721,-24.568,0.049,1301.0,37922.102,0.037309999999999996,16219.51,11.309,0.19291,-660.2,17457.4,-0.01481,-0.031549999999999995,0.06,Sweden,Large Cap,FPAR D,25.577,2022-02-11,FPAR-D.ST,-0.0025,0.06266,4.294,8.738,0.929,0.14401,2022-02-25,Q4-2021,Financials,-0.03781777355161708,0.034307169998118774,0.04510559971097661,4.458093785820914,0.09081942976496488,0.08325699022267367,0.09273013753068313
162,85,Fenix Outdoor,Clothing & Footwear,5.676,16.358,0.975,4030.752,6937.224,0.24575,14321.44,39.964,0.14734999999999998,875.481,3970.374,-0.12211,-0.15016,-0.06873,Sweden,Large Cap,FOI B,16.184,2022-02-09,FOI-B.ST,-0.08590999999999999,0.018799999999999997,24.398,2.117,3.607,0.02366,2022-02-25,Q4-2021,Consumer Durables,0.22050340849501837,0.581032412965186,0.048930732992323867,1.4242174581429776,0.3303714857173774,0.3123901922607273,0.31487998755382035
163,1788,Ferroamp,Energy & Recycling,2.068,-11.073,0.582,47.185,189.457,-0.70917,778.665,45.039,-0.27029,-70.324,152.064,-0.21233000000000002,-0.17739999999999997,-0.2866,Sweden,First North,FERRO,-16.974,2022-02-16,FERRO.ST,-0.2866,,-18.044,7.065,5.121,0.3086,2022-02-25,Q4-2021,Industrials,-0.4624631734006734,0.24905387502177276,-0.1326341289073968,-3.108906186321435,0.37566060508427174,0.332222108994331,0.3910095056112666
164,1546,Ferronordic,Industrial Components,33.072,19.844,1.564,1111.0,3973.0,0.50842,1726.402,71.711,0.3079,87.0,1101.0,-0.6453700000000001,-0.5151,-0.32696,Sweden,Mid Cap,FNM,3.984,2022-02-18,FNM.ST,-0.38636000000000004,0.0968,5.093,0.278,1.568,0.51201,2022-02-25,Q4-2021,Industrials,0.07901907356948229,0.2796375534860307,-0.05709208434415991,-0.925464817979756,0.5837080962974968,0.42734613517535747,0.5653997710275769
165,1361,Filo Mining,Mining,3.897,-77.627,,-249.416,236.861,-7.314690000000001,11976.54,58.843,-0.96795,-154.284,203.549,0.247,0.74497,5.70968,Sweden,First North,FIL,-41.302,2021-11-13,FIL.ST,5.70968,,-59.188,,58.839,-0.32332,2022-02-25,Q3-2021,Materials,-0.7579698254474352,-1.0530057713173548,0.10236038011891258,2.072288767840616,0.7951040582456093,0.5996779154211869,0.4527112218517292
166,86,Fingerprint Cards,Biometric,48.689,-71.373,0.754,396.9,1799.0,-0.00781,4760.55,60.686,0.0001,-66.7,1027.2,-0.20364000000000002,-0.42349,-0.43471,Sweden,Mid Cap,FING B,-618.664,2022-01-28,FING-B.ST,-0.43471,,53250.0,3.511,4.634,0.14215,2022-02-25,Q4-2021,Technology,-0.06493380062305296,0.2206225680933852,0.019238620332198364,0.3512214069722543,0.5762356206387488,0.4902686685903968,0.5020333737560599
167,2284,Flat Capital,Holding Companies,2.466,-13.833,,,344.753,0.25132,654.634,45.522,0.20068999999999998,-47.325,337.544,-0.29654,-0.8257800000000001,-0.95011,Sweden,First North,FLAT B,8.144,2022-02-16,FLAT-B-ST,,,9.217,,1.939,2.70376,2022-02-25,Q4-2021,Financials,-0.14020394378214399,,-0.00102339019817288,-0.020604380513172007,0.45521999999999996,0.3815194986899988,0.45521999999999996
168,1840,FluoGuide,Medical Equipment,0.567,-21.683,,13.721,76.442,,698.444,49.12,-0.49054000000000003,-32.212,62.842,-0.31823,-0.45591000000000004,-0.54964,Sweden,First North,FLUO,-16.614,2021-11-15,FLUO.ST,-0.54964,,-21.077,,11.114,1.53771,2022-02-25,Q3-2021,Health Care,-0.512587123261513,0.17949556526516838,-0.006124003456648097,-0.12356121055375772,0.5105826897225549,0.4774253694491517,0.4542478868649714
169,1425,FM Mattsson,Installation,1.362,21.034,1.054,703.5,1731.4,0.31521,3201.381,50.57,0.29408999999999996,152.2,806.9,-0.10980000000000001,0.08612,0.33238999999999996,Sweden,Mid Cap,FMM B,10.384,2022-02-23,FMM-B.ST,0.28977,0.03304,13.46,1.754,3.968,0.26407,2022-02-25,Q4-2021,Industrials,0.18862312554219854,0.40631858611528243,0.10499274695252692,2.0907620407385044,0.4689458856616104,0.4209868296025349,0.46025056984615065
170,87,Formpipe Software,IT Services,1.133,46.823,0.68,224.972,696.339,0.15252000000000002,1886.077,44.413,0.11739000000000001,40.281,429.638,-0.08026,0.10427,0.2465,Sweden,Small Cap,FPIP,27.591,2022-02-16,FPIP.ST,0.22203,0.020030000000000003,37.082,3.986,4.39,-0.03356,2022-02-25,Q4-2021,Technology,0.0937556733808462,0.3230782707847758,-0.015814117911543968,-0.3166765478003537,0.4558245627863672,0.3968989518965666,0.4576871440716537
