,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
26,296,Arcane Crypto,Internet Transactions,3.789,-10.468,0.996,15.926,187.217,-0.17839,850.57,87.238,-0.92176,-81.254,164.424,-0.46524,-0.5283,-0.65986,Sweden,First North,ARCANE,-38.063,2021-10-29,ARCANE.ST,-0.65986,,-5.618,4.559,5.173,39.72591,2022-02-25,Q3-2021,Technology,-0.49417359996107624,0.08506706121773129,0.065985216612515,0.7216937992889901,0.9798999575931848,0.8711598631125732,0.8379793485071185
27,381,Arctic Paper,Forest & Wood Products,0.642,-79.146,1.382,1345.515,5121.378,0.11315,1316.472,44.459,0.07416,-16.633,1878.28,0.07103,0.12028,0.32899,Sweden,Small Cap,ARP,4.689,2021-05-19,ARP.ST,0.28378,0.03521,6.903,0.186,0.701,0.08134000000000001,2022-02-25,Q3-2021,Materials,-0.00885544221308857,0.2627251884160865,-0.016195975771634896,-0.35742407498823126,0.4002157649395965,0.3700972549034882,0.41530098345855143
28,1710,Arion Banki,Banks,2.241,4.426,0.041,3184.92,106423.0,0.02732,23007.6,27.21,0.147,5198.175,15762.44,0.06615,0.21579,0.75543,Sweden,Large Cap,ARION SDB,8.354,2022-02-09,ARION-SDB.ST,0.7412099999999999,0.00817,10.37,5.264,1.46,0.12037,2022-02-25,Q4-2021,Financials,0.32978238140795463,0.02992698946656268,0.04384416683222736,1.6048863914946532,0.29934149939944704,0.2897880333649043,0.25038434415763877
29,14,Arise Windpower,Wind Energy,3.751,88.567,0.184,232.0,1511.0,0.07322000000000001,1682.781,50.588,0.08432,19.0,676.0,-0.00579,0.00822,-0.047670000000000004,Sweden,Small Cap,ARISE,27.693,2022-02-17,ARISE.ST,-0.047670000000000004,,28.408,6.053,2.489,0.06559,2022-02-25,Q4-2021,Utilities,0.028106508875739646,0.15354070152217075,-0.007059864187151876,-0.13892020702991875,0.46920575563955685,0.4425010113671405,0.46576898675026795
30,1574,Arjo,Medical Supplies,55.157,20.762,0.621,4209.0,14612.0,0.14511,21571.699,42.441,0.10776999999999999,1039.0,6885.0,-0.3107,-0.27139,0.31613,Sweden,Large Cap,ARJO B,24.06,2022-02-03,ARJO-B.ST,0.2973,0.01452,29.073,2.378,3.133,0.05441,2022-02-25,Q4-2021,Health Care,0.15090777051561366,0.2880509170544758,-0.06351733152686567,-1.5753251810810758,0.3496409881402535,0.30845594368743257,0.3695401853015725
31,2197,Aros Bostadsutveckling,Real Estate,3.507,16.97,0.134,,977.35,0.26478,2477.505,34.429,0.15835000000000002,145.996,819.246,0.0536,0.051660000000000005,-0.95011,Sweden,First North,AROS,16.593,2021-11-26,AROS.ST,,,14.171,18.955,3.024,,2022-02-25,Q3-2021,Financials,0.17820776665372795,,0.05924602517494093,2.073932098083592,0.28678826073759456,0.2586448413759883,0.2618209103762886
32,1793,Ascelia Pharma,Pharmaceuticals,3.066,-6.954,,,333.493,-2.94836,810.807,40.455,-0.409,-116.597,307.834,-0.23739999999999997,-0.1625,-0.43012999999999996,Sweden,Small Cap,ACE,-3.985,2022-02-10,ACE.ST,-0.43012999999999996,,-6.295,,2.634,0.3059,2022-02-25,Q4-2021,Health Care,-0.3787658283360512,,0.0147819974675516,0.3350889811071882,0.39742649235647765,0.37313070028017026,0.4043082651890138
33,1473,Aspire Global,Gambling & Casinos,19.5,8.967,0.983,760.324,2254.295,0.28465,5060.543,68.5,0.63144,564.322,1362.97,0.2526,0.44223,0.86598,Sweden,First North,ASPIRE,15.91,2022-02-17,ASPIRE.ST,0.86598,,5.801,2.284,3.713,0.48220999999999997,2022-02-25,Q4-2021,Consumer Durables,0.41403846012751566,0.3372779516434184,0.048396842876610724,0.5998062510943565,0.49064503914280755,0.37238853222725904,0.7395127859181451
34,17,Assa Abloy,Construction Supplies,413.888,29.912,0.731,37777.0,129975.0,0.15027,280035.406,28.204,0.15663,9362.0,69583.0,-0.05836,-0.09720000000000001,0.18035,Sweden,Large Cap,ASSA B,21.656,2022-02-04,ASSA-B.ST,0.16097999999999998,0.01669,25.65,2.948,4.024,0.10685,2022-02-25,Q4-2021,Industrials,0.13454435709871665,0.2906482015772264,0.09763801748063572,3.4740190298157234,0.23786466477543416,0.21577332553579534,0.25758845991938534
35,18,AstraZeneca,Pharmaceuticals,612.698,-41.069,0.355,210831.203,889263.812,0.01381,1766029.0,27.114,0.0028499999999999997,-43001.801,331421.906,0.10403000000000001,0.11461,0.38872,Sweden,Large Cap,AZN,221.181,2022-02-10,AZN.ST,0.36716,0.01577,1804.052,5.592,5.329,0.57897,2022-02-25,Q4-2021,Health Care,-0.12974942277955517,0.2370851036047782,0.036407872275754816,1.2234845640308942,0.23943214148013686,0.2176164172622519,0.27273221992479124
36,19,Atlas Copco A,Industrial Machinery,636.477,35.377,0.811,46529.0,136683.0,0.3064,602510.375,32.455,0.26806,17031.0,67633.0,-0.15078,-0.18578,0.00607,Sweden,Large Cap,ATCO A,25.921,2022-01-25,ATCO-A.ST,-0.009300000000000001,0.01551,32.911,5.432,8.909,0.20568,2022-02-25,Q4-2021,Industrials,0.25181494240977037,0.3404154137676229,-0.04634333694840642,-1.4872416176805585,0.2683465447126344,0.25379914836241585,0.285591590496402
37,20,Atrium Ljungberg,Real Estate,20.979,-151.06,0.042,3084.0,54285.0,0.031709999999999995,26284.5,29.589,0.1471,-174.0,25541.0,-0.05778,-0.08573,0.27039,Sweden,Large Cap,ATRLJ B,28.302,2022-02-10,ATRLJ-B.ST,0.23777,0.02636,6.653,11.468,1.029,0.09412000000000001,2022-02-25,Q4-2021,Financials,-0.006812575858423711,0.05681127383255043,0.04082900792317079,1.2077091250339285,0.25652517665609664,0.246482818009883,0.3098461632516449
38,920,Attendo,Healthcare Facilities,13.14,5.218,0.611,4182.0,21076.0,0.04332,5035.274,28.784,0.0113,965.0,4957.0,-0.0946,-0.25,-0.31788,Sweden,Mid Cap,ATT,24.373,2022-02-10,ATT.ST,-0.31788,,89.655,0.391,1.016,0.050019999999999995,2022-02-25,Q4-2021,Health Care,0.19467419810369174,0.19842474852913267,-0.04224440769574134,-1.2864929609806364,0.2782789459398151,0.25005141662968733,0.30095492447427935
39,21,Autoliv,Auto & Equipment,218.555,35.221,1.092,12677.29,63235.43,0.14967,88651.273,30.114,0.16427,2517.0,22090.869,-0.04707,0.08179,0.18134,Sweden,Large Cap,ALIV SDB,17.212,2022-01-28,ALIV-SDB.ST,0.15263,0.02491,20.818,1.284,4.013,-0.18481000000000003,2022-02-25,Q4-2021,Consumer Durables,0.11393847838217683,0.2004776436247844,-0.0188639885301094,-0.5593554333371275,0.2766768206327426,0.2569099500173737,0.3090902499409662
40,22,Avanza Bank,Retail & Mortgage Banks,148.72,21.311,0.012,2548.0,279082.0,0.00873,40682.078,36.613,0.43553,1909.0,4700.0,-0.25392,-0.16587,0.05167,Sweden,Large Cap,AZA,16.694,2022-01-20,AZA.ST,0.01593,0.035179999999999996,19.82,12.324,8.656,0.36286999999999997,2022-02-25,Q4-2021,Financials,0.40617021276595744,0.009129933137930788,0.025642039854113508,0.7025156327272563,0.3465415497955266,0.3459384030224805,0.33453088623344607
41,1557,Awardit,Advertising,4.248,-18.476,0.453,195.454,1168.476,0.11871000000000001,2259.056,55.031,0.060880000000000004,-122.269,505.595,-0.01095,0.36869,1.61836,Sweden,First North,AWRD,34.107,2022-02-25,AWRD.ST,1.61836,,63.914,4.268,4.468,2.83117,2022-02-25,Q4-2021,Consumer Durables,-0.24183190102750224,0.16727258411811624,0.09447834085017703,1.6786371922203307,0.4768049334585853,0.4284723497063945,0.5158400522594249
42,24,Axfood,Food Retail,73.274,68.012,2.439,8946.0,23731.0,0.24721,50872.73,18.52,0.41537999999999997,748.0,4952.0,-0.01743,0.0599,0.26338,Sweden,Large Cap,AXFO,21.639,2022-02-03,AXFO.ST,0.22424,0.03197,23.662,0.879,10.273,0.26135,2022-02-25,Q4-2021,Food and Beverage,0.15105008077544427,0.37697526442206397,0.06946472136087967,3.55390236178141,0.15921746542165544,0.1457660245965618,0.179142425064083
